所属概念数量,股票代码,market_code,所属概念,code
9.0,002328.SZ,33,数据中心(AIDC);液冷服务器;储能;长三角一体化;创投;新能源汽车;一带一路;特斯拉概念;融资融券,002328
5.0,601699.SH,17,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,601699
5.0,920405.BJ,151,数据中心(AIDC);工业互联网;融资融券;固态电池;储能,920405
8.0,920008.BJ,151,人工智能;光纤概念;虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,920008
13.0,300585.SZ,33,专精特新;传感器;减速器;军工;比亚迪概念;新能源汽车;机器人概念;长安汽车概念;小米概念;钙钛矿电池;汽车电子;小米汽车;锂电池概念,300585
6.0,301581.SZ,33,芯片概念;光伏概念;专精特新;新能源汽车;供销社;融资融券,301581
8.0,920168.BJ,151,高压快充;工业互联网;充电桩;新能源汽车;汽车电子;专精特新;新股与次新股;融资融券,920168
5.0,920188.BJ,151,海工装备;天然气;参股银行;新股与次新股;融资融券,920188
24.0,002555.SZ,33,电子竞技;手机游戏;网络游戏;NFT概念;云游戏;虚拟数字人;AIGC概念;文化传媒概念;养老概念;AI视频;在线教育;AI应用;元宇宙;ChatGPT概念;AI智能体;脑机接口;多模态AI;人工智能;创投;虚拟现实;高股息精选;华为概念;深股通;融资融券,002555
19.0,603051.SH,17,TOPCON电池;HJT电池;钙钛矿电池;BC电池;比亚迪概念;传感器;人形机器人;锂电池概念;光伏概念;商业航天;智能穿戴;固态电池;POE胶膜;柔性屏(折叠屏);氢能源;水利;OLED;光伏建筑一体化;融资融券,603051
8.0,301012.SZ,33,算力租赁;东数西算(算力);数据中心(AIDC);储能;光伏概念;专精特新;股权转让(并购重组);融资融券,301012
10.0,001360.SZ,33,专精特新;机器视觉;高端装备;金属回收;锂电池概念;雅下水电概念;黄金概念;一带一路;固废处理;融资融券,001360
14.0,600157.SH,17,煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;参股保险;页岩气;储能;核电;物联网;小金属概念;融资融券;沪股通,600157
17.0,300102.SZ,33,卫星导航;商业航天;军工;MicroLED概念;MiniLED;芯片概念;人脸识别;汽车电子;消费电子概念;光伏概念;第三代半导体;智能家居;海峡两岸;福建自贸区;家用电器;共封装光学(CPO);深股通,300102
4.0,600560.SH,17,工业互联网;新型工业化;国企改革;央企国企改革,600560
15.0,002892.SZ,33,华为汽车;新型工业化;工业母机;机器人概念;智能家居;3D打印;新能源汽车;无人机;小米概念;专精特新;人民币贬值受益;华为概念;粤港澳大湾区;深股通;融资融券,002892
18.0,002310.SZ,33,股权转让(并购重组);生态农业;绿色电力;土壤修复;PPP概念;风电;京津冀一体化;雄安新区;乡村振兴;固废处理;汽车拆解概念;污水处理;国企改革;新型城镇化;储能;水利;金属回收;深股通,002310
19.0,688589.SH,17,MCU芯片;芯片概念;传感器;物联网;5G;专精特新;智慧灯杆;卫星导航;中芯国际概念;电力物联网;光伏概念;智慧城市;智能家居;阿里巴巴概念;人工智能;粤港澳大湾区;智能电网;高铁;融资融券,688589
8.0,300032.SZ,33,虚拟现实;元宇宙;智能穿戴;新型烟草(电子烟);人民币贬值受益;海峡两岸;消费电子概念;OLED,300032
10.0,603398.SH,22,IP经济(谷子经济);ST板块;三胎概念;区块链;医疗器械概念;人工智能;TOPCON电池;硅能源;光伏概念;机器人概念,603398
6.0,688486.SH,17,汽车芯片;芯片概念;英伟达概念;无人机;沪股通;融资融券,688486
28.0,300290.SZ,33,云计算;华为欧拉;DRG/DIP;智慧政务;网络安全;信创;多模态AI;华为鲲鹏;鸿蒙概念;AI应用;智慧城市;数字孪生;DeepSeek概念;在线教育;虚拟现实;人工智能;华为概念;数字经济;机器人概念;智能医疗;数据中心(AIDC);专精特新;独角兽概念;智能电网;光伏概念;国企改革;深股通;融资融券,300290
18.0,603025.SH,17,国产操作系统;量子科技;网络安全;人工智能;DeepSeek概念;华为鲲鹏;工业互联网;华为概念;数字经济;新型工业化;机器人概念;京津冀一体化;东数西算(算力);5G;国企改革;芯片概念;沪股通;融资融券,603025
11.0,301202.SZ,33,液冷服务器;东数西算(算力);数据中心(AIDC);腾讯概念;阿里巴巴概念;机器人概念;换电概念;储能;光纤概念;深股通;融资融券,301202
15.0,920496.BJ,151,数据中心(AIDC);虚拟电厂;融资融券;电力物联网;机器人概念;智能电网;数字孪生;华为鲲鹏;华为概念;光伏概念;充电桩;储能;人工智能;专精特新;一带一路,920496
9.0,603729.SH,22,网红经济;旅游概念;文化传媒概念;数据要素;ST板块;抖音概念(字节概念);小红书概念;上海自贸区;华为概念,603729
11.0,002933.SZ,33,京津冀一体化;军民融合;海工装备;机器人概念;军工;无人机;国企改革;高端装备;2025年报预增;专精特新;人形机器人,002933
15.0,601798.SH,17,海工装备;光热发电;氢能源;碳中和;一带一路;天然气;专精特新;页岩气;储能;西部大开发;俄乌冲突概念;央企国企改革;机器人概念;国企改革;股权转让(并购重组),601798
17.0,301421.SZ,33,光刻机;PCB概念;芯片概念;消费电子概念;AI眼镜;3D打印;机器视觉;专精特新;无人驾驶;无人机;机器人概念;安防;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,301421
32.0,300418.SZ,33,AI视频;AI语料;ChatGPT概念;短剧游戏;多模态AI;Web3.0;AIGC概念;算力租赁;虚拟数字人;阿里巴巴概念;AI智能体;AI应用;元宇宙;在线教育;东数西算(算力);区块链;手机游戏;DeepSeek概念;网络游戏;人工智能;独角兽概念;虚拟现实;同花顺新质50;华为概念;网红经济;京津冀一体化;无人驾驶;创投;人民币贬值受益;芯片概念;深股通;融资融券,300418
22.0,300410.SZ,33,PCB概念;先进封装;苹果概念;OLED;消费电子概念;5G;芯片概念;宁德时代概念;锂电池概念;比亚迪概念;BC电池;华为概念;新能源汽车;专精特新;光伏概念;粤港澳大湾区;储能;高端装备;机器人概念;工业互联网;食品安全;国企改革,300410
7.0,688759.SH,17,细胞免疫治疗;减肥药;创新药;科创次新股;注册制次新股;新股与次新股;融资融券,688759
10.0,301261.SZ,33,减速器;工业母机;人形机器人;机器人概念;专精特新;高端装备;创投;京津冀一体化;深股通;融资融券,301261
6.0,002289.SZ,33,ST板块;算力租赁;数据中心(AIDC);消费电子概念;柔性屏(折叠屏);股权转让(并购重组),002289
15.0,300751.SZ,33,钙钛矿电池;HJT电池;存储芯片;MicroLED概念;MiniLED;芯片概念;新型工业化;第三代半导体;先进封装;光伏概念;OLED;高端装备;锂电池概念;融资融券;深股通,300751
11.0,600011.SH,17,超超临界发电;绿色电力;证金持股;国企改革;央企国企改革;雄安新区;碳中和;风电;核电;沪股通;融资融券,600011
27.0,300499.SZ,33,液冷服务器;数据中心(AIDC);东数西算(算力);汽车电子;特高压;柔性直流输电;可控核聚变;军工;专精特新;比亚迪概念;光伏概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;充电桩;新能源汽车;储能;核电;宁德时代概念;粤港澳大湾区;锂电池概念;风电;一带一路;中俄贸易概念;天然气;深股通;融资融券,300499
8.0,920786.BJ,151,西部大开发;玉米;融资融券;农机;农业种植;乳业;乡村振兴;三胎概念,920786
15.0,920198.BJ,151,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,920198
13.0,920748.BJ,151,车联网(车路协同);融资融券;股权转让(并购重组);移动支付;福建自贸区;海峡两岸;机器人概念;智慧城市;国企改革;充电桩;低空经济;人工智能;乡村振兴,920748
7.0,300904.SZ,33,减速器;海工装备;新能源汽车;风电;西部大开发;绿色电力;融资融券,300904
7.0,002535.SZ,33,蚂蚁集团概念;安防;煤炭概念;燃料电池;高端装备;储能;军工,002535
4.0,002719.SZ,33,ST板块;新疆振兴;西部大开发;乳业,002719
24.0,300065.SZ,33,军工信息化;商业航天;国产航母;军工;高端装备;传感器;专精特新;云计算;机器人概念;东数西算(算力);腾讯概念;海工装备;数据中心(AIDC);数据要素;人工智能;阿里巴巴概念;算力租赁;DeepSeek概念;2025年报预增;京津冀一体化;风电;深股通;融资融券;股权转让(并购重组),300065
8.0,002631.SZ,33,石墨烯;C2M概念;核污染防治;长三角一体化;智能家居;柔性屏(折叠屏);工业互联网;融资融券,002631
12.0,300360.SZ,33,电力物联网;虚拟电厂;智能电网;充电桩;创投;物联网;一带一路;共同富裕示范区;高压快充;高股息精选;深股通;融资融券,300360
10.0,603699.SH,17,页岩气;高股息精选;氢能源;一带一路;可控核聚变;核电;人民币贬值受益;风电;沪股通;融资融券,603699
11.0,300129.SZ,33,商业航天;海工装备;专精特新;高端装备;光伏概念;风电;国企改革;新疆振兴;绿色电力;深股通;融资融券,300129
9.0,600985.SH,17,煤炭概念;煤化工概念;超超临界发电;绿色电力;国企改革;民爆概念;华为概念;融资融券;沪股通,600985
12.0,002981.SZ,33,医疗器械概念;一带一路;人民币贬值受益;智能音箱;虚拟现实;储能;机器人概念;无线耳机;智能穿戴;消费电子概念;无人机;苹果概念,002981
4.0,920974.BJ,151,金属回收;融资融券;燃料电池;氢能源,920974
17.0,000839.SZ,33,网络安全;智慧政务;AI语料;数据要素;虚拟数字人;AI智能体;AI应用;文化传媒概念;人工智能;DeepSeek概念;互联网金融;创投;京津冀一体化;物业管理;乡村振兴;国企改革;深股通,000839
21.0,688201.SH,22,电子身份证;华为鲲鹏;华为昇腾;数据安全;网络安全;信创;数字货币;区块链;鸿蒙概念;跨境支付(CIPS);AI智能体;AIGC概念;车联网(车路协同);量子科技;DeepSeek概念;人工智能;工业互联网;军工信息化;低空经济;专精特新;ST板块,688201
7.0,300511.SZ,33,人造肉;农业种植;乡村振兴;NMN概念;一带一路;细胞免疫治疗;股权转让(并购重组),300511
12.0,688210.SH,17,苹果概念;消费电子概念;柔性屏(折叠屏);AI眼镜;3D打印;智能穿戴;无人机;专精特新;人形机器人;人民币贬值受益;沪股通;融资融券,688210
4.0,002248.SZ,33,新型工业化;工业母机;高端装备;2025年报预增,002248
25.0,920375.BJ,151,数据中心(AIDC);东数西算(算力);高压快充;阿里巴巴概念;融资融券;虚拟电厂;腾讯概念;粤港澳大湾区;碳交易;碳中和;百度概念;电力物联网;物联网;核电;智能电网;数据要素;抖音概念(字节概念);建筑节能;华为鲲鹏;华为概念;充电桩;储能;人工智能;专精特新;DeepSeek概念,920375
14.0,603071.SH,17,煤炭概念;生物质能发电;绿色电力;统一大市场;高股息精选;国企改革;碳中和;污水处理;中俄贸易概念;储能;智能电网;换电概念;充电桩;沪股通,603071
13.0,003028.SZ,33,人形机器人;汽车热管理;机器视觉;智能家居;机器人概念;家用电器;新能源汽车;汽车电子;空气能热泵;光伏概念;储能;智能电网;共封装光学(CPO),003028
29.0,300476.SZ,33,共封装光学(CPO);PCB概念;富士康概念;AI PC;英伟达概念;5G;AI手机;汽车电子;芯片概念;数据中心(AIDC);小米概念;特斯拉概念;东数西算(算力);人形机器人;新能源汽车;光伏概念;虚拟现实;2025年报预增;机器人概念;海峡两岸;智能电网;储能;粤港澳大湾区;物联网;人民币贬值受益;同花顺出海50;深股通;乡村振兴;融资融券,300476
26.0,002533.SZ,33,智能电网;柔性直流输电;风电;特高压;核电;水利;充电桩;雅下水电概念;储能;数据中心(AIDC);超导概念;长安汽车概念;华为概念;一带一路;可控核聚变;高压快充;机器人概念;高铁;光伏概念;新能源汽车;比亚迪概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券,002533
8.0,603399.SH,17,小金属概念;固态电池;锂电池概念;股权转让(并购重组);储能;专精特新;沪股通;融资融券,603399
12.0,603583.SH,17,长安汽车概念;人形机器人;机器人概念;智能家居;医疗器械概念;养老概念;人民币贬值受益;三胎概念;一带一路;光伏概念;融资融券;沪股通,603583
9.0,002855.SZ,33,虚拟现实;智能家居;华为概念;智能穿戴;无线耳机;消费电子概念;储能;风电;深股通,002855
4.0,301138.SZ,33,机器人概念;机器视觉;人工智能;融资融券,301138
35.0,000409.SZ,33,华为盘古;鸿蒙概念;ChatGPT概念;ERP概念;国产操作系统;多模态AI;空间计算;AI智能体;AI应用;云计算;数据要素;网络安全;华为昇腾;时空大数据;数字经济;数字孪生;物联网;DeepSeek概念;人工智能;腾讯概念;工业互联网;华为概念;新型工业化;机器人概念;东数西算(算力);智能穿戴;卫星导航;军民融合;智能电网;数据中心(AIDC);5G;国企改革;光伏概念;煤化工概念;深股通,000409
14.0,001306.SZ,33,减速器;人形机器人;家用电器;工业母机;机器人概念;共同富裕示范区;智能家居;专精特新;比亚迪概念;新能源汽车;安防;智能座舱;深股通;融资融券,001306
17.0,002721.SZ,33,互联网金融;AI应用;数字货币;区块链;数字经济;移动支付;AI智能体;DeepSeek概念;人工智能;智慧政务;阿里巴巴概念;国企改革;小金属概念;黄金概念;3D打印;深股通;摘帽,002721
9.0,301023.SZ,33,减速器;人形机器人;机器人概念;新能源汽车;专精特新;光伏概念;储能;特高压;融资融券,301023
5.0,603878.SH,17,光热发电;海工装备;核电;氢能源;超超临界发电,603878
18.0,688573.SH,17,固态电池;锂电池概念;宁德时代概念;钠离子电池;比亚迪概念;专精特新;华为概念;粤港澳大湾区;机器人概念;消费电子概念;燃料电池;高端装备;人形机器人;钙钛矿电池;氢能源;MicroLED概念;存储芯片;融资融券,688573
10.0,688517.SH,17,智能电网;特高压;柔性直流输电;高压快充;充电桩;储能;高端装备;新能源汽车;高股息精选;融资融券,688517
33.0,600089.SH,17,抽水蓄能;柔性直流输电;超超临界发电;虚拟电厂;智能电网;特高压;风电;核电;绿色电力;雅下水电概念;充电桩;海工装备;水利;煤炭概念;雄安新区;储能;数字经济;高压快充;数据中心(AIDC);工业互联网;新疆振兴;光伏概念;物联网;一带一路;西部大开发;煤化工概念;创投;硅能源;黄金概念;新能源汽车;天然气;沪股通;融资融券,600089
43.0,300036.SZ,33,智慧政务;时空大数据;数据要素;AI应用;AI智能体;华为鲲鹏;华为欧拉;信创;多模态AI;鸿蒙概念;AIGC概念;元宇宙;区块链;Web3.0;华为昇腾;智慧城市;车联网(车路协同);数字孪生;阿里巴巴概念;军工信息化;DeepSeek概念;数字经济;人工智能;空间计算;腾讯概念;低空经济;虚拟现实;水利;无人机;华为概念;卫星导航;军工;无人驾驶;商业航天;智能电网;乡村振兴;土壤修复;MR(混合现实);雅下水电概念;地下管网;英伟达概念;深股通;融资融券,300036
5.0,301281.SZ,33,数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,301281
10.0,300911.SZ,33,算力租赁;东数西算(算力);腾讯概念;AIGC概念;阿里巴巴概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券,300911
20.0,002281.SZ,33,F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组),002281
15.0,301320.SZ,33,鸿蒙概念;语音技术;人工智能;新型工业化;物联网;智能家居;机器人概念;无人机;小米概念;跨境电商;养老概念;医疗器械概念;汽车电子;PCB概念;融资融券,301320
15.0,000723.SZ,33,煤炭概念;煤化工概念;天然气;碳中和;氢能源;污水处理;燃料电池;储能;超级电容;深股通;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券,000723
27.0,300083.SZ,33,工业母机;新型工业化;人形机器人;一体化压铸;高端装备;飞行汽车(eVTOL);机器人概念;比亚迪概念;小米概念;新能源汽车;军工;智能穿戴;无线充电;无人机;低空经济;工业互联网;消费电子概念;苹果概念;粤港澳大湾区;人工智能;华为概念;创投;液冷服务器;5G;储能;深股通;融资融券,300083
9.0,688113.SH,17,专精特新;比亚迪概念;小米概念;华为汽车;新能源汽车;小米汽车;航空发动机;军工;融资融券,688113
7.0,603070.SH,17,智能电网;数字经济;共同富裕示范区;储能;数据中心(AIDC);沪股通;融资融券,603070
6.0,300554.SZ,33,第三代半导体;芯片概念;中芯国际概念;钙钛矿电池;光伏概念;股权转让(并购重组),300554
8.0,000690.SZ,33,超超临界发电;绿色电力;风电;参股券商;深股通;融资融券;高股息精选;创投,000690
8.0,603606.SH,17,参股券商;柔性直流输电;风电;海工装备;工业互联网;高端装备;沪股通;融资融券,603606
8.0,603353.SH,17,俄乌冲突概念;存储芯片;华为数字能源;芯片概念;高压快充;充电桩;华为概念;DeepSeek概念,603353
12.0,002307.SZ,33,雅下水电概念;新型城镇化;水利;一带一路;乡村振兴;西部大开发;DeepSeek概念;国企改革;新疆振兴;3D打印;深股通;融资融券,002307
12.0,002734.SZ,33,消毒剂;合成生物;乡村振兴;创投;碳中和;2025年报预增;人工智能;工业互联网;锂电池概念;固态电池;深股通;融资融券,002734
8.0,301587.SZ,33,固态电池;锂电池概念;新能源汽车;特斯拉概念;储能;低空经济;商业航天;融资融券,301587
10.0,000532.SZ,33,石墨烯;横琴新区;粤港澳大湾区;锂电池概念;创投;独角兽概念;污水处理;国企改革;参股券商;深股通,000532
11.0,002246.SZ,33,军民融合;军工;核电;商业航天;核污染防治;专精特新;西部大开发;国企改革;垃圾分类;深股通;融资融券,002246
17.0,605066.SH,17,电力物联网;智能电网;虚拟数字人;AI应用;充电桩;人工智能;AI智能体;物联网;碳中和;风电;储能;工业互联网;东数西算(算力);智能家居;数据中心(AIDC);光伏概念;机器人概念,605066
9.0,300461.SZ,33,无线充电;长三角一体化;新型工业化;新型烟草(电子烟);苹果概念;比亚迪概念;无线耳机;消费电子概念;汽车电子,300461
4.0,920069.BJ,151,医疗器械概念;新股与次新股;融资融券;人民币贬值受益,920069
15.0,300752.SZ,33,MicroLED概念;MiniLED;MR(混合现实);智能穿戴;虚拟现实;小米概念;AI眼镜;消费电子概念;量子科技;AI PC;汽车电子;华为概念;小米汽车;比亚迪概念;粤港澳大湾区,300752
25.0,002115.SZ,33,卫星导航;智慧灯杆;5G;6G概念;华为概念;专精特新;信创;智慧城市;腾讯概念;海工装备;AIGC概念;阿里巴巴概念;抖音概念(字节概念);小红书概念;人工智能;快手概念;AI应用;虚拟数字人;短剧游戏;创投;文化传媒概念;共同富裕示范区;网红经济;深股通;融资融券,002115
7.0,920122.BJ,151,跨境电商;融资融券;央企国企改革;国企改革;京津冀一体化;中字头股票;三胎概念,920122
6.0,920351.BJ,151,融资融券;跨境电商;航运概念;统一大市场;一带一路;中韩自贸区,920351
38.0,300364.SZ,33,AI视频;快手概念;短剧游戏;AI语料;智谱AI;知识产权保护;ChatGPT概念;虚拟数字人;NFT概念;AIGC概念;Web3.0;多模态AI;抖音概念(字节概念);文化传媒概念;数据确权;百度概念;AI应用;腾讯概念;阿里巴巴概念;AI智能体;在线教育;数据要素;元宇宙;区块链;IP经济(谷子经济);鸿蒙概念;数字乡村;职业教育;DeepSeek概念;数字经济;人工智能;京津冀一体化;华为概念;虚拟现实;乡村振兴;同花顺出海50;深股通;融资融券,300364
6.0,002691.SZ,33,京津冀一体化;ST板块;中俄贸易概念;机器人概念;3D打印;煤炭概念,002691
10.0,601799.SH,17,华为汽车;人形机器人;智能座舱;无人驾驶;机器人概念;汽车电子;毫米波雷达;MicroLED概念;沪股通;融资融券,601799
14.0,301265.SZ,33,稀土永磁;2026一季报预增;汽车拆解概念;存储芯片;芯片概念;百度概念;金属回收;固废处理;金属钴;小金属概念;金属铜;金属镍;黄金概念;融资融券,301265
16.0,301459.SZ,33,长安汽车概念;汽车热管理;人形机器人;安防;机器人概念;农机;低空经济;专精特新;新能源汽车;比亚迪概念;无人机;人民币贬值受益;共同富裕示范区;中俄贸易概念;俄乌冲突概念;融资融券,301459
16.0,000716.SZ,33,粮食概念;农业种植;网红经济;乡村振兴;PPP概念;跨境电商;养老概念;西部大开发;国企改革;一带一路;锂电池概念;储能;新能源汽车;股权转让(并购重组);深股通;融资融券,000716
6.0,600488.SH,17,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,600488
13.0,002132.SZ,33,有机硅概念;硅能源;光纤概念;钙钛矿电池;光伏概念;高铁;机器人概念;2026一季报预增;一带一路;特高压;黄金概念;深股通;融资融券,002132
7.0,600925.SH,17,煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,600925
13.0,301137.SZ,33,可控核聚变;核电;中俄贸易概念;海工装备;水利;军工;专精特新;央企国企改革;新能源汽车;比亚迪概念;国企改革;深股通;融资融券,301137
24.0,601126.SH,17,柔性直流输电;特高压;智能电网;电力物联网;数据中心(AIDC);东数西算(算力);抽水蓄能;虚拟电厂;核电;军工;光伏概念;储能;风电;数字孪生;阿里巴巴概念;机器人概念;人工智能;雅下水电概念;DeepSeek概念;氢能源;绿色电力;京津冀一体化;融资融券;沪股通,601126
18.0,002765.SZ,33,减速器;华为汽车;长安汽车概念;机器人概念;虚拟现实;智能座舱;低空经济;新能源汽车;比亚迪概念;军工;汽车电子;西部大开发;国企改革;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券,002765
9.0,603701.SH,17,储能;智能座舱;汽车电子;锂电池概念;长安汽车概念;新能源汽车;农机;乡村振兴;国企改革,603701
22.0,301568.SZ,33,PCB概念;富士康概念;光刻机;MicroLED概念;5G;芯片概念;消费电子概念;AI眼镜;汽车电子;光刻胶;商业航天;机器视觉;专精特新;比亚迪概念;新型工业化;高端装备;海峡两岸;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,301568
41.0,300490.SZ,33,智能电网;数据中心(AIDC);高压快充;换电概念;东数西算(算力);锂电池概念;国产操作系统;充电桩;华为鲲鹏;光伏概念;固态电池;华为概念;储能;军工;钠离子电池;宁德时代概念;虚拟电厂;比亚迪概念;工业互联网;航空发动机;数字孪生;机器视觉;数据要素;多模态AI;虚拟现实;人工智能;新型工业化;数字经济;DeepSeek概念;机器人概念;MiniLED;垃圾分类;水利;风电;光伏建筑一体化;净水概念;碳中和;污水处理;一带一路;绿色电力;碳交易,300490
2.0,920187.BJ,151,新股与次新股;融资融券,920187
4.0,002442.SZ,33,工业互联网;煤化工概念;京津冀一体化;阿里巴巴概念,002442
28.0,000701.SZ,33,物联网;车联网(车路协同);无人零售;智慧城市;石墨烯;海峡两岸;无人机;专精特新;低空经济;智能物流;军工信息化;数字经济;小米概念;创投;互联网金融;福建自贸区;Web3.0;华为汽车;小米汽车;一带一路;AIGC概念;MiniLED;国企改革;统一大市场;金属镍;IP经济(谷子经济);小金属概念;金属铜,000701
16.0,605277.SH,17,东数西算(算力);华为概念;数据中心(AIDC);充电桩;储能;机器人概念;新能源汽车;5G;光伏概念;液冷服务器;铜缆高速连接;F5G概念;消费电子概念;汽车电子;融资融券;沪股通,605277
11.0,920090.BJ,151,AI智能体;数据中心(AIDC);ST板块;虚拟现实;职业教育;数字经济;元宇宙;京津冀一体化;互联网金融;MR(混合现实);DeepSeek概念,920090
23.0,001388.SZ,33,鸿蒙概念;电力物联网;电子身份证;人工智能;物联网;工业互联网;算力租赁;智能电网;机器人概念;华为概念;中俄贸易概念;核电;新型工业化;风电;注册制次新股;专精特新;特高压;传感器;芯片概念;PCB概念;深股通;新股与次新股;融资融券,001388
16.0,603119.SH,17,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;长三角一体化;宁德时代概念;一带一路;储能;沪股通;融资融券,603119
19.0,600405.SH,17,腾讯概念;百度概念;阿里巴巴概念;换电概念;充电桩;东数西算(算力);雄安新区;华为概念;京津冀一体化;数据中心(AIDC);储能;高压快充;中俄贸易概念;光伏概念;燃料电池;新能源汽车;5G;氢能源;融资融券,600405
7.0,920580.BJ,151,锂电池概念;2025年报预增;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,920580
7.0,300551.SZ,33,数字货币;互联网金融;虚拟数字人;专精特新;芯片概念;存储芯片;绿色电力,300551
5.0,300922.SZ,33,军工;京津冀一体化;高端装备;专精特新;融资融券,300922
11.0,300420.SZ,33,新型工业化;物联网;液冷服务器;智慧城市;机器人概念;智能物流;充电桩;军民融合;区块链;储能;股权转让(并购重组),300420
19.0,301397.SZ,33,汽车热管理;液冷服务器;华为汽车;长安汽车概念;数据中心(AIDC);比亚迪概念;飞行汽车(eVTOL);新能源汽车;低空经济;燃料电池;宁德时代概念;换电概念;储能;充电桩;氢能源;两轮车;西部大开发;深股通;融资融券,301397
6.0,603248.SH,17,注册制次新股;专精特新;高端装备;风电;新股与次新股;融资融券,603248
10.0,301306.SZ,33,卫星导航;大飞机;商业航天;军民融合;军工;存储芯片;专精特新;华为概念;西部大开发;融资融券,301306
29.0,002583.SZ,33,中俄贸易概念;低空经济;无人机;智慧城市;一带一路;工业互联网;人工智能;安防;DeepSeek概念;区块链;华为汽车;机器人概念;智慧政务;商业航天;互联网金融;卫星导航;物联网;信创;量子科技;新能源汽车;星闪概念;粤港澳大湾区;6G概念;5G;汽车电子;俄乌冲突概念;芯片概念;深股通;融资融券,002583
25.0,002380.SZ,33,机器视觉;新型工业化;传感器;光热发电;专精特新;电力物联网;机器人概念;工业互联网;华为概念;智能电网;信创;核电;储能;AI智能体;人工智能;数据要素;智慧城市;AI应用;虚拟电厂;数字经济;垃圾分类;一带一路;碳中和;超超临界发电;深股通,002380
11.0,002570.SZ,33,乳业;网红经济;三胎概念;NFT概念;宠物经济;跨境电商;养老概念;共同富裕示范区;DeepSeek概念;深股通;融资融券,002570
6.0,920260.BJ,151,中俄贸易概念;页岩气;西部大开发;融资融券;天然气;专精特新,920260
7.0,920870.BJ,151,第三代半导体;高端装备;风电;融资融券;新型工业化;工业母机;专精特新,920870
12.0,920978.BJ,151,液冷服务器;长安汽车概念;融资融券;汽车电子;汽车热管理;比亚迪概念;机器人概念;新能源汽车;小米汽车;储能;传感器;专精特新,920978
9.0,301662.SZ,33,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券,301662
10.0,600682.SH,17,民营医院;创新药;细胞免疫治疗;养老概念;物业管理;IP经济(谷子经济);基因测序;机器人概念;沪股通;融资融券,600682
15.0,002686.SZ,33,军工;海工装备;阿里巴巴概念;水利;数据中心(AIDC);专精特新;华为概念;液冷服务器;长安汽车概念;新能源汽车;高压快充;汽车电子;化债概念(AMC概念);国企改革;股权转让(并购重组),002686
5.0,600971.SH,17,煤炭概念;高股息精选;国企改革;沪股通;融资融券,600971
20.0,002598.SZ,33,污水处理;碳交易;国企改革;ST板块;工业互联网;物联网;机器人概念;军民融合;碳纤维;高端装备;军工;核电;无人机;储能;锂电池概念;钠离子电池;传感器;数据中心(AIDC);固态电池;芯片概念,002598
10.0,688686.SH,17,苹果概念;传感器;机器视觉;机器人概念;锂电池概念;粤港澳大湾区;AI应用;光伏建筑一体化;融资融券;沪股通,688686
14.0,300504.SZ,33,F5G概念;光纤概念;WiFi 6;华为海思概念股;5G;AI眼镜;虚拟现实;华为概念;物联网;商业航天;星闪概念;智能家居;鸿蒙概念;西部大开发,300504
10.0,603915.SH,17,减速器;人形机器人;机器人概念;高端装备;海工装备;水利;固废处理;光伏建筑一体化;融资融券;沪股通,603915
24.0,002355.SZ,33,人脸识别;算力租赁;数据要素;鸿蒙概念;百度概念;时空大数据;EDR概念;车联网(车路协同);人工智能;长安汽车概念;网约车;东数西算(算力);粤港澳大湾区;无人驾驶;低空经济;飞行汽车(eVTOL);比亚迪概念;无人机;智能座舱;新能源汽车;参股银行;汽车电子;5G;融资融券,002355
16.0,300723.SZ,33,重组蛋白;创新药;减肥药;仿制药一致性评价;肝炎概念;流感;生物疫苗;猴痘概念;医药电商;三胎概念;智能医疗;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,300723
4.0,002674.SZ,33,华为汽车;海峡两岸;PPP概念;固废处理,002674
