所属概念数量,所属概念,股票代码,market_code,code
8.0,物业管理;上海国企改革;预制菜;土地流转;乡村振兴;国企改革;沪股通;融资融券,600675.SH,17,600675
37.0,在线教育;数据要素;智慧政务;电子身份证;AI应用;虚拟数字人;信创;人脸识别;ChatGPT概念;鸿蒙概念;AI智能体;智慧城市;华为鲲鹏;语音技术;人工智能;数字经济;AI语料;DeepSeek概念;安防;多模态AI;云计算;智能医疗;华为概念;机器视觉;跨境电商;IP经济(谷子经济);京津冀一体化;机器人概念;比亚迪概念;医疗器械概念;PM2.5;基因测序;消费电子概念;芯片概念;电子纸;融资融券;深股通,002362.SZ,33,002362
11.0,猴痘概念;医美概念;流感;医疗器械概念;医药电商;智能医疗;养老概念;人工智能;DeepSeek概念;沪股通;融资融券,688389.SH,17,688389
18.0,智慧灯杆;新型城镇化;换电概念;液冷服务器;物联网;智慧城市;数字孪生;数据中心(AIDC);充电桩;华为概念;雄安新区;腾讯概念;储能;阿里巴巴概念;碳中和;物业管理;高压快充;旅游概念,002963.SZ,33,002963
14.0,TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;储能;商业航天;共同富裕示范区;华为概念;绿色电力;乡村振兴;深股通;融资融券,300118.SZ,33,300118
10.0,物业管理;食品安全;人脸识别;语音技术;智能家居;智慧城市;区块链;AI应用;DeepSeek概念;安防,300155.SZ,33,300155
10.0,养老概念;参股银行;无人零售;乡村振兴;国企改革;西部大开发;腾讯概念;机器人概念;深股通;融资融券,002697.SZ,33,002697
2.0,污水处理;锂电池概念,603282.SH,17,603282
4.0,代糖概念;一带一路;深股通;融资融券,002078.SZ,33,002078
14.0,减肥药;创新药;细胞免疫治疗;仿制药一致性评价;眼科医疗;医药电商;辅助生殖;同花顺漂亮100;智能医疗;证金持股;创投;沪股通;融资融券;绿色电力,600276.SH,17,600276
24.0,家庭医生;ST板块;共同富裕示范区;智慧城市;数字乡村;数字经济;创投;数字孪生;智能医疗;车联网(车路协同);人工智能;机器人概念;数据要素;ETC;区块链;智慧政务;无人驾驶;元宇宙;百度概念;华为鲲鹏;阿里巴巴概念;华为概念;东数西算(算力);数据中心(AIDC),300020.SZ,33,300020
14.0,军工信息化;信创;网络安全;AI应用;AI智能体;专精特新;DeepSeek概念;数据安全;云计算;虚拟数字人;军工;军民融合;数据中心(AIDC);融资融券,688132.SH,17,688132
6.0,生物疫苗;肝炎概念;合成生物;细胞免疫治疗;国企改革;深股通,002880.SZ,33,002880
12.0,两轮车;跨境电商;机器人概念;DeepSeek概念;人工智能;国产操作系统;车联网(车路协同);2025年报预增;储能;小米概念;英伟达概念;融资融券,689009.SH,17,689009
15.0,手机游戏;IP经济(谷子经济);网络游戏;文化传媒概念;在线教育;短剧游戏;数字经济;AI应用;国企改革;AIGC概念;创投;AI视频;虚拟现实;沪股通;融资融券,600373.SH,17,600373
6.0,维生素;合成生物;专精特新;仿制药一致性评价;融资融券;深股通,300401.SZ,33,300401
23.0,电力物联网;鸿蒙概念;注册制次新股;人工智能;物联网;电子身份证;工业互联网;智能电网;算力租赁;核电;新型工业化;机器人概念;华为概念;特高压;风电;专精特新;传感器;中俄贸易概念;芯片概念;PCB概念;深股通;新股与次新股;融资融券,001388.SZ,33,001388
18.0,锂电池概念;华为概念;消费电子概念;比亚迪概念;低空经济;5G;固态电池;新能源汽车;宁德时代概念;家用电器;数据中心(AIDC);高铁;储能;钠离子电池;PCB概念;绿色电力;沪股通;融资融券,603271.SH,17,603271
1.0,创投,002687.SZ,33,002687
2.0,京津冀一体化;国企改革,600159.SH,17,600159
24.0,数字货币;蚂蚁集团概念;移动支付;Web3.0;ChatGPT概念;信创;跨境支付(CIPS);AI智能体;数据安全;数据要素;区块链;腾讯概念;化债概念(AMC概念);抖音概念(字节概念);物联网;DeepSeek概念;人工智能;文化传媒概念;华为概念;东数西算(算力);芯片概念;比亚迪概念;数据中心(AIDC);深股通,300465.SZ,33,300465
7.0,智能物流;长安汽车概念;国企改革;无人驾驶;新能源汽车;融资融券;沪股通,600609.SH,17,600609
5.0,IP经济(谷子经济);文化传媒概念;知识产权保护;华为概念;高股息精选,603096.SH,17,603096
4.0,融资融券;乡村振兴;农机;专精特新,920608.BJ,151,920608
22.0,华为昇腾;数据安全;华为欧拉;华为鲲鹏;网络安全;多模态AI;AIGC概念;AI智能体;AI应用;数据要素;东数西算(算力);车联网(车路协同);同花顺新质50;人工智能;DeepSeek概念;互联网金融;5G;6G概念;低空经济;商业航天;无人驾驶;融资融券,688292.SH,17,688292
3.0,专精特新;工业互联网;融资融券,603391.SH,17,603391
15.0,PEEK材料;人形机器人;华为汽车;长安汽车概念;工业母机;特斯拉概念;机器人概念;智能座舱;比亚迪概念;新能源汽车;工业互联网;低空经济;汽车电子;深股通;融资融券,300100.SZ,33,300100
5.0,IP经济(谷子经济);参股券商;西部大开发;家用电器;沪股通,601086.SH,17,601086
7.0,新型城镇化;PPP概念;地下管网;水利;乡村振兴;一带一路;沪股通,603815.SH,17,603815
6.0,注册制次新股;数字经济;工业互联网;绿色电力;新股与次新股;融资融券,603382.SH,17,603382
13.0,光刻机;人形机器人;飞行汽车(eVTOL);芯片概念;融资融券;特斯拉概念;汽车电子;汽车热管理;机器人概念;新能源汽车;军工;低空经济;专精特新,920690.BJ,151,920690
14.0,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;数据中心(AIDC);无人机;比亚迪概念;人形机器人;粤港澳大湾区;机器人概念;人民币贬值受益;一带一路;深股通,300852.SZ,33,300852
17.0,AI PC;PCB概念;MiniLED;6G概念;富士康概念;5G;数据中心(AIDC);汽车电子;华为数字能源;华为概念;英伟达概念;小米概念;新能源汽车;抖音概念(字节概念);人民币贬值受益;深股通;融资融券,002913.SZ,33,002913
5.0,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,603899.SH,17,603899
10.0,卫星导航;商业航天;军工;核电;风电;高端装备;绿色电力;专精特新;人民币贬值受益;融资融券,301040.SZ,33,301040
11.0,注册制次新股;海峡两岸;人民币贬值受益;专精特新;高端装备;中俄贸易概念;一带一路;俄乌冲突概念;深股通;新股与次新股;融资融券,001233.SZ,33,001233
5.0,可降解塑料;海峡两岸;人民币贬值受益;沪股通;融资融券,688196.SH,17,688196
15.0,新型城镇化;土壤修复;PPP概念;雄安新区;旅游概念;乡村振兴;创投;国企改革;粤港澳大湾区;一带一路;绿色电力;充电桩;雅下水电概念;储能;虚拟电厂,002775.SZ,33,002775
14.0,民营医院;基因测序;合成生物;跨境电商;智能医疗;眼科医疗;乡村振兴;细胞免疫治疗;雄安新区;医药电商;DeepSeek概念;创新药;ChatGPT概念;融资融券,301103.SZ,33,301103
11.0,流感;猴痘概念;幽门螺杆菌概念;基因测序;智能医疗;医疗器械概念;AI应用;DeepSeek概念;人工智能;沪股通;融资融券,603658.SH,17,603658
12.0,同花顺中特估100;参股券商;PPP概念;国企改革;土壤修复;央企国企改革;深股通;京津冀一体化;回购增持再贷款概念;数据要素;智慧城市;融资融券,001965.SZ,33,001965
7.0,有机硅概念;专精特新;2025年报预增;海峡两岸;固废处理;硅能源;融资融券,301300.SZ,33,301300
8.0,人民币贬值受益;低空经济;粤港澳大湾区;2025年报预增;新能源汽车;特斯拉概念;宁德时代概念;股权转让(并购重组),300176.SZ,33,300176
17.0,先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;5G;6G概念;毫米波雷达;固态电池;锂电池概念;石墨烯;华为概念;海峡两岸;储能;绿色电力;冷链物流;沪股通,603186.SH,17,603186
12.0,医疗器械概念;一带一路;人民币贬值受益;智能音箱;机器人概念;虚拟现实;无人机;储能;智能穿戴;无线耳机;消费电子概念;苹果概念,002981.SZ,33,002981
10.0,光刻胶;芯片概念;柔性屏(折叠屏);新能源汽车;装配式建筑;雄安新区;一带一路;国企改革;深股通;融资融券,000859.SZ,33,000859
1.0,消毒剂,001218.SZ,33,001218
7.0,预制菜;物业管理;新疆振兴;西部大开发;一带一路;抖音概念(字节概念);低空经济,603101.SH,17,603101
6.0,合成生物;创投;钒电池;锂电池概念;钠离子电池;固态电池,603810.SH,17,603810
14.0,医药电商;仿制药一致性评价;创新药;青蒿素;农业种植;证金持股;工业大麻;养老概念;乡村振兴;国企改革;西部大开发;央企国企改革;沪股通;融资融券,600422.SH,17,600422
6.0,专精特新;智能穿戴;融资融券;消费电子概念;华为概念;小米概念,920701.BJ,151,920701
25.0,ChatGPT概念;AIGC概念;AI应用;DRG/DIP;虚拟数字人;AI智能体;华为鲲鹏;鸿蒙概念;数据要素;互联网保险;阿里巴巴概念;信创;区块链;蚂蚁集团概念;腾讯概念;DeepSeek概念;家庭医生;人工智能;智能医疗;智慧城市;中国AI 50;养老概念;华为概念;融资融券;深股通,300253.SZ,33,300253
8.0,数据中心(AIDC);融资融券;智能电网;参股银行;军工;光伏概念;储能;专精特新,920062.BJ,151,920062
3.0,特色小镇;旅游概念;ST板块,002485.SZ,33,002485
12.0,钠离子电池;动力电池回收;固态电池;宁德时代概念;锂电池概念;人形机器人;比亚迪概念;新能源汽车;机器人概念;消费电子概念;深股通;融资融券,301487.SZ,33,301487
20.0,减速器;人形机器人;汽车热管理;家用电器;机器人概念;比亚迪概念;新能源汽车;无人驾驶;宁德时代概念;军工;物联网;华为概念;军民融合;一带一路;数据中心(AIDC);储能;液冷服务器;芯片概念;深股通;融资融券,300660.SZ,33,300660
32.0,NFT概念;Web3.0;快手概念;小红书概念;虚拟数字人;网络游戏;区块链;文化传媒概念;财税数字化;拼多多概念;互联网金融;智慧政务;元宇宙;ChatGPT概念;独角兽概念;数字经济;AI智能体;百度概念;鸿蒙概念;抖音概念(字节概念);数字货币;网红经济;腾讯概念;阿里巴巴概念;人工智能;创投;虚拟现实;华为概念;智能音箱;小米概念;深股通;融资融券,000676.SZ,33,000676
28.0,智谱AI;Web3.0;财税数字化;云计算;ChatGPT概念;智慧政务;抖音概念(字节概念);AIGC概念;AI应用;知识产权保护;虚拟数字人;阿里巴巴概念;AI智能体;数据要素;元宇宙;算力租赁;在线教育;区块链;东数西算(算力);职业教育;数字经济;DeepSeek概念;人工智能;华为概念;独角兽概念;创投;股权转让(并购重组);深股通,300688.SZ,33,300688
10.0,黄金概念;民爆概念;一带一路;智能电网;2025年报预增;绿色电力;芯片概念;人民币贬值受益;深股通;融资融券,300139.SZ,33,300139
12.0,水利;新型城镇化;算力租赁;车联网(车路协同);建筑节能;创投;自由贸易港;上海自贸区;国企改革;证金持股;沪股通;融资融券,600284.SH,17,600284
4.0,融资融券;食品安全;猪肉;专精特新,920970.BJ,151,920970
11.0,商业航天;专精特新;高端装备;海工装备;光伏概念;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,300129.SZ,33,300129
14.0,创新药;生物疫苗;仿制药一致性评价;肝炎概念;流感;辅助生殖;细胞免疫治疗;基因测序;民营医院;医疗器械概念;智能医疗;人工智能;深股通;融资融券,300009.SZ,33,300009
15.0,换电概念;充电桩;储能;高压快充;人工智能;新疆振兴;宁德时代概念;无人机;新能源汽车;一带一路;专精特新;机器人概念;回购增持再贷款概念;沪股通;融资融券,600212.SH,17,600212
41.0,MLOps概念;华为昇腾;AI语料;多模态AI;华为鲲鹏;数据安全;ChatGPT概念;AI视频;Web3.0;信创;华为盘古;智慧政务;网络安全;AIGC概念;AI智能体;腾讯概念;阿里巴巴概念;AI应用;数据要素;虚拟数字人;电子身份证;元宇宙;军工信息化;东数西算(算力);蚂蚁集团概念;知识产权保护;数字货币;DeepSeek概念;人工智能;互联网金融;数字经济;华为概念;数据中心(AIDC);军工;军民融合;小米概念;机器人概念;专精特新;乡村振兴;深股通;融资融券,300229.SZ,33,300229
11.0,阿里巴巴概念;虚拟现实;IP经济(谷子经济);华为概念;小米概念;粤港澳大湾区;智能穿戴;AI眼镜;消费电子概念;眼科医疗;深股通,300622.SZ,33,300622
15.0,PCB概念;2026一季报预增;风电;光伏概念;PEEK材料;沪股通;融资融券;长三角一体化;央企国企改革;回购增持再贷款概念;一带一路;国企改革;DeepSeek概念;同花顺中特估100;中字头股票,600176.SH,17,600176
6.0,宠物经济;智能医疗;医疗器械概念;中俄贸易概念;融资融券;深股通,300633.SZ,33,300633
4.0,足球概念;体育产业;人民币贬值受益;沪股通,605099.SH,17,605099
16.0,统一大市场;玉米;土地流转;农业种植;冷链物流;国企改革;乡村振兴;福建自贸区;一带一路;智能物流;海峡两岸;DeepSeek概念;数据要素;商业航天;沪股通;融资融券,600057.SH,17,600057
12.0,传感器;跨境电商;融资融券;特斯拉概念;汽车电子;汽车拆解概念;毫米波雷达;无人驾驶;机器人概念;人民币贬值受益;新能源汽车;一带一路,920242.BJ,151,920242
5.0,预制菜;代糖概念;跨境电商;创投;沪股通,605300.SH,17,605300
15.0,第三代半导体;智慧城市;专精特新;芯片概念;数据要素;工业互联网;人工智能;AI智能体;AI应用;空气能热泵;新型城镇化;DeepSeek概念;碳中和;新疆振兴;融资融券,301129.SZ,33,301129
36.0,手机游戏;网络游戏;文化传媒概念;NFT概念;快手概念;知识产权保护;IP经济(谷子经济);AIGC概念;在线教育;AI应用;脑机接口;元宇宙;ChatGPT概念;网红经济;抖音概念(字节概念);云游戏;鸿蒙概念;多模态AI;腾讯概念;阿里巴巴概念;DeepSeek概念;人工智能;语音技术;智能医疗;虚拟现实;三胎概念;机器人概念;华为概念;一带一路;人民币贬值受益;东数西算(算力);数据中心(AIDC);MR(混合现实);液冷服务器;深股通;融资融券,300459.SZ,33,300459
28.0,高铁;高端装备;车联网(车路协同);融资融券;芯片概念;第三代半导体;物联网;烟草;污水处理;比亚迪概念;机器视觉;机器人概念;智能物流;无人驾驶;智能医疗;新能源汽车;新型工业化;数字孪生;工业母机;工业互联网;央企国企改革;垃圾分类;国企改革;固废处理;医疗废物处理;京津冀一体化;专精特新;一体化压铸,920579.BJ,151,920579
17.0,ChatGPT概念;信创;AIGC概念;智慧政务;华为昇腾;华为鲲鹏;阿里巴巴概念;腾讯概念;鸿蒙概念;AI应用;数据要素;AI智能体;数字经济;人工智能;DeepSeek概念;化债概念(AMC概念);融资融券,301378.SZ,33,301378
7.0,合成生物;医美概念;重组蛋白;创新药;2025年报预增;沪股通;融资融券,688363.SH,17,688363
28.0,多模态AI;AI视频;虚拟数字人;AIGC概念;AI应用;抖音概念(字节概念);元宇宙;人脸识别;空间计算;虚拟现实;人工智能;机器视觉;同花顺新质50;智慧城市;安防;华为概念;小米概念;智能座舱;MR(混合现实);机器人概念;智能穿戴;长安汽车概念;无人驾驶;AI眼镜;消费电子概念;芯片概念;沪股通;融资融券,688088.SH,17,688088
10.0,猪肉;养鸡;预制菜;农村电商;乡村振兴;参股银行;西部大开发;一带一路;深股通;融资融券,000876.SZ,33,000876
14.0,AI应用;华为鲲鹏;AI智能体;互联网金融;区块链;鸿蒙概念;信创;腾讯概念;DeepSeek概念;华为概念;福建自贸区;海峡两岸;融资融券;沪股通,603383.SH,17,603383
26.0,人形机器人;新型工业化;机器人概念;特斯拉概念;智能物流;无人驾驶;职业教育;人工智能;养老概念;工业互联网;机器视觉;传感器;高端装备;比亚迪概念;3D打印;参股保险;军工;医疗器械概念;专精特新;换电概念;国企改革;宁德时代概念;芯片概念;国家大基金持股;深股通;融资融券,300024.SZ,33,300024
5.0,白酒概念;啤酒概念;融资融券;国企改革;沪股通,600199.SH,17,600199
8.0,专精特新;建筑节能;数据中心(AIDC);冷链物流;冰雪产业;特斯拉概念;碳中和;融资融券,301010.SZ,33,301010
7.0,代糖概念;粮食概念;2025年报预增;参股银行;西部大开发;参股券商;股权转让(并购重组),600191.SH,17,600191
12.0,人形机器人;小米汽车;比亚迪概念;新能源汽车;碳纤维;创投;小米概念;粤港澳大湾区;三胎概念;一带一路;2025年报预增;融资融券,300995.SZ,33,300995
7.0,玉米;代糖概念;合成生物;国企改革;高股息精选;沪股通;融资融券,600866.SH,17,600866
20.0,ST板块;工业互联网;换电概念;汽车热管理;机器人概念;专精特新;锂电池概念;新型工业化;机器视觉;宁德时代概念;新能源汽车;华为概念;储能;比亚迪概念;充电桩;特斯拉概念;传感器;毫米波雷达;汽车电子;PCB概念,688022.SH,22,688022
5.0,C2M概念;三胎概念;网红经济;智能家居;IP经济(谷子经济),002397.SZ,33,002397
5.0,网红经济;预制菜;人造肉;福建自贸区;海峡两岸,002702.SZ,33,002702
16.0,硅能源;DeepSeek概念;工业互联网;光热发电;专精特新;高端装备;碳中和;光伏概念;数据中心(AIDC);储能;氢能源;液冷服务器;核电;超超临界发电;融资融券;沪股通,600481.SH,17,600481
4.0,ST板块;乳业;新疆振兴;西部大开发,002719.SZ,33,002719
4.0,融资融券;汽车热管理;低空经济;人民币贬值受益,920271.BJ,151,920271
12.0,跨境电商;物业管理;冷链物流;体育产业;中俄贸易概念;旅游概念;冰雪产业;国企改革;数字经济;免税店;阿里巴巴概念;黄金概念,600697.SH,17,600697
7.0,西部大开发;融资融券;物业管理;新型城镇化;垃圾分类;乡村振兴;DeepSeek概念,920370.BJ,151,920370
14.0,物联网;鸿蒙概念;数据要素;信创;人工智能;AI应用;国产操作系统;云计算;专精特新;智能医疗;脑机接口;养老概念;机器人概念;融资融券,301337.SZ,33,301337
15.0,算力租赁;互联网金融;云计算;信创;智慧城市;京津冀一体化;数据中心(AIDC);无人零售;华为概念;风电;雄安新区;机器人概念;国企改革;股权转让(并购重组);深股通,300368.SZ,33,300368
2.0,专精特新;融资融券,688755.SH,17,688755
5.0,融资融券;体育产业;人民币贬值受益;中俄贸易概念;两轮车,920058.BJ,151,920058
11.0,风电;西部大开发;融资融券;航空发动机;海工装备;核电;无人机;商业航天;低空经济;人民币贬值受益;中俄贸易概念,920943.BJ,151,920943
7.0,特色小镇;物业管理;ST板块;养老概念;工业大麻;国企改革;西部大开发,600239.SH,22,600239
18.0,华为汽车;沪股通;参股银行;飞行汽车(eVTOL);人形机器人;西部大开发;抖音概念(字节概念);车联网(车路协同);人工智能;无人驾驶;机器人概念;低空经济;新能源汽车;固态电池;华为概念;无线充电;股权转让(并购重组);融资融券,601127.SH,17,601127
39.0,智慧政务;DRG/DIP;云计算;华为鲲鹏;数据安全;数字乡村;数据要素;区块链;阿里巴巴概念;华为昇腾;AI智能体;信创;网络安全;AI应用;家庭医生;鸿蒙概念;人脸识别;数字经济;智慧城市;蚂蚁集团概念;DeepSeek概念;移动支付;人工智能;安防;物联网;智能医疗;数据中心(AIDC);华为概念;军工信息化;军民融合;军工;机器视觉;养老概念;食品安全;乡村振兴;国企改革;西部大开发;新疆振兴;深股通,002777.SZ,33,002777
9.0,医药电商;重组蛋白;融资融券;肝炎概念;细胞免疫治疗;创新药;京津冀一体化;专精特新;三胎概念,920344.BJ,151,920344
9.0,金属铜;人民币贬值受益;回购增持再贷款概念;雄安新区;国企改革;京津冀一体化;同花顺中特估100;融资融券;深股通,000923.SZ,33,000923
5.0,物业管理;建筑节能;长三角一体化;深股通;融资融券,000517.SZ,33,000517
10.0,液冷服务器;数据中心(AIDC);储能;建筑节能;新疆振兴;工业互联网;数据确权;2025年报预增;量子科技;京津冀一体化,001210.SZ,33,001210
8.0,航空发动机;大飞机;军工;无人机;人民币贬值受益;西部大开发;国企改革;摘帽,000697.SZ,33,000697
21.0,MicroLED概念;MiniLED;先进封装;共封装光学(CPO);PET铜箔;OLED;存储芯片;柔性屏(折叠屏);光刻机;消费电子概念;智能穿戴;汽车电子;6G概念;芯片概念;钙钛矿电池;小米概念;商业航天;锂电池概念;卫星导航;华为概念;沪股通,603773.SH,17,603773
5.0,文化传媒概念;体育产业;国企改革;储能;锂电池概念,600052.SH,17,600052
48.0,云办公;华为欧拉;算力租赁;云计算;财税数字化;数据安全;华为鲲鹏;智慧政务;电子身份证;数据确权;Web3.0;信创;东数西算(算力);多模态AI;鸿蒙概念;人脸识别;数字孪生;数据要素;数据中心(AIDC);AI智能体;区块链;智慧城市;语音技术;在线教育;AIGC概念;6G概念;虚拟数字人;AI应用;C2M概念;物联网;5G;DeepSeek概念;车联网(车路协同);华为概念;数字经济;互联网金融;人工智能;职业教育;工业互联网;智能医疗;卫星导航;消费电子概念;低空经济;机器人概念;雄安新区;MicroLED概念;乡村振兴;股权转让(并购重组),300608.SZ,33,300608
7.0,元宇宙;电子竞技;IP经济(谷子经济);海峡两岸;虚拟现实;粤港澳大湾区;融资融券,301011.SZ,33,301011
13.0,减速器;汽车热管理;人形机器人;专精特新;机器人概念;无人驾驶;新能源汽车;无人机;燃料电池;氢能源;深股通;股权转让(并购重组);融资融券,301007.SZ,33,301007
8.0,物业管理;雄安新区;互联网金融;参股银行;国企改革;长三角一体化;独角兽概念;融资融券,600533.SH,17,600533
3.0,创新药;沪股通;融资融券,688177.SH,17,688177
6.0,比亚迪概念;智能物流;高端装备;固态电池;新股与次新股;融资融券,920119.BJ,151,920119
5.0,人形机器人;减速器;共同富裕示范区;绿色电力;融资融券,301279.SZ,33,301279
5.0,数字经济;新疆振兴;工业互联网;ST板块;人民币贬值受益,002193.SZ,33,002193
8.0,专精特新;中俄贸易概念;家用电器;共同富裕示范区;比亚迪概念;新能源汽车;汽车电子;融资融券,301359.SZ,33,301359
8.0,人形机器人;高端装备;商业航天;海峡两岸;一带一路;风电;绿色电力;生物质能发电,603278.SH,17,603278
19.0,互联网金融;AI应用;AIGC概念;数据要素;AI智能体;数字经济;DeepSeek概念;人工智能;ERP概念;智能物流;工业互联网;新型工业化;烟草;机器人概念;华为概念;无人驾驶;机器视觉;数据中心(AIDC);融资融券,301315.SZ,33,301315
17.0,电力物联网;特高压;智能电网;人工智能;数据要素;机器人概念;AI应用;芯片概念;海峡两岸;机器视觉;福建自贸区;3D打印;医疗器械概念;智能医疗;AI语料;国企改革;深股通,300341.SZ,33,300341
4.0,可降解塑料;合成生物;专精特新;固态电池,603217.SH,17,603217
19.0,减速器;汽车热管理;人形机器人;家用电器;机器人概念;新能源汽车;机器视觉;智能家居;腾讯概念;传感器;小米概念;一带一路;汽车电子;粤港澳大湾区;垃圾分类;充电桩;高压快充;深股通;融资融券,300403.SZ,33,300403
13.0,文化传媒概念;IP经济(谷子经济);在线教育;短剧游戏;数据要素;人工智能;AIGC概念;独角兽概念;国企改革;多模态AI;虚拟现实;融资融券;沪股通,600229.SH,17,600229
11.0,军民融合;人工智能;AI应用;预制菜;融资融券;职业教育;网红经济;数字经济;体育产业;京津冀一体化;DeepSeek概念,920429.BJ,151,920429
42.0,国产操作系统;数据安全;百度概念;时空大数据;区块链;数据要素;鸿蒙概念;抖音概念(字节概念);阿里巴巴概念;智慧城市;车联网(车路协同);DeepSeek概念;人工智能;星闪概念;华为概念;京津冀一体化;卫星导航;低空经济;智能座舱;充电桩;长安汽车概念;无人驾驶;商业航天;无人机;小米汽车;共享单车;军工;智能穿戴;汽车电子;机器人概念;小米概念;华为汽车;人形机器人;MCU芯片;参股保险;汽车芯片;特斯拉概念;比亚迪概念;芯片概念;两轮车;融资融券;深股通,002405.SZ,33,002405
4.0,海工装备;风电;工业母机;融资融券,301456.SZ,33,301456
9.0,房屋检测;新型城镇化;水利;海峡两岸;智慧城市;福建自贸区;新疆振兴;人工智能;国企改革,603909.SH,17,603909
8.0,ST板块;期货概念;参股银行;区块链;碳交易;国企改革;污水处理;碳中和,000488.SZ,33,000488
11.0,同花顺中特估100;水泥概念;证金持股;同花顺漂亮100;国企改革;雅下水电概念;装配式建筑;一带一路;沪股通;融资融券;储能,600585.SH,17,600585
19.0,量子科技;5G;芯片概念;华为概念;新型工业化;网络安全;国产操作系统;东数西算(算力);机器人概念;工业互联网;人工智能;DeepSeek概念;华为鲲鹏;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券,603025.SH,17,603025
5.0,一带一路;宠物经济;融资融券;人民币贬值受益;IP经济(谷子经济),920419.BJ,151,920419
11.0,民营医院;医疗器械概念;跨境电商;智能医疗;回购增持再贷款概念;蚂蚁集团概念;DeepSeek概念;人工智能;AI智能体;深股通;融资融券,300298.SZ,33,300298
3.0,专精特新;粤港澳大湾区;融资融券,300834.SZ,33,300834
11.0,硅能源;绿色电力;风电;京津冀一体化;光伏概念;高端装备;专精特新;沪股通;第三代半导体;芯片概念;融资融券,601908.SH,17,601908
13.0,钠离子电池;固态电池;锂电池概念;储能;绿色电力;两轮车;数据中心(AIDC);专精特新;2025年报预增;低空经济;人民币贬值受益;沪股通;融资融券,688063.SH,17,688063
4.0,医疗器械概念;3D打印;沪股通;融资融券,688161.SH,17,688161
13.0,卫星导航;同花顺新质50;军工;低空经济;毫米波雷达;东数西算(算力);专精特新;芯片概念;MCU芯片;2025年报预增;水利;沪股通;融资融券,688522.SH,17,688522
4.0,煤化工概念;ST板块;西部大开发;国企改革,002109.SZ,33,002109
4.0,污水处理;高股息精选;融资融券;沪股通,603279.SH,17,603279
36.0,ChatGPT概念;AIGC概念;数字乡村;小红书概念;财税数字化;AI智能体;智慧政务;AI应用;数据要素;数据安全;快手概念;区块链;华为鲲鹏;抖音概念(字节概念);百度概念;鸿蒙概念;阿里巴巴概念;网络安全;腾讯概念;职业教育;信创;数字经济;DeepSeek概念;文化传媒概念;人工智能;智能医疗;京津冀一体化;华为概念;网红经济;跨境电商;低空经济;化债概念(AMC概念);雄安新区;数据中心(AIDC);乡村振兴;深股通,002279.SZ,33,002279
9.0,航空发动机;特钢概念;核电;专精特新;大飞机;军工;军民融合;融资融券;深股通,300855.SZ,33,300855
4.0,可降解塑料;高端装备;环氧丙烷;融资融券,301601.SZ,33,301601
7.0,无线充电;专精特新;新能源汽车;央企国企改革;国企改革;沪股通;融资融券,688190.SH,17,688190
19.0,虚拟电厂;智能电网;柔性直流输电;换电概念;充电桩;特高压;物联网;储能;区块链;光伏概念;高压快充;中俄贸易概念;专精特新;智能物流;机器人概念;新型工业化;锂电池概念;国企改革;新能源汽车,300510.SZ,33,300510
4.0,眼科医疗;医美概念;沪股通;融资融券,688366.SH,17,688366
8.0,化肥;一带一路;风电;特高压;2025年报预增;深股通;智能电网;融资融券,002545.SZ,33,002545
7.0,三胎概念;医药电商;医疗器械概念;消毒剂;跨境电商;人民币贬值受益;融资融券,603205.SH,17,603205
14.0,军工信息化;军民融合;芯片概念;时空大数据;军工;无人机;华为昇腾;量子科技;低空经济;多模态AI;安防;人工智能;DeepSeek概念;融资融券,688081.SH,17,688081
10.0,一带一路;虚拟现实;数字孪生;金属铜;机器人概念;融资融券;智能物流;无人驾驶;专精特新;AIGC概念,920475.BJ,151,920475
12.0,旅游概念;冰雪产业;露营经济;网络游戏;IP经济(谷子经济);手机游戏;文化传媒概念;短剧游戏;元宇宙;飞行汽车(eVTOL);低空经济;沪股通,600576.SH,17,600576
29.0,算力租赁;云计算;智慧政务;信创;东数西算(算力);国资云;阿里巴巴概念;腾讯概念;数据要素;AI智能体;区块链;数据中心(AIDC);智慧城市;数字孪生;数字经济;DeepSeek概念;液冷服务器;物联网;华为概念;人工智能;职业教育;智能医疗;军工;食品安全;PPP概念;上海国企改革;国企改革;沪股通;融资融券,600602.SH,17,600602
6.0,共同富裕示范区;长安汽车概念;专精特新;新能源汽车;数字孪生;比亚迪概念,603048.SH,17,603048
7.0,跨境电商;C2M概念;智能家居;人民币贬值受益;鸿蒙概念;回购增持再贷款概念;沪股通,603313.SH,17,603313
15.0,数据中心(AIDC);虚拟电厂;融资融券;电力物联网;机器人概念;智能电网;数字孪生;华为鲲鹏;华为概念;光伏概念;充电桩;储能;人工智能;专精特新;一带一路,920496.BJ,151,920496
