股票代码,所属概念数量,market_code,code,所属概念
002442.SZ,4,33,002442,工业互联网;煤化工概念;阿里巴巴概念;京津冀一体化
603330.SH,11,17,603330,芯片概念;共封装光学(CPO);消费电子概念;汽车电子;光伏概念;POE胶膜;华为概念;比亚迪概念;专精特新;股权转让(并购重组);融资融券
600475.SH,30,17,600475,垃圾分类;PPP概念;碳交易;土壤修复;生物质能发电;信托概念;光伏建筑一体化;建筑节能;碳中和;乡村振兴;污水处理;固废处理;数字孪生;数字经济;智慧城市;绿色电力;一带一路;化债概念(AMC概念);氢能源;国企改革;抖音概念(字节概念);参股券商;储能;专精特新;数据中心(AIDC);华为概念;硅能源;光伏概念;沪股通;融资融券
002012.SZ,7,33,002012,储能;烟草;数据要素;碳中和;数字经济;共同富裕示范区;互联网金融
300661.SZ,14,33,300661,存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;消费电子概念;汽车电子;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通
002455.SZ,13,33,002455,磷化工;石墨电极;钠离子电池;动力电池回收;金属回收;锂电池概念;固态电池;储能;宁德时代概念;光刻胶;新能源汽车;深股通;融资融券
300201.SZ,15,33,300201,苹果概念;电力物联网;核污染防治;智能电网;宁德时代概念;机器人概念;工业互联网;储能;无人机;无人驾驶;军工;高端装备;锂电池概念;军民融合;深股通
301111.SZ,8,33,301111,幽门螺杆菌概念;流感;三胎概念;眼科医疗;医药电商;创新药;养老概念;融资融券
000922.SZ,13,33,000922,核电;风电;军工;氢能源;水利;央企国企改革;黑龙江自贸区;新能源汽车;机器人概念;国企改革;海工装备;深股通;融资融券
603325.SH,4,17,603325,新型工业化;专精特新;沪股通;融资融券
300672.SZ,21,33,300672,国家大基金持股;存储芯片;汽车芯片;WiFi 6;芯片概念;智能座舱;星闪概念;卫星导航;东数西算(算力);机器视觉;虚拟现实;专精特新;物联网;无人驾驶;机器人概念;车联网(车路协同);人工智能;鸿蒙概念;深股通;股权转让(并购重组);融资融券
002428.SZ,14,33,002428,光纤概念;第三代半导体;芯片概念;小金属概念;卫星导航;商业航天;光伏概念;军工;金属回收;华为概念;氟化工概念;深股通;融资融券;西部大开发
002277.SZ,14,33,002277,第三代半导体;NMN概念;芯片概念;机器人概念;农村电商;免税店;跨境电商;参股银行;乡村振兴;互联网金融;深股通;融资融券;证金持股;股权转让(并购重组)
603363.SH,5,17,603363,猪肉;预制菜;冷链物流;海峡两岸;沪股通
688049.SH,19,17,688049,MCU芯片;芯片概念;AI眼镜;智能穿戴;无线耳机;消费电子概念;智能音箱;小米概念;星闪概念;专精特新;华为概念;物联网;语音技术;机器人概念;粤港澳大湾区;人工智能;独角兽概念;沪股通;融资融券
688223.SH,11,17,688223,BC电池;TOPCON电池;钙钛矿电池;光伏概念;数据中心(AIDC);储能;DeepSeek概念;人民币贬值受益;同花顺漂亮100;沪股通;融资融券
688639.SH,7,17,688639,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;融资融券;沪股通
300190.SZ,14,33,300190,垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电
688652.SH,9,17,688652,中芯国际概念;存储芯片;芯片概念;专精特新;高端装备;京津冀一体化;国企改革;沪股通;融资融券
001203.SZ,16,33,001203,小金属概念;金属铅;金属锌;固态电池;金属回收;锂电池概念;参股银行;西部大开发;乡村振兴;旅游概念;储能;绿色电力;创投;职业教育;融资融券;深股通
688226.SH,14,17,688226,共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券
000688.SZ,11,33,000688,金属铅;钛白粉概念;小金属概念;金属锌;金属铜;黄金概念;锂电池概念;西部大开发;深股通;股权转让(并购重组);融资融券
002120.SZ,13,33,002120,冷链物流;统一大市场;跨境电商;智能物流;乡村振兴;一带一路;AI智能体;阿里巴巴概念;抖音概念(字节概念);低空经济;无人驾驶;深股通;融资融券
301077.SZ,11,33,301077,AI智能体;AI应用;跨境电商;人工智能;东数西算(算力);量子科技;储能;专精特新;英伟达概念;深股通;融资融券
300768.SZ,26,33,300768,华为鲲鹏;鸿蒙概念;数据安全;信创;智慧政务;财税数字化;云计算;网络安全;国产操作系统;AI智能体;腾讯概念;DeepSeek概念;人工智能;物联网;ETC;安防;东数西算(算力);数字水印;华为概念;工业互联网;数据中心(AIDC);智能电网;新型工业化;5G;深股通;融资融券
000723.SZ,15,33,000723,煤炭概念;煤化工概念;天然气;碳中和;污水处理;氢能源;燃料电池;储能;超级电容;机器人概念;深股通;新能源汽车;无人驾驶;股权转让(并购重组);融资融券
688625.SH,4,17,688625,PCB概念;专精特新;沪股通;融资融券
688337.SH,6,17,688337,芯片概念;量子科技;DeepSeek概念;跨境电商;沪股通;融资融券
002546.SZ,7,33,002546,电力物联网;智能电网;虚拟电厂;数据要素;充电桩;物联网;深股通
300085.SZ,21,33,300085,华为鲲鹏;数字货币;语音技术;互联网金融;数据确权;信创;百度概念;数据要素;区块链;AI应用;人工智能;华为概念;碳中和;跨境电商;粤港澳大湾区;参股券商;机器人概念;5G;深股通;股权转让(并购重组);融资融券
605168.SH,21,17,605168,算力租赁;小红书概念;Web3.0;抖音概念(字节概念);多模态AI;AIGC概念;东数西算(算力);文化传媒概念;腾讯概念;AI智能体;ChatGPT概念;数据要素;体育产业;AI应用;人工智能;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通
002310.SZ,18,33,002310,股权转让(并购重组);生态农业;绿色电力;土壤修复;风电;PPP概念;固废处理;乡村振兴;京津冀一体化;雄安新区;汽车拆解概念;国企改革;储能;污水处理;新型城镇化;水利;金属回收;深股通
000960.SZ,9,33,000960,金属锌;金属铅;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;深股通;融资融券
300454.SZ,21,33,300454,云办公;数据安全;信创;云计算;智慧政务;网络安全;ChatGPT概念;中国AI 50;算力租赁;AI智能体;东数西算(算力);AI应用;数据中心(AIDC);DeepSeek概念;物联网;人工智能;英伟达概念;粤港澳大湾区;机器人概念;融资融券;深股通
688082.SH,7,17,688082,存储芯片;先进封装;中芯国际概念;第三代半导体;芯片概念;沪股通;融资融券
688411.SH,16,17,688411,钠离子电池;固态电池;华为数字能源;宁德时代概念;储能;充电桩;智能电网;数据中心(AIDC);华为概念;AI应用;DeepSeek概念;新能源汽车;智能物流;专精特新;沪股通;融资融券
300086.SZ,9,33,300086,仿制药一致性评价;流感;幽门螺杆菌概念;医药电商;创新药;肝炎概念;三胎概念;海南自贸区;消毒剂
603036.SH,2,17,603036,天然气;俄乌冲突概念
002081.SZ,13,33,002081,新型城镇化;光伏建筑一体化;装配式建筑;PPP概念;人工智能;一带一路;数据中心(AIDC);数字孪生;智能家居;深股通;融资融券;芯片概念;第三代半导体
603002.SH,9,17,603002,PCB概念;先进封装;芯片概念;5G;英伟达概念;海峡两岸;比亚迪概念;3D打印;沪股通
601012.SH,18,17,601012,硅能源;HJT电池;BC电池;TOPCON电池;光伏建筑一体化;钙钛矿电池;光伏概念;同花顺漂亮100;绿色电力;百度概念;氢能源;西部大开发;储能;证金持股;华为概念;沪股通;融资融券;特斯拉概念
002468.SZ,10,33,002468,统一大市场;智能物流;乡村振兴;人工智能;数字经济;长三角一体化;阿里巴巴概念;2026一季报预增;深股通;融资融券
300383.SZ,19,33,300383,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;数据中心(AIDC);抖音概念(字节概念);百度概念;液冷服务器;区块链;AIGC概念;华为概念;数字经济;DeepSeek概念;工业互联网;京津冀一体化;深股通;融资融券
603429.SH,4,22,603429,ST板块;烟草;新型烟草(电子烟);储能
002100.SZ,11,33,002100,猪肉;动物疫苗;禽流感;预制菜;玉米;宠物经济;新疆振兴;国企改革;西部大开发;深股通;融资融券
688455.SH,8,17,688455,机器人概念;智能物流;人形机器人;专精特新;跨境电商;储能;锂电池概念;融资融券
603995.SH,5,17,603995,小金属概念;特钢概念;专精特新;沪股通;融资融券
003017.SZ,5,33,003017,氟化工概念;中俄贸易概念;化肥;PEEK材料;芯片概念
002443.SZ,9,33,002443,地下管网;氢能源;新型城镇化;天然气;水利;核电;石墨烯;国企改革;液冷服务器
920493.BJ,21,151,920493,数据中心(AIDC);商业航天;量子科技;算力租赁;在线教育;华为概念;阿里巴巴概念;华为昇腾;飞行汽车(eVTOL);智谱AI;华为鲲鹏;比亚迪概念;云计算;融资融券;数字经济;百度概念;长安汽车概念;低空经济;DeepSeek概念;AIGC概念;东数西算(算力)
300080.SZ,13,33,300080,石墨电极;煤化工概念;TOPCON电池;钒电池;绿色电力;国企改革;储能;锂电池概念;石墨烯;宁德时代概念;股权转让(并购重组);融资融券;深股通
300692.SZ,9,33,300692,燃料电池;新型城镇化;污水处理;固废处理;PPP概念;CRO概念;绿色电力;合成生物;股权转让(并购重组)
002992.SZ,16,33,002992,小米概念;无人机;比亚迪概念;虚拟现实;新能源汽车;智能穿戴;华为概念;消费电子概念;智能座舱;AI眼镜;固态电池;PET铜箔;锂电池概念;MiniLED;PCB概念;深股通
601016.SH,9,17,601016,绿色电力;风电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;沪股通;融资融券
300538.SZ,24,33,300538,光刻胶;消费电子概念;芯片概念;智能穿戴;小米概念;存储芯片;PCB概念;5G;第三代半导体;PET铜箔;PEEK材料;华为概念;宁德时代概念;新能源汽车;机器人概念;粤港澳大湾区;光伏概念;无人机;海峡两岸;低空经济;军工;储能;数字经济;创投
601000.SH,9,17,601000,高股息精选;证金持股;航运概念;国企改革;雄安新区;智能物流;京津冀一体化;沪股通;融资融券
000571.SZ,7,33,000571,海南自贸区;上海自贸区;成飞概念;大飞机;煤炭概念;航空发动机;深股通
002989.SZ,6,33,002989,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通
301189.SZ,22,33,301189,智能音箱;腾讯概念;虚拟数字人;人脸识别;算力租赁;英伟达概念;鸿蒙概念;星闪概念;消费电子概念;人工智能;无线耳机;跨境电商;宠物经济;物联网;智能家居;车联网(车路协同);汽车电子;机器人概念;专精特新;人民币贬值受益;深股通;融资融券
002831.SZ,8,33,002831,液冷服务器;机器人概念;可降解塑料;高股息精选;深股通;宠物经济;消费电子概念;融资融券
605166.SH,0,17,605166,
002738.SZ,11,33,002738,小金属概念;金属铜;金属回收;稀土永磁;动力电池回收;2026一季报预增;锂电池概念;一带一路;特斯拉概念;融资融券;深股通
300113.SZ,30,33,300113,算力租赁;云计算;云游戏;东数西算(算力);多模态AI;数据确权;Web3.0;百度概念;数据中心(AIDC);腾讯概念;英伟达概念;抖音概念(字节概念);AIGC概念;AI智能体;区块链;虚拟数字人;AI应用;元宇宙;DeepSeek概念;华为概念;人工智能;虚拟现实;电子竞技;NFT概念;手机游戏;智能医疗;文化传媒概念;IP经济(谷子经济);深股通;融资融券
688607.SH,6,17,688607,传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券
688111.SH,17,17,688111,云办公;智谱AI;AI应用;AI智能体;鸿蒙概念;云计算;信创;腾讯概念;DeepSeek概念;人工智能;中国AI 50;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券
688303.SH,8,17,688303,硅能源;有机硅概念;新疆振兴;光伏概念;芯片概念;西部大开发;沪股通;融资融券
002888.SZ,12,33,002888,横琴新区;跨境电商;智能家居;物联网;星闪概念;粤港澳大湾区;智能音箱;华为概念;无线耳机;汽车电子;绿色电力;消费电子概念
002386.SZ,15,33,002386,磷化工;钛白粉概念;水泥概念;煤炭概念;西部大开发;国企改革;氢能源;锂电池概念;固态电池;绿色电力;宁德时代概念;储能;工业互联网;融资融券;深股通
300170.SZ,41,33,300170,智谱AI;华为昇腾;云计算;多模态AI;数据安全;财税数字化;ChatGPT概念;ERP概念;信创;网络安全;百度概念;抖音概念(字节概念);AIGC概念;虚拟数字人;腾讯概念;阿里巴巴概念;AI智能体;数据要素;AI应用;鸿蒙概念;区块链;中国AI 50;数字经济;互联网金融;DeepSeek概念;数据中心(AIDC);英伟达概念;车联网(车路协同);人工智能;华为概念;工业互联网;C2M概念;智能医疗;低空经济;智能物流;小米概念;跨境电商;海峡两岸;长三角一体化;深股通;融资融券
603060.SH,15,17,603060,房屋检测;土壤修复;碳交易;雄安新区;水利;国企改革;央企国企改革;碳中和;雅下水电概念;核污染防治;光伏建筑一体化;核电;沪股通;商业航天;光伏概念
601933.SH,11,17,601933,预制菜;统一大市场;IP经济(谷子经济);冷链物流;跨境电商;福建自贸区;腾讯概念;股权转让(并购重组);海峡两岸;沪股通;融资融券
603444.SH,8,17,603444,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;融资融券
003013.SZ,21,33,003013,地下管网;PPP概念;装配式建筑;新型城镇化;雄安新区;乡村振兴;国企改革;水利;数字孪生;一带一路;数字经济;人工智能;智慧城市;腾讯概念;粤港澳大湾区;时空大数据;物联网;低空经济;无人机;数据中心(AIDC);深股通
301150.SZ,10,33,301150,PET铜箔;固态电池;锂电池概念;宁德时代概念;PCB概念;储能;专精特新;比亚迪概念;深股通;融资融券
301273.SZ,6,33,301273,芯片概念;新型工业化;稀土永磁;专精特新;低空经济;融资融券
301314.SZ,10,33,301314,WiFi 6;专精特新;新型工业化;5G;F5G概念;汽车电子;粤港澳大湾区;新能源汽车;家用电器;融资融券
688805.SH,7,17,688805,科创次新股;注册制次新股;超导概念;医疗器械概念;风电;新股与次新股;融资融券
603189.SH,35,22,603189,云办公;ST板块;在线教育;华为鲲鹏;智慧政务;华为欧拉;国产操作系统;人脸识别;MR(混合现实);云计算;数字乡村;虚拟数字人;信创;智慧城市;鸿蒙概念;安防;空间计算;元宇宙;AIGC概念;AI智能体;阿里巴巴概念;腾讯概念;虚拟现实;物联网;数字孪生;多模态AI;AI视频;人工智能;华为概念;上海自贸区;创投;乡村振兴;5G;低空经济;无人机
000059.SZ,7,33,000059,煤化工概念;化肥;石墨电极;国企改革;央企国企改革;深股通;融资融券
001283.SZ,21,33,001283,钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;比亚迪概念;小米概念;新能源汽车;人民币贬值受益;AI眼镜;机器人概念;AI PC;智能穿戴;消费电子概念;粤港澳大湾区;数据中心(AIDC);人工智能;深股通
300162.SZ,20,33,300162,MicroLED概念;足球概念;柔性屏(折叠屏);元宇宙;在线教育;MiniLED;智能家居;体育产业;安防;人工智能;商业航天;专精特新;DeepSeek概念;消费电子概念;人民币贬值受益;粤港澳大湾区;海峡两岸;先进封装;玻璃基板;芯片概念
002092.SZ,16,33,002092,煤化工概念;消毒剂;煤炭概念;水泥概念;可降解塑料;新疆振兴;西部大开发;国企改革;碳中和;碳交易;石墨烯;跨境电商;一带一路;职业教育;风电;深股通
603039.SH,16,17,603039,华为盘古;财税数字化;云办公;智慧政务;AI智能体;AI应用;信创;鸿蒙概念;腾讯概念;DeepSeek概念;中国AI 50;数字经济;人工智能;华为概念;融资融券;沪股通
002910.SZ,7,33,002910,网红经济;乳业;宠物经济;生态农业;乡村振兴;西部大开发;国企改革
688172.SH,8,17,688172,国家大基金持股;第三代半导体;MCU芯片;芯片概念;传感器;国企改革;沪股通;融资融券
300400.SZ,17,33,300400,柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通
600619.SH,17,17,600619,光刻机;上海自贸区;汽车热管理;比亚迪概念;空气能热泵;新能源汽车;上海国企改革;芯片概念;家用电器;小米概念;一带一路;储能;高压快充;冷链物流;国企改革;沪股通;融资融券
002131.SZ,36,33,002131,快手概念;小红书概念;多模态AI;ChatGPT概念;百度概念;抖音概念(字节概念);AIGC概念;虚拟数字人;数据要素;AI智能体;腾讯概念;AI应用;区块链;独角兽概念;文化传媒概念;数字经济;水利;DeepSeek概念;人工智能;数据中心(AIDC);核电;海工装备;华为概念;创投;一带一路;跨境电商;机器视觉;污水处理;液冷服务器;专精特新;新能源汽车;小米概念;医疗器械概念;芯片概念;深股通;融资融券
688267.SH,5,17,688267,人民币贬值受益;专精特新;环氧丙烷;沪股通;融资融券
000756.SZ,17,33,000756,流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;医药电商;创新药;维生素;毛发医疗;幽门螺杆菌概念;辅助生殖;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券
300654.SZ,10,33,300654,AI语料;ChatGPT概念;AIGC概念;AI智能体;在线教育;AI应用;职业教育;人工智能;文化传媒概念;三胎概念
002928.SZ,3,33,002928,西部大开发;融资融券;深股通
000536.SZ,13,33,000536,MicroLED概念;MiniLED;新能源汽车;华为概念;海峡两岸;消费电子概念;华为手机;福建自贸区;OLED;国企改革;芯片概念;深股通;融资融券
688369.SH,20,17,688369,财税数字化;云办公;AIGC概念;智慧政务;ERP概念;信创;鸿蒙概念;数据要素;AI智能体;云计算;区块链;阿里巴巴概念;百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;专精特新;AI应用;融资融券
002481.SZ,12,33,002481,预制菜;化肥;人造肉;网红经济;宠物经济;合成生物;跨境电商;国企改革;一带一路;绿色电力;深股通;融资融券
603980.SH,8,17,603980,染料;医疗器械概念;有机硅概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;股权转让(并购重组)
603019.SH,33,17,603019,中国AI 50;东数西算(算力);算力租赁;芯片概念;数据中心(AIDC);量子科技;国产操作系统;液冷服务器;网络安全;云计算;信创;数据安全;智谱AI;智能电网;抖音概念(字节概念);腾讯概念;百度概念;智慧城市;AI智能体;Web3.0;数字孪生;区块链;人工智能;DeepSeek概念;工业互联网;数字经济;智能医疗;新型工业化;创投;雄安新区;沪股通;同花顺中特估100;融资融券
600500.SH,12,17,600500,环氧丙烷;代糖概念;中字头股票;动力电池回收;上海自贸区;宁德时代概念;央企国企改革;国企改革;一带一路;光纤概念;沪股通;融资融券
920719.BJ,12,151,920719,燃料电池;石墨烯;锂电池概念;氢能源;钠离子电池;石墨电极;光伏概念;宁德时代概念;融资融券;第三代半导体;固态电池;专精特新
301599.SZ,13,33,301599,注册制次新股;光刻胶;宁德时代概念;固态电池;锂电池概念;比亚迪概念;工业互联网;芯片概念;高端装备;人工智能;深股通;新股与次新股;融资融券
301390.SZ,26,33,301390,人工智能;智慧城市;数字经济;数据要素;水利;信创;安防;数字孪生;时空大数据;阿里巴巴概念;空间计算;华为概念;光伏建筑一体化;充电桩;电力物联网;储能;光伏概念;智能电网;数据中心(AIDC);风电;碳交易;特高压;5G;虚拟电厂;绿色电力;融资融券
002476.SZ,4,33,002476,页岩气;污水处理;一带一路;融资融券
603776.SH,15,17,603776,共享单车;芯片概念;燃料电池;物联网;无人驾驶;蚂蚁集团概念;氢能源;机器人概念;两轮车;存储芯片;养老概念;旅游概念;沪股通;股权转让(并购重组);融资融券
002558.SZ,27,33,002558,电子竞技;云游戏;手机游戏;网络游戏;AIGC概念;虚拟数字人;旅游概念;AI应用;元宇宙;参股保险;ChatGPT概念;互联网金融;DeepSeek概念;人工智能;创投;AI智能体;鸿蒙概念;语音技术;阿里巴巴概念;腾讯概念;百度概念;虚拟现实;西部大开发;华为概念;2026一季报预增;深股通;融资融券
600490.SH,11,17,600490,金属锌;金属铜;黄金概念;金属钴;金属镍;小金属概念;锂电池概念;一带一路;俄乌冲突概念;沪股通;融资融券
920123.BJ,4,151,920123,融资融券;医美概念;合成生物;DeepSeek概念
300776.SZ,16,33,300776,MicroLED概念;第三代半导体;BC电池;先进封装;MiniLED;OLED;钙钛矿电池;消费电子概念;HJT电池;PCB概念;芯片概念;TOPCON电池;光伏概念;玻璃基板;融资融券;深股通
603578.SH,3,17,603578,共同富裕示范区;专精特新;光伏概念
300593.SZ,13,33,300593,芯片概念;5G;数据中心(AIDC);卫星导航;商业航天;比亚迪概念;专精特新;信创;储能;军工;军民融合;融资融券;深股通
920807.BJ,8,151,920807,培育钻石;芯片概念;一带一路;乡村振兴;稀土永磁;第三代半导体;粤港澳大湾区;融资融券
605016.SH,6,17,605016,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通
300283.SZ,16,33,300283,PCB概念;工业母机;数据中心(AIDC);芯片概念;专精特新;消费电子概念;比亚迪概念;新能源汽车;智能电网;第三代半导体;光伏概念;锂电池概念;固态电池;储能;光伏建筑一体化;医疗器械概念
688179.SH,7,17,688179,光刻胶;专精特新;猴痘概念;合成生物;重组蛋白;沪股通;融资融券
001378.SZ,5,33,001378,参股银行;粤港澳大湾区;锂电池概念;消费电子概念;融资融券
603273.SH,6,17,603273,装配式建筑;水泥概念;氢能源;机器人概念;新型工业化;融资融券
688615.SH,18,17,688615,财税数字化;AIGC概念;智慧政务;云计算;AI应用;抖音概念(字节概念);华为昇腾;数据安全;数据要素;AI智能体;鸿蒙概念;互联网金融;数字经济;人工智能;华为概念;机器人概念;沪股通;融资融券
605100.SH,7,17,605100,数据中心(AIDC);传感器;汽车电子;农机;固态电池;高端装备;沪股通
300710.SZ,14,33,300710,光纤概念;芯片概念;WiFi 6;5G;毫米波雷达;无人驾驶;物联网;拼多多概念;阿里巴巴概念;水利;创投;手机游戏;电子竞技;股权转让(并购重组)
603067.SH,10,17,603067,军工;储能;钒电池;锂电池概念;固态电池;钛白粉概念;小金属概念;维生素;沪股通;融资融券
301217.SZ,11,33,301217,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券
605277.SH,16,17,605277,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通
002449.SZ,26,33,002449,MicroLED概念;智能穿戴;小米概念;AI眼镜;传感器;血氧仪;华为概念;MiniLED;语音技术;消费电子概念;人脸识别;汽车电子;元宇宙;智能家居;充电桩;无人驾驶;人工智能;家用电器;储能;芯片概念;汽车芯片;第三代半导体;国企改革;先进封装;深股通;融资融券
688663.SH,14,17,688663,华为数字能源;数据中心(AIDC);可控核聚变;光热发电;光伏概念;储能;风电;核电;阿里巴巴概念;国企改革;稀土永磁;沪股通;融资融券;股权转让(并购重组)
301518.SZ,6,33,301518,污水处理;专精特新;新能源汽车;碳中和;深股通;融资融券
300747.SZ,26,33,300747,光纤概念;先进封装;OLED;PCB概念;芯片概念;5G;商业航天;BC电池;3D打印;光伏概念;工业母机;航空发动机;数字水印;无人机;TOPCON电池;新能源汽车;低空经济;高端装备;风电;央企国企改革;国企改革;玻璃基板;比亚迪概念;AI智能体;融资融券;深股通
000767.SZ,10,33,000767,超超临界发电;绿色电力;碳交易;风电;碳中和;储能;国企改革;深股通;融资融券;股权转让(并购重组)
688521.SH,19,17,688521,国家大基金持股;汽车芯片;先进封装;MCU芯片;AI手机;芯片概念;AI眼镜;智能音箱;东数西算(算力);上海自贸区;虚拟现实;物联网;无人驾驶;数字货币;阿里巴巴概念;腾讯概念;人工智能;沪股通;融资融券
001237.SZ,9,33,001237,注册制次新股;家用电器;跨境电商;人民币贬值受益;医疗器械概念;一带一路;高端装备;新股与次新股;融资融券
600955.SH,4,17,600955,环氧丙烷;消毒剂;锂电池概念;沪股通
000762.SZ,10,33,000762,盐湖提锂;小金属概念;化肥;金属铜;锂电池概念;西部大开发;国企改革;央企国企改革;深股通;融资融券
605099.SH,4,17,605099,足球概念;体育产业;人民币贬值受益;沪股通
920015.BJ,7,151,920015,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革
300715.SZ,8,33,300715,OLED;芯片概念;光伏概念;专精特新;长三角一体化;光伏建筑一体化;核电;深股通
688305.SH,18,17,688305,工业母机;新型工业化;机器人概念;高端装备;专精特新;新能源汽车;航空发动机;军工;无人机;低空经济;商业航天;大飞机;华为概念;芯片概念;DeepSeek概念;核电;沪股通;融资融券
002539.SZ,12,33,002539,磷化工;化肥;生态农业;玉米;锂电池概念;农业种植;硅能源;西部大开发;乡村振兴;电子竞技;融资融券;深股通
603050.SH,13,17,603050,金属回收;高压快充;智能电网;虚拟电厂;充电桩;储能;京津冀一体化;雄安新区;光伏概念;绿色电力;特斯拉概念;沪股通;融资融券
002348.SZ,9,33,002348,在线教育;人工智能;IP经济(谷子经济);机器人概念;跨境电商;三胎概念;深股通;算力租赁;股权转让(并购重组)
688133.SH,3,17,688133,芯片概念;工业互联网;融资融券
002897.SZ,24,33,002897,共封装光学(CPO);铜缆高速连接;F5G概念;华为海思概念股;富士康概念;6G概念;5G;液冷服务器;消费电子概念;智能穿戴;数据中心(AIDC);新型烟草(电子烟);小米概念;华为概念;光伏概念;无人驾驶;比亚迪概念;新能源汽车;海峡两岸;华为汽车;长安汽车概念;人民币贬值受益;深股通;融资融券
002049.SZ,25,33,002049,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100
688359.SH,8,17,688359,PCB概念;PET铜箔;HJT电池;TOPCON电池;光伏概念;玻璃基板;沪股通;融资融券
300212.SZ,36,33,300212,财税数字化;国资云;数据确权;华为鲲鹏;数据要素;AI智能体;智慧政务;数据安全;数字孪生;养老概念;华为数字能源;阿里巴巴概念;百度概念;独角兽概念;ST板块;雄安新区;信创;PPP概念;京津冀一体化;乡村振兴;网络安全;数字经济;DeepSeek概念;智慧城市;智能医疗;人工智能;国企改革;创投;央企国企改革;物联网;车联网(车路协同);一带一路;东数西算(算力);华为概念;数据中心(AIDC);无人驾驶
688103.SH,16,17,688103,芯片概念;高压快充;可控核聚变;商业航天;宁德时代概念;新能源汽车;军工;华为概念;特高压;大飞机;柔性直流输电;低空经济;飞行汽车(eVTOL);培育钻石;沪股通;融资融券
601339.SH,5,17,601339,高股息精选;参股银行;人民币贬值受益;沪股通;融资融券
300437.SZ,10,33,300437,磷化工;消毒剂;净水概念;新型城镇化;污水处理;土壤修复;碳中和;PPP概念;工业互联网;融资融券
920186.BJ,13,151,920186,存储芯片;量子科技;5G;中字头股票;国家大基金持股;中芯国际概念;第三代半导体;芯片概念;专精特新;新股与次新股;融资融券;国企改革;2026一季报预增
603160.SH,30,17,603160,MCU芯片;汽车芯片;中芯国际概念;OLED;芯片概念;电子纸;AI手机;汽车电子;智能穿戴;消费电子概念;AI眼镜;虚拟现实;传感器;星闪概念;无线耳机;智能座舱;小米概念;华为概念;物联网;粤港澳大湾区;人工智能;鸿蒙概念;智能家居;人脸识别;新能源汽车;AI应用;智能医疗;长安汽车概念;沪股通;融资融券
600800.SH,8,17,600800,丙烯酸;天津自贸区;环氧丙烷;氢能源;国企改革;芯片概念;融资融券;沪股通
600409.SH,10,17,600409,消毒剂;有机硅概念;钠离子电池;国企改革;京津冀一体化;绿色电力;光伏概念;华为概念;沪股通;融资融券
688158.SH,30,17,688158,算力租赁;华为昇腾;东数西算(算力);中国AI 50;云计算;智谱AI;数据安全;云游戏;数据中心(AIDC);信创;液冷服务器;智慧政务;财税数字化;AI智能体;数据要素;华为概念;数字乡村;智慧城市;DeepSeek概念;商业航天;数字经济;人工智能;低空经济;工业互联网;无人驾驶;脑机接口;专精特新;智能医疗;机器人概念;融资融券
688593.SH,8,17,688593,电子纸;AI眼镜;MicroLED概念;OLED;智能穿戴;芯片概念;沪股通;融资融券
