股票代码,code,所属概念数量,所属概念,market_code
300274.SZ,300274,14,虚拟电厂;储能;风电;宁德时代概念;充电桩;氢能源;光伏概念;同花顺漂亮100;深股通;融资融券;新能源汽车;数据中心;回购增持再贷款概念;数字经济,33
002818.SZ,002818,8,智能家居;西部大开发;高股息精选;网红经济;互联网金融;鸿蒙概念;军工;深股通,33
688585.SH,688585,7,机器人概念;燃料电池;风电;一带一路;沪股通;股权转让(并购重组);融资融券,17
600996.SH,600996,17,算力租赁;云计算;文化传媒概念;数字乡村;DeepSeek概念;人工智能;智能医疗;华为概念;物联网;旅游概念;数据中心;5G;智能家居;西部大开发;国企改革;沪股通;融资融券,17
002870.SZ,002870,21,华为汽车;长安汽车概念;人形机器人;特斯拉概念;新能源汽车;汽车电子;高压快充;比亚迪概念;机器人概念;充电桩;智能座舱;飞行汽车(eVTOL);芯片概念;低空经济;信创;数字经济;人工智能;人民币贬值受益;跨境电商;三胎概念;回购增持再贷款概念,33
002448.SZ,002448,21,工业母机;农机;新能源汽车;汽车电子;比亚迪概念;燃料电池;人形机器人;2025年报预增;MCU芯片;机器人概念;5G;长安汽车概念;氢能源;无人驾驶;无人机;华为概念;绿色电力;车联网(车路协同);乡村振兴;互联网金融;深股通,33
601128.SH,601128,2,沪股通;融资融券,17
688386.SH,688386,17,消费电子概念;小米汽车;商业航天;军工;新能源汽车;专精特新;宁德时代概念;可控核聚变;智能穿戴;低空经济;机器人概念;物联网;燃料电池;钙钛矿电池;氢能源;沪股通;融资融券,17
002867.SZ,002867,5,黄金概念;IP经济(谷子经济);创投;深股通;融资融券,33
601059.SH,601059,6,期货概念;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券,17
688787.SH,688787,27,AI语料;智谱AI;ChatGPT概念;AIGC概念;AI智能体;虚拟数字人;抖音概念(字节概念);数字水印;数据安全;阿里巴巴概念;数据要素;腾讯概念;百度概念;中国AI 50;语音技术;DeepSeek概念;人脸识别;人工智能;华为概念;车联网(车路协同);小米概念;旅游概念;无人驾驶;专精特新;人形机器人;沪股通;融资融券,17
920725.BJ,920725,6,融资融券;芯片概念;第三代半导体;培育钻石;6G概念;专精特新,151
601166.SH,601166,7,高股息精选;证金持股;跨境支付(CIPS);沪股通;融资融券;福建自贸区;海峡两岸,17
600782.SH,600782,6,央企国企改革;国企改革;新能源汽车;无人机;沪股通;融资融券,17
688355.SH,688355,19,专精特新;3D打印;新型工业化;工业母机;机器人概念;大飞机;高铁;商业航天;人民币贬值受益;汽车热管理;高端装备;长安汽车概念;新能源汽车;一带一路;农机;空气能热泵;氢能源;HJT电池;融资融券,17
601163.SH,601163,6,新能源汽车;人民币贬值受益;大飞机;军工;沪股通;融资融券,17
000951.SZ,000951,11,新能源汽车;无人驾驶;燃料电池;减速器;氢能源;绿色电力;深股通;国企改革;冷链物流;高股息精选;融资融券,33
301228.SZ,301228,3,食品安全;土壤修复;融资融券,33
301095.SZ,301095,12,光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,33
600062.SH,600062,13,青蒿素;医药电商;仿制药一致性评价;创新药;合成生物;减肥药;NMN概念;国企改革;智能医疗;央企国企改革;沪股通;融资融券;DeepSeek概念,17
002138.SZ,002138,25,PCB概念;芯片概念;5G;汽车电子;消费电子概念;无线充电;6G概念;AI眼镜;传感器;无人机;小米概念;智能穿戴;新能源汽车;数据中心;光伏概念;燃料电池;华为概念;储能;物联网;固态电池;回购增持再贷款概念;创投;移动支付;深股通;融资融券,33
002252.SZ,002252,6,合成生物;创新药;重组蛋白;回购增持再贷款概念;深股通;融资融券,33
301667.SZ,301667,11,注册制次新股;汽车热管理;储能;锂电池概念;新能源汽车;宁德时代概念;华为概念;专精特新;深股通;新股与次新股;融资融券,33
605555.SH,605555,8,人形机器人;家用电器;新能源汽车;机器人概念;无人驾驶;共同富裕示范区;人民币贬值受益;沪股通,17
601901.SH,601901,6,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,17
600422.SH,600422,14,青蒿素;医药电商;仿制药一致性评价;农业种植;工业大麻;创新药;证金持股;乡村振兴;养老概念;西部大开发;国企改革;央企国企改革;沪股通;融资融券,17
002558.SZ,002558,26,电子竞技;云游戏;网络游戏;手机游戏;语音技术;虚拟现实;AIGC概念;人工智能;元宇宙;ChatGPT概念;鸿蒙概念;华为概念;虚拟数字人;阿里巴巴概念;AI智能体;DeepSeek概念;腾讯概念;百度概念;创投;旅游概念;互联网金融;参股保险;西部大开发;AI应用;深股通;融资融券,33
688017.SH,688017,10,减速器;人形机器人;同花顺新质50;新型工业化;机器人概念;中国AI 50;专精特新;2025年报预增;沪股通;融资融券,17
601377.SH,601377,6,证金持股;国企改革;沪股通;融资融券;福建自贸区;海峡两岸,17
001316.SZ,001316,8,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,33
002096.SZ,002096,9,民爆概念;新疆振兴;央企国企改革;国企改革;雅下水电概念;一带一路;军工;军民融合;深股通,33
600908.SH,600908,4,高股息精选;参股银行;沪股通;融资融券,17
600505.SH,600505,9,绿色电力;风电;国企改革;西部大开发;充电桩;央企国企改革;光伏概念;沪股通;融资融券,17
600835.SH,600835,9,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券,17
300679.SZ,300679,16,人形机器人;无人驾驶;消费电子概念;小米概念;比亚迪概念;柔性屏(折叠屏);新能源汽车;5G;新型烟草(电子烟);物联网;无人机;华为概念;PCB概念;数据中心;深股通;融资融券,33
000999.SZ,000999,10,禽流感;流感;医药电商;创新药;深股通;融资融券;绿色电力;国企改革;央企国企改革;股权转让(并购重组),33
002229.SZ,002229,21,算力租赁;东数西算(算力);数字水印;云计算;英伟达概念;数据中心;Web3.0;区块链;数据要素;ChatGPT概念;元宇宙;虚拟数字人;DeepSeek概念;数字经济;AIGC概念;人工智能;福建自贸区;海峡两岸;体育产业;融资融券;深股通,33
600671.SH,600671,4,眼科医疗;医疗器械概念;国企改革;摘帽,17
688636.SH,688636,12,军工信息化;卫星导航;商业航天;华为昇腾;军工;无人机;DeepSeek概念;专精特新;西部大开发;2025年报预增;沪股通;融资融券,17
603356.SH,603356,4,海工装备;光伏概念;风电;股权转让(并购重组),17
301282.SZ,301282,31,PCB概念;富士康概念;共封装光学(CPO);5G;汽车电子;卫星导航;消费电子概念;无人机;商业航天;智能座舱;数据中心;军工;无人驾驶;低空经济;物联网;比亚迪概念;华为概念;机器人概念;新能源汽车;东数西算(算力);海峡两岸;车联网(车路协同);高铁;华为汽车;智能家居;充电桩;创投;宁德时代概念;储能;固态电池;融资融券,33
603444.SH,603444,8,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;融资融券,17
688139.SH,688139,10,智能医疗;AI应用;AI智能体;DeepSeek概念;医疗器械概念;人工智能;物联网;机器人概念;沪股通;融资融券,17
688686.SH,688686,10,传感器;机器视觉;机器人概念;苹果概念;粤港澳大湾区;AI应用;锂电池概念;光伏建筑一体化;融资融券;沪股通,17
000503.SZ,000503,16,DRG/DIP;家庭医生;AI智能体;数据要素;数据确权;智能医疗;人工智能;数字经济;养老概念;华为概念;国企改革;AI应用;回购增持再贷款概念;央企国企改革;深股通;融资融券,33
300780.SZ,300780,21,商业航天;军民融合;减速器;低空经济;军工;工业母机;3D打印;新型工业化;机器视觉;工业互联网;AIGC概念;农机;专精特新;机器人概念;云计算;物联网;比亚迪概念;新能源汽车;跨境电商;中俄贸易概念;西部大开发,33
003009.SZ,003009,12,军民融合;商业航天;军工;无人机;可控核聚变;央企国企改革;专精特新;光伏概念;西部大开发;国企改革;中字头股票;深股通,33
688235.SH,688235,5,创新药;人民币贬值受益;同花顺出海50;沪股通;融资融券,17
300996.SZ,300996,18,华为鲲鹏;AI语料;财税数字化;ERP概念;AIGC概念;智慧政务;AI智能体;信创;数据要素;区块链;网络安全;跨境支付(CIPS);AI应用;人工智能;互联网金融;数字经济;小米概念;融资融券,33
920045.BJ,920045,9,2025年报预增;粤港澳大湾区;无人驾驶;数据中心;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,151
300137.SZ,300137,12,核污染防治;水利;PM2.5;污水处理;碳交易;碳中和;雄安新区;机器人概念;京津冀一体化;乡村振兴;区块链;摘帽,33
001208.SZ,001208,22,商业航天;卫星导航;可控核聚变;军工;核电;海工装备;特高压;高铁;高端装备;水利;人形机器人;充电桩;机器人概念;工业互联网;风电;光伏概念;专精特新;比亚迪概念;新能源汽车;国企改革;新疆振兴;深股通,33
300499.SZ,300499,27,液冷服务器;数据中心;东数西算(算力);汽车电子;柔性直流输电;特高压;专精特新;可控核聚变;军工;比亚迪概念;充电桩;腾讯概念;新能源汽车;阿里巴巴概念;核电;抖音概念(字节概念);光伏概念;储能;宁德时代概念;粤港澳大湾区;风电;锂电池概念;中俄贸易概念;一带一路;天然气;深股通;融资融券,33
601169.SH,601169,4,证金持股;参股保险;沪股通;融资融券,17
603300.SH,603300,28,数字货币;算力租赁;蚂蚁集团概念;国资云;东数西算(算力);区块链;数字经济;数据要素;Web3.0;DeepSeek概念;职业教育;数据中心;华为概念;人工智能;低空经济;水利;海南自贸区;无人机;NFT概念;乡村振兴;新型城镇化;国企改革;回购增持再贷款概念;自由贸易港;雅下水电概念;沪股通;股权转让(并购重组);融资融券,17
000037.SZ,000037,5,固废处理;储能;核电;粤港澳大湾区;2025年报预增,33
600329.SH,600329,6,医药电商;高股息精选;养老概念;京津冀一体化;沪股通;融资融券,17
002290.SZ,002290,12,2025年报预增;芯片概念;云游戏;东数西算(算力);智能医疗;家用电器;人工智能;信创;智能物流;DeepSeek概念;文化传媒概念;深股通,33
920896.BJ,920896,10,2025年报预增;风电;西部大开发;融资融券;减速器;新能源汽车;机器人概念;农机;两轮车;专精特新,151
603590.SH,603590,8,创新药;猴痘概念;专精特新;2025年报预增;创投;军民融合;知识产权保护;沪股通,17
000415.SZ,000415,9,雄安新区;新疆振兴;西部大开发;人民币贬值受益;参股保险;飞行汽车(eVTOL);低空经济;深股通;融资融券,33
600085.SH,600085,9,超级品牌;证金持股;医药电商;流感;沪股通;融资融券;国企改革;智能医疗;DeepSeek概念,17
603899.SH,603899,5,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,17
688073.SH,688073,4,人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,17
600649.SH,600649,10,租售同权;物业管理;参股券商;上海国企改革;参股银行;新型城镇化;国企改革;沪股通;融资融券;宁德时代概念,17
002357.SZ,002357,10,网约车;旅游概念;低空经济;充电桩;宁德时代概念;车联网(车路协同);参股银行;卫星导航;西部大开发;天然气,33
300093.SZ,300093,8,算力租赁;钙钛矿电池;HJT电池;建筑节能;光伏概念;西部大开发;ST板块;光伏建筑一体化,33
603297.SH,603297,11,光刻机;AI眼镜;芯片概念;机器视觉;无人驾驶;虚拟现实;商业航天;智能医疗;共同富裕示范区;沪股通;融资融券,17
300015.SZ,300015,15,民营医院;眼科医疗;医美概念;养老概念;同花顺漂亮100;智能医疗;医疗器械概念;虚拟数字人;DeepSeek概念;创投;人工智能;深股通;融资融券;智能穿戴;AI眼镜,33
300065.SZ,300065,24,军工信息化;国产航母;商业航天;云计算;军工;数据要素;阿里巴巴概念;腾讯概念;算力租赁;人工智能;东数西算(算力);DeepSeek概念;海工装备;高端装备;京津冀一体化;数据中心;机器人概念;专精特新;传感器;2025年报预增;风电;深股通;融资融券;股权转让(并购重组),33
603667.SH,603667,15,减速器;人形机器人;汽车热管理;特斯拉概念;大飞机;机器人概念;新能源汽车;无人机;高端装备;商业航天;军工;风电;特钢概念;沪股通;融资融券,17
301011.SZ,301011,7,IP经济(谷子经济);元宇宙;电子竞技;虚拟现实;海峡两岸;粤港澳大湾区;融资融券,33
688611.SH,688611,16,芯片概念;传感器;物联网;存储芯片;电力物联网;机器人概念;智能电网;光伏概念;特高压;人形机器人;钙钛矿电池;储能;虚拟电厂;区块链;沪股通;融资融券,17
920116.BJ,920116,12,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,151
603233.SH,603233,5,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券,17
002373.SZ,002373,47,车联网(车路协同);蚂蚁集团概念;百度概念;互联网金融;多模态AI;数据要素;元宇宙;时空大数据;AI智能体;ETC;AIGC概念;云计算;阿里巴巴概念;人脸识别;智慧城市;数字经济;人工智能;DeepSeek概念;商业航天;安防;华为概念;数字孪生;低空经济;物联网;无人驾驶;东数西算(算力);机器视觉;无人机;毫米波雷达;大飞机;京津冀一体化;小米概念;数据中心;跨境电商;体育产业;智能物流;小米汽车;汽车电子;水利;足球概念;AI应用;充电桩;雄安新区;储能;一带一路;深股通;融资融券,33
688223.SH,688223,11,BC电池;TOPCON电池;钙钛矿电池;光伏概念;储能;同花顺漂亮100;数据中心;DeepSeek概念;人民币贬值受益;沪股通;融资融券,17
002675.SZ,002675,9,仿制药一致性评价;阿尔茨海默概念;创新药;幽门螺杆菌概念;CRO概念;细胞免疫治疗;专精特新;深股通;融资融券,33
920145.BJ,920145,7,碳中和;污水处理;高端装备;汽车电子;融资融券;芯片概念;传感器,151
001223.SZ,001223,9,新型工业化;PET铜箔;无人机;固态电池;专精特新;机器人概念;消费电子概念;锂电池概念;可降解塑料,33
000963.SZ,000963,15,创新药;减肥药;医药电商;肝炎概念;细胞免疫治疗;合成生物;医美概念;宠物经济;医疗器械概念;智能医疗;冷链物流;证金持股;人工智能;深股通;融资融券,33
600265.SH,600265,4,ST板块;算力租赁;农业种植;西部大开发,22
688239.SH,688239,14,航空发动机;大飞机;商业航天;低空经济;高端装备;海工装备;核电;DeepSeek概念;专精特新;风电;西部大开发;锂电池概念;沪股通;融资融券,17
688185.SH,688185,9,猴痘概念;生物疫苗;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,17
688261.SH,688261,17,芯片概念;5G;液冷服务器;第三代半导体;人形机器人;东数西算(算力);数据中心;专精特新;机器人概念;比亚迪概念;新能源汽车;高压快充;光伏概念;充电桩;储能;沪股通;融资融券,17
000538.SZ,000538,13,超级品牌;高股息精选;医药电商;创新药;证金持股;医美概念;深股通;融资融券;工业大麻;同花顺漂亮100;参股券商;西部大开发;华为概念,33
603716.SH,603716,19,脑机接口;细胞免疫治疗;智能医疗;生物疫苗;DRG/DIP;创新药;养老概念;医疗器械概念;人工智能;鸿蒙概念;DeepSeek概念;信创;数据安全;网络安全;医疗废物处理;华为概念;AI应用;固废处理;沪股通,17
601658.SH,601658,4,高股息精选;国企改革;融资融券;沪股通,17
300249.SZ,300249,25,液冷服务器;东数西算(算力);数据中心;5G;云计算;华为数字能源;腾讯概念;抖音概念(字节概念);阿里巴巴概念;华为概念;百度概念;物联网;数字孪生;智慧城市;数字乡村;专精特新;区块链;人工智能;机器人概念;储能;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券,33
601318.SH,601318,11,互联网保险;沪股通;融资融券;证金持股;同花顺漂亮100;家庭医生;高股息精选;参股券商;智能医疗;同花顺中特估100;独角兽概念,17
688796.SH,688796,11,科创次新股;CRO概念;智能医疗;AI智能体;基因测序;2025年报预增;人民币贬值受益;注册制次新股;沪股通;新股与次新股;融资融券,17
301265.SZ,301265,13,汽车拆解概念;固废处理;稀土永磁;金属回收;存储芯片;黄金概念;金属铜;金属镍;芯片概念;金属钴;百度概念;小金属概念;融资融券,33
000029.SZ,000029,6,物业管理;深圳国企改革;粤港澳大湾区;国企改革;深股通;融资融券,33
688168.SH,688168,16,东数西算(算力);国产操作系统;华为概念;信创;网络安全;人工智能;数据安全;数据中心;百度概念;云计算;AI智能体;专精特新;DeepSeek概念;换电概念;沪股通;融资融券,17
603728.SH,603728,12,减速器;人形机器人;新能源汽车;同花顺新质50;智能座舱;机器人概念;无人驾驶;专精特新;华为概念;5G;沪股通;融资融券,17
002460.SZ,002460,22,盐湖提锂;小金属概念;金属钴;固态电池;动力电池回收;化肥;锂电池概念;同花顺漂亮100;光伏概念;储能;特斯拉概念;燃料电池;无线耳机;新能源汽车;消费电子概念;充电桩;无人机;人形机器人;长安汽车概念;深股通;融资融券;低空经济,33
688311.SH,688311,9,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;西部大开发;沪股通;融资融券,17
600104.SH,600104,24,超级品牌;证金持股;同花顺漂亮100;上海国企改革;足球概念;参股银行;网约车;国企改革;华为汽车;动力电池回收;沪股通;融资融券;燃料电池;换电概念;一带一路;独角兽概念;新能源汽车;宁德时代概念;固态电池;DeepSeek概念;无人驾驶;车联网(车路协同);华为概念;2025年报预增,17
920112.BJ,920112,5,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,151
002668.SZ,002668,8,跨境电商;家用电器;智能家居;人民币贬值受益;一带一路;人工智能;深股通;融资融券,33
000596.SZ,000596,4,白酒概念;深股通;融资融券;国企改革,33
688084.SH,688084,6,军工;无人机;高端装备;机器人概念;沪股通;融资融券,17
603721.SH,603721,21,ST板块;知识产权保护;文化传媒概念;旅游概念;职业教育;虚拟现实;腾讯概念;短剧游戏;抖音概念(字节概念);数据确权;区块链;数据要素;NFT概念;体育产业;网红经济;AI语料;Sora概念(文生视频);快手概念;国企改革;小红书概念;AI应用,22
003004.SZ,003004,20,ST板块;智能医疗;京津冀一体化;雄安新区;人工智能;高铁;安防;语音技术;智慧城市;人脸识别;数据要素;车联网(车路协同);军工;无人机;数字经济;军工信息化;网络安全;信创;低空经济;多模态AI,33
002859.SZ,002859,11,超导概念;PET铜箔;可控核聚变;消费电子概念;专精特新;一带一路;锂电池概念;宁德时代概念;固态电池;深股通;融资融券,33
688111.SH,688111,16,智谱AI;AI智能体;中国AI 50;鸿蒙概念;云计算;云办公;信创;腾讯概念;DeepSeek概念;人工智能;华为概念;小米概念;AI应用;同花顺漂亮100;沪股通;融资融券,17
002756.SZ,002756,7,锂电池概念;特钢概念;核电;军工;互联网金融;融资融券;深股通,33
002444.SZ,002444,13,露营经济;智能物流;无人驾驶;参股银行;储能;机器人概念;跨境电商;人民币贬值受益;智能家居;军工;芯片概念;深股通;融资融券,33
920833.BJ,920833,5,西部大开发;融资融券;新能源汽车;两轮车;专精特新,151
002928.SZ,002928,4,2025年报预增;西部大开发;融资融券;深股通,33
002218.SZ,002218,17,钙钛矿电池;HJT电池;光伏建筑一体化;硅能源;POE胶膜;绿色电力;光伏概念;充电桩;储能;商业航天;卫星导航;粤港澳大湾区;华为概念;新能源汽车;芯片概念;深股通;融资融券,33
600879.SH,600879,20,军工信息化;太赫兹;卫星导航;商业航天;军民融合;军工;无人机;量子科技;低空经济;高端装备;物联网;京津冀一体化;芯片概念;传感器;央企国企改革;特高压;国企改革;医疗器械概念;沪股通;融资融券,17
600773.SH,600773,7,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,17
600060.SH,600060,25,虚拟数字人;高股息精选;元宇宙;数字经济;多模态AI;AI智能体;人工智能;智能家居;数据要素;家用电器;DeepSeek概念;商业航天;虚拟现实;MCU芯片;机器人概念;智能穿戴;AI眼镜;汽车电子;MR(混合现实);消费电子概念;芯片概念;沪股通;融资融券;MiniLED;MicroLED概念,17
002335.SZ,002335,28,算力租赁;东数西算(算力);液冷服务器;数据中心;5G;腾讯概念;阿里巴巴概念;量子科技;智慧政务;华为概念;AI智能体;智能电网;小红书概念;DeepSeek概念;人工智能;无人驾驶;数字经济;核电;储能;光伏概念;高铁;海峡两岸;海工装备;福建自贸区;锂电池概念;氢能源;深股通;融资融券,33
301291.SZ,301291,13,智能电网;风电;储能;光伏概念;氢能源;海工装备;光伏建筑一体化;数据中心;东数西算(算力);粤港澳大湾区;抖音概念(字节概念);深股通;融资融券,33
601882.SH,601882,6,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,17
301045.SZ,301045,3,小米概念;华为概念;融资融券,33
002801.SZ,002801,14,人形机器人;新能源汽车;机器人概念;储能;无线充电;数据中心;人民币贬值受益;无人机;低空经济;锂电池概念;2025年报预增;军工;冷链物流;深股通,33
688401.SH,688401,10,先进封装;OLED;第三代半导体;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;沪股通;融资融券,17
603937.SH,603937,1,锂电池概念,17
002594.SZ,002594,24,钠离子电池;深股通;融资融券;同花顺漂亮100;盐湖提锂;超级品牌;动力电池回收;碳交易;汽车拆解概念;锂电池概念;储能;光伏概念;充电桩;高压快充;同花顺出海50;DeepSeek概念;车联网(车路协同);数据中心;机器人概念;粤港澳大湾区;新能源汽车;芯片概念;比亚迪概念;无人驾驶,33
600036.SH,600036,7,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;跨境支付(CIPS),17
920427.BJ,920427,8,消费电子概念;融资融券;芯片概念;新型城镇化;地下管网;先进封装;房屋检测;低空经济,151
600509.SH,600509,14,超超临界发电;绿色电力;抽水蓄能;智能电网;一带一路;新疆振兴;国企改革;第三代半导体;西部大开发;芯片概念;AI眼镜;天然气;融资融券;沪股通,17
002967.SZ,002967,33,无人驾驶;飞行汽车(eVTOL);华为海思概念股;小米概念;卫星导航;低空经济;机器人概念;芯片概念;商业航天;无人机;比亚迪概念;大飞机;特斯拉概念;华为概念;新能源汽车;粤港澳大湾区;人工智能;量子科技;海工装备;中芯国际概念;燃料电池;网络安全;DeepSeek概念;数据安全;数据要素;职业教育;食品安全;回购增持再贷款概念;土壤修复;数据确权;碳中和;国企改革;深股通,33
600795.SH,600795,9,超超临界发电;抽水蓄能;绿色电力;证金持股;风电;国企改革;央企国企改革;沪股通;融资融券,17
688513.SH,688513,6,创新药;仿制药一致性评价;智能医疗;西部大开发;沪股通;融资融券,17
301550.SZ,301550,11,人形机器人;减速器;新能源汽车;专精特新;机器人概念;人民币贬值受益;工业互联网;农机;数字经济;深股通;融资融券,33
300969.SZ,300969,7,人形机器人;汽车热管理;比亚迪概念;新能源汽车;无人驾驶;深股通;融资融券,33
600029.SH,600029,5,证金持股;国企改革;央企国企改革;沪股通;融资融券,17
000498.SZ,000498,12,同花顺中特估100;装配式建筑;国企改革;PPP概念;一带一路;水利;绿色电力;高铁;智慧城市;腾讯概念;深股通;融资融券,33
920055.BJ,920055,5,汽车热管理;新能源汽车;专精特新;新股与次新股;融资融券,151
000582.SZ,000582,18,自由贸易港;统一大市场;国企改革;冷链物流;一带一路;回购增持再贷款概念;乡村振兴;西部大开发;航运概念;安防;机器人概念;华为概念;星闪概念;DeepSeek概念;人工智能;区块链;深股通;融资融券,33
600482.SH,600482,26,中船系;国产航母;数据中心;核电;海工装备;风电;核污染防治;军工;军民融合;储能;燃料电池;央企国企改革;雄安新区;京津冀一体化;新能源汽车;DeepSeek概念;锂电池概念;长安汽车概念;氢能源;国企改革;石墨烯;固态电池;钠离子电池;沪股通;融资融券;中字头股票,17
600016.SH,600016,4,高股息精选;跨境支付(CIPS);沪股通;融资融券,17
301002.SZ,301002,9,商业航天;智慧灯杆;智慧城市;机器人概念;人形机器人;体育产业;光伏概念;储能;融资融券,33
601211.SH,601211,8,期货概念;证金持股;沪股通;融资融券;同花顺中特估100;国企改革;2025年报预增;股权转让(并购重组),17
688399.SH,688399,11,猴痘概念;基因测序;流感;肝炎概念;维生素;医药电商;智能医疗;医疗器械概念;专精特新;沪股通;融资融券,17
300181.SZ,300181,7,医药电商;创新药;细胞免疫治疗;共同富裕示范区;独角兽概念;融资融券;深股通,33
300658.SZ,300658,5,三胎概念;海峡两岸;人民币贬值受益;福建自贸区;股权转让(并购重组),33
688085.SH,688085,7,智能医疗;医疗器械概念;2025年报预增;专精特新;机器人概念;沪股通;融资融券,17
000688.SZ,000688,12,金属铅;金属锌;钛白粉概念;小金属概念;金属铜;黄金概念;锂电池概念;西部大开发;2025年报预增;深股通;股权转让(并购重组);融资融券,33
300893.SZ,300893,7,汽车电子;华为汽车;比亚迪概念;新能源汽车;一带一路;深股通;融资融券,33
603085.SH,603085,9,比亚迪概念;飞行汽车(eVTOL);新能源汽车;低空经济;大飞机;商业航天;碳纤维;三胎概念;融资融券,17
603319.SH,603319,20,减速器;人形机器人;汽车热管理;特斯拉概念;PEEK材料;汽车电子;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);无人驾驶;智能物流;低空经济;腾讯概念;蚂蚁集团概念;一带一路;期货概念;沪股通;融资融券,17
601628.SH,601628,8,中字头股票;互联网保险;沪股通;融资融券;证金持股;同花顺中特估100;参股银行;国企改革,17
688222.SH,688222,14,CRO概念;智能医疗;减肥药;重组蛋白;腾讯概念;AI应用;人工智能;创新药;2025年报预增;人民币贬值受益;回购增持再贷款概念;西部大开发;沪股通;融资融券,17
002617.SZ,002617,13,第三代半导体;特斯拉概念;新能源汽车;人形机器人;芯片概念;机器人概念;5G;电力物联网;智能家居;绿色电力;跨境电商;深股通;融资融券,33
920180.BJ,920180,3,医疗器械概念;新股与次新股;融资融券,151
002902.SZ,002902,28,F5G概念;共封装光学(CPO);铜缆高速连接;华为海思概念股;5G;第三代半导体;数据中心;消费电子概念;汽车电子;芯片概念;露营经济;智能穿戴;粤港澳大湾区;华为概念;新能源汽车;储能;充电桩;商业航天;光伏概念;工业互联网;车联网(车路协同);数字经济;跨境电商;体育产业;一带一路;海工装备;深股通;融资融券,33
001283.SZ,001283,23,钠离子电池;固态电池;两轮车;动力电池回收;锂电池概念;新型烟草(电子烟);储能;比亚迪概念;新能源汽车;人形机器人;小米概念;粤港澳大湾区;AI PC;2025年报预增;人民币贬值受益;机器人概念;AI眼镜;消费电子概念;智能穿戴;回购增持再贷款概念;数据中心;人工智能;深股通,33
605376.SH,605376,11,金属镍;小金属概念;硅能源;3D打印;光伏概念;2025年报预增;锂电池概念;专精特新;人民币贬值受益;融资融券;沪股通,17
688568.SH,688568,30,卫星导航;时空大数据;多模态AI;商业航天;AIGC概念;AI智能体;空间计算;数据要素;云计算;同花顺新质50;数字孪生;DeepSeek概念;军工;人工智能;AI应用;数字经济;低空经济;智慧城市;无人机;东数西算(算力);华为概念;海工装备;数据中心;水利;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券,17
600525.SH,600525,20,特高压;智能电网;虚拟电厂;光伏概念;充电桩;储能;PCB概念;芯片概念;ST板块;锂电池概念;MR(混合现实);宁德时代概念;富士康概念;消费电子概念;华为概念;新能源汽车;粤港澳大湾区;比亚迪概念;新型工业化;医疗器械概念,22
603789.SH,603789,10,数据要素;生态农业;乡村振兴;ST板块;共同富裕示范区;无人驾驶;机器人概念;无人机;农机;新疆振兴,22
301321.SZ,301321,9,MicroLED概念;MiniLED;OLED;华为概念;消费电子概念;汽车电子;虚拟现实;回购增持再贷款概念;融资融券,33
688343.SH,688343,29,华为昇腾;算力租赁;华为鲲鹏;信创;多模态AI;东数西算(算力);智慧政务;阿里巴巴概念;ChatGPT概念;鸿蒙概念;人脸识别;AI智能体;车联网(车路协同);华为概念;芯片概念;AI眼镜;智能穿戴;DeepSeek概念;安防;机器视觉;智能座舱;智慧城市;消费电子概念;人工智能;人形机器人;低空经济;机器人概念;沪股通;融资融券,17
002203.SZ,002203,15,金属镍;小金属概念;金属铜;PET铜箔;固态电池;锂电池概念;钒电池;回购增持再贷款概念;液冷服务器;特斯拉概念;华为概念;参股银行;深股通;融资融券;绿色电力,33
301061.SZ,301061,7,同花顺出海50;智能家居;养老概念;人民币贬值受益;一带一路;深股通;融资融券,33
300724.SZ,300724,15,BC电池;HJT电池;TOPCON电池;钙钛矿电池;硅能源;光伏概念;第三代半导体;锂电池概念;高端装备;芯片概念;PET铜箔;粤港澳大湾区;PCB概念;融资融券;深股通,33
