market_code,股票代码,code,所属概念数量,所属概念
17,688201.SH,688201,21,电子身份证;数据安全;华为鲲鹏;网络安全;数字货币;信创;华为昇腾;鸿蒙概念;区块链;量子科技;AI智能体;车联网(车路协同);跨境支付(CIPS);AIGC概念;DeepSeek概念;人工智能;军工信息化;低空经济;工业互联网;专精特新;融资融券
17,688220.SH,688220,20,汽车芯片;WiFi 6;星闪概念;阿里巴巴概念;5G;6G概念;芯片概念;智能穿戴;AI眼镜;小米概念;车联网(车路协同);消费电子概念;卫星导航;物联网;人工智能;商业航天;专精特新;人民币贬值受益;沪股通;融资融券
33,301379.SZ,301379,15,PCB概念;存储芯片;消费电子概念;汽车电子;MiniLED;比亚迪概念;智能家居;海峡两岸;无人机;长安汽车概念;低空经济;人工智能;西部大开发;深股通;融资融券
33,300496.SZ,300496,57,MLOps概念;华为欧拉;多模态AI;ChatGPT概念;AI智能体;百度概念;AIGC概念;鸿蒙概念;国产操作系统;中国AI 50;虚拟数字人;阿里巴巴概念;区块链;腾讯概念;抖音概念(字节概念);元宇宙;语音技术;车联网(车路协同);东数西算(算力);DeepSeek概念;人工智能;数字经济;英伟达概念;虚拟现实;独角兽概念;华为概念;智能音箱;物联网;智能医疗;AI手机;MR(混合现实);智能座舱;机器视觉;AI PC;低空经济;华为海思概念股;无人驾驶;智能穿戴;无人机;小米概念;AI眼镜;传感器;5G;机器人概念;新型工业化;智能家居;消费电子概念;小米汽车;长安汽车概念;比亚迪概念;智能电网;AI应用;智能物流;华为汽车;回购增持再贷款概念;深股通;融资融券
151,920932.BJ,920932,27,AI应用;知识产权保护;华为盘古;人形机器人;智慧城市;ERP概念;工业互联网;储能;新型工业化;机器人概念;数字经济;换电概念;碳中和;钠离子电池;融资融券;华为鲲鹏;无人驾驶;机器视觉;智慧政务;专精特新;华为概念;DeepSeek概念;充电桩;人工智能;信创;物联网;5G
33,000811.SZ,000811,33,液冷服务器;核电;可控核聚变;3D打印;超导概念;海工装备;军工;数据中心;空气能热泵;新能源汽车;储能;燃料电池;海峡两岸;中俄贸易概念;机器人概念;雅下水电概念;水利;氢能源;中芯国际概念;固态电池;回购增持再贷款概念;碳中和;智能物流;创投;人工智能;国企改革;冷链物流;体育产业;宠物经济;冰雪产业;天然气;融资融券;深股通
33,002652.SZ,002652,2,雄安新区;中芯国际概念
33,301165.SZ,301165,31,共封装光学(CPO);液冷服务器;WiFi 6;中国AI 50;6G概念;5G;数据中心;东数西算(算力);国资云;云办公;网络安全;抖音概念(字节概念);信创;阿里巴巴概念;腾讯概念;小米概念;新型工业化;百度概念;快手概念;AI智能体;工业互联网;AIGC概念;蚂蚁集团概念;人工智能;智能医疗;数字经济;AI应用;一带一路;国企改革;深股通;融资融券
17,688004.SH,688004,14,文化传媒概念;在线教育;AIGC概念;数据安全;网络安全;数据要素;信创;多模态AI;华为鲲鹏;人工智能;数字孪生;华为概念;回购增持再贷款概念;融资融券
33,301606.SZ,301606,10,无线耳机;无线充电;苹果概念;华为概念;消费电子概念;储能;人民币贬值受益;跨境电商;深股通;融资融券
17,600724.SH,600724,5,物业管理;水泥概念;共同富裕示范区;国企改革;沪股通
33,300334.SZ,300334,6,净水概念;污水处理;垃圾分类;PPP概念;雄安新区;京津冀一体化
33,002182.SZ,002182,24,小金属概念;宁德时代概念;3D打印;央企国企改革;氢能源;苹果概念;军工;商业航天;无人机;飞行汽车(eVTOL);比亚迪概念;消费电子概念;国企改革;特斯拉概念;一体化压铸;低空经济;富士康概念;机器人概念;5G;华为概念;华为汽车;长安汽车概念;深股通;融资融券
33,000571.SZ,000571,6,海南自贸区;航空发动机;大飞机;成飞概念;上海自贸区;煤炭概念
33,300779.SZ,300779,4,固废处理;稀土永磁;融资融券;深股通
17,600569.SH,600569,6,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券
33,302132.SZ,302132,19,成飞概念;军民融合;大飞机;军工;商业航天;无人机;低空经济;人形机器人;央企国企改革;机器人概念;传感器;专精特新;西部大开发;DeepSeek概念;国企改革;融资融券;股权转让(并购重组);深股通;中字头股票
17,688717.SH,688717,8,虚拟电厂;光伏概念;锂电池概念;储能;充电桩;人民币贬值受益;沪股通;融资融券
33,300290.SZ,300290,28,华为欧拉;华为鲲鹏;鸿蒙概念;智慧政务;DRG/DIP;信创;智慧城市;网络安全;数字经济;在线教育;云计算;虚拟现实;数字孪生;独角兽概念;DeepSeek概念;人工智能;AI应用;多模态AI;华为概念;机器人概念;智能医疗;数据中心;专精特新;国企改革;智能电网;光伏概念;深股通;融资融券
17,688087.SH,688087,7,可降解塑料;固废处理;碳中和;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券
17,688556.SH,688556,9,第三代半导体;光伏概念;减速器;人形机器人;机器视觉;机器人概念;多模态AI;沪股通;融资融券
17,688097.SH,688097,33,共封装光学(CPO);苹果概念;华为手机;富士康概念;宁德时代概念;MR(混合现实);固态电池;消费电子概念;储能;光伏概念;5G;特斯拉概念;锂电池概念;高端装备;芯片概念;AI眼镜;新能源汽车;汽车电子;新型工业化;人形机器人;换电概念;充电桩;无人机;智能穿戴;工业互联网;机器视觉;低空经济;机器人概念;华为概念;一带一路;智能物流;沪股通;融资融券
17,688045.SH,688045,11,MCU芯片;第三代半导体;AI眼镜;消费电子概念;芯片概念;小米概念;传感器;专精特新;粤港澳大湾区;储能;融资融券
33,300397.SZ,300397,29,军民融合;军工信息化;太赫兹;卫星导航;军工;无人机;时空大数据;低空经济;毫米波雷达;海工装备;车联网(车路协同);量子科技;安防;智慧城市;智慧灯杆;5G;无人驾驶;东数西算(算力);华为概念;人工智能;数据中心;传感器;机器人概念;芯片概念;算力租赁;西部大开发;先进封装;深股通;融资融券
33,300936.SZ,300936,11,PCB概念;毫米波雷达;卫星导航;芯片概念;5G;消费电子概念;专精特新;无人驾驶;华为概念;储能;融资融券
33,301498.SZ,301498,5,宠物经济;特色小镇;数字孪生;深股通;融资融券
33,002062.SZ,002062,12,人形机器人;水利;新型城镇化;储能;光伏概念;地下管网;回购增持再贷款概念;PPP概念;雅下水电概念;绿色电力;深股通;融资融券
17,601899.SH,601899,19,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属钴;盐湖提锂;同花顺出海50;锂电池概念;2025年报预增;一带一路;同花顺中特估100;国企改革;氢能源;同花顺漂亮100;证金持股;沪股通;融资融券;福建自贸区
17,688351.SH,688351,5,医疗器械概念;专精特新;智能医疗;沪股通;融资融券
33,300500.SZ,300500,25,新型城镇化;建筑节能;装配式建筑;房屋检测;雄安新区;乡村振兴;智慧城市;数字孪生;光伏建筑一体化;医疗废物处理;车联网(车路协同);碳中和;DeepSeek概念;人工智能;华为概念;风电;虚拟现实;虚拟数字人;华为昇腾;数据中心;绿色电力;储能;东数西算(算力);AIGC概念;光伏概念
33,300821.SZ,300821,5,硅能源;有机硅概念;燃料电池;融资融券;深股通
33,300541.SZ,300541,36,云计算;华为昇腾;数据安全;信创;数据确权;智慧政务;腾讯概念;华为鲲鹏;阿里巴巴概念;抖音概念(字节概念);华为盘古;区块链;数字货币;数据要素;AI智能体;Web3.0;鸿蒙概念;ETC;英伟达概念;DeepSeek概念;数字经济;蚂蚁集团概念;华为概念;数据中心;互联网金融;人工智能;独角兽概念;快手概念;跨境支付(CIPS);NFT概念;无人驾驶;烟草;智能物流;AI应用;2025年报预增;深股通
151,920971.BJ,920971,8,存储芯片;先进封装;商业航天;芯片概念;专精特新;光伏概念;融资融券;锂电池概念
33,002637.SZ,002637,6,消毒剂;回购增持再贷款概念;一带一路;污水处理;食品安全;深股通
17,688185.SH,688185,9,猴痘概念;生物疫苗;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券
33,301198.SZ,301198,6,华为概念;跨境电商;智能物流;比亚迪概念;特斯拉概念;融资融券
33,300793.SZ,300793,32,脑机接口;语音技术;血氧仪;星闪概念;智能音箱;空间计算;智能穿戴;医疗器械概念;鸿蒙概念;虚拟现实;人工智能;AI眼镜;元宇宙;车联网(车路协同);无线耳机;智能家居;小米概念;华为概念;机器视觉;阿里巴巴概念;消费电子概念;机器人概念;芯片概念;新型工业化;无人机;汽车电子;人民币贬值受益;苹果概念;换电概念;储能;一带一路;深股通
33,300650.SZ,300650,17,存储芯片;汽车电子;芯片概念;传感器;5G;小米概念;MiniLED;无线耳机;物联网;智慧灯杆;华为概念;机器人概念;比亚迪概念;海峡两岸;智慧城市;人民币贬值受益;元宇宙
33,002520.SZ,002520,18,工业母机;成飞概念;新型工业化;航空发动机;大飞机;减速器;人形机器人;高端装备;机器人概念;军民融合;新能源汽车;数字经济;风电;人民币贬值受益;共同富裕示范区;一带一路;深股通;融资融券
33,301127.SZ,301127,19,东数西算(算力);新型城镇化;专精特新;高端装备;充电桩;华为概念;污水处理;PPP概念;净水概念;固废处理;储能;生物质能发电;风电;地下管网;回购增持再贷款概念;绿色电力;氢能源;深股通;融资融券
33,300947.SZ,300947,13,租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;元宇宙;人工智能;空间计算;DeepSeek概念;ChatGPT概念;AI应用;融资融券
33,002369.SZ,002369,23,物联网;智能音箱;智能家居;华为概念;鸿蒙概念;区块链;创投;跨境电商;工业互联网;机器人概念;虚拟现实;元宇宙;智能穿戴;粤港澳大湾区;无线耳机;新型工业化;5G;消费电子概念;WiFi 6;汽车电子;储能;融资融券;深股通
151,920808.BJ,920808,10,数据中心;碳中和;抖音概念(字节概念);腾讯概念;国企改革;东数西算(算力);融资融券;专精特新;液冷服务器;股权转让(并购重组)
33,000949.SZ,000949,3,国企改革;新疆振兴;深股通
17,688070.SH,688070,9,军民融合;无人机;时空大数据;低空经济;专精特新;智慧城市;职业教育;西部大开发;融资融券
33,002137.SZ,002137,20,物联网;智能家居;汽车电子;抖音概念(字节概念);华为概念;智能穿戴;5G;消费电子概念;粤港澳大湾区;芯片概念;无线耳机;文化传媒概念;数字经济;新能源汽车;人民币贬值受益;区块链;网红经济;先进封装;光伏概念;深股通
151,920262.BJ,920262,6,数据要素;IP经济(谷子经济);跨境电商;网红经济;三胎概念;融资融券
17,688135.SH,688135,14,存储芯片;汽车芯片;先进封装;芯片概念;传感器;5G;专精特新;比亚迪概念;无人驾驶;东数西算(算力);卫星导航;阿里巴巴概念;沪股通;融资融券
33,300896.SZ,300896,10,毛发医疗;医美概念;合成生物;重组蛋白;减肥药;医疗器械概念;同花顺漂亮100;专精特新;深股通;融资融券
17,603300.SH,603300,28,海南自贸区;算力租赁;国资云;数字货币;蚂蚁集团概念;东数西算(算力);区块链;Web3.0;数字经济;自由贸易港;数据要素;DeepSeek概念;职业教育;数据中心;华为概念;低空经济;人工智能;水利;乡村振兴;无人机;NFT概念;新型城镇化;国企改革;回购增持再贷款概念;雅下水电概念;沪股通;股权转让(并购重组);融资融券
33,003031.SZ,003031,22,共封装光学(CPO);光刻机;第三代半导体;华为海思概念股;芯片概念;消费电子概念;5G;6G概念;汽车电子;比亚迪概念;新能源汽车;专精特新;商业航天;卫星导航;军工;华为概念;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通
17,688589.SH,688589,19,MCU芯片;芯片概念;中芯国际概念;传感器;5G;专精特新;物联网;智能家居;粤港澳大湾区;智慧灯杆;卫星导航;高铁;智慧城市;人工智能;光伏概念;电力物联网;阿里巴巴概念;智能电网;融资融券
17,688399.SH,688399,11,猴痘概念;基因测序;流感;肝炎概念;医药电商;维生素;智能医疗;医疗器械概念;专精特新;沪股通;融资融券
33,300025.SZ,300025,6,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券
33,300270.SZ,300270,21,百度概念;华为概念;智慧灯杆;东数西算(算力);华为昇腾;安防;光纤概念;华为鲲鹏;人工智能;机器视觉;物联网;人脸识别;智慧城市;无人驾驶;车联网(车路协同);工业互联网;机器人概念;共同富裕示范区;卫星导航;冷链物流;股权转让(并购重组)
17,688816.SH,688816,6,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券
33,300634.SZ,300634,45,智谱AI;ChatGPT概念;云办公;华为昇腾;多模态AI;AIGC概念;云计算;虚拟数字人;华为鲲鹏;AI智能体;智慧政务;抖音概念(字节概念);数据安全;信创;阿里巴巴概念;百度概念;腾讯概念;网络安全;数据要素;算力租赁;鸿蒙概念;区块链;元宇宙;东数西算(算力);DeepSeek概念;数字经济;人工智能;智慧城市;智能医疗;车联网(车路协同);虚拟现实;IP经济(谷子经济);6G概念;华为概念;数据中心;5G;低空经济;AI应用;创投;无人驾驶;粤港澳大湾区;机器人概念;飞行汽车(eVTOL);融资融券;深股通
17,603097.SH,603097,10,特高压;智能电网;风电;充电桩;光伏概念;储能;数据中心;军工;机器人概念;雄安新区
33,300465.SZ,300465,24,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);Web3.0;ChatGPT概念;区块链;AI智能体;数据要素;信创;数据安全;腾讯概念;DeepSeek概念;抖音概念(字节概念);人工智能;文化传媒概念;物联网;化债概念(AMC概念);华为概念;东数西算(算力);数据中心;比亚迪概念;芯片概念;深股通
33,300581.SZ,300581,9,军民融合;航空发动机;军工;卫星导航;无人机;专精特新;西部大开发;融资融券;深股通
17,688593.SH,688593,8,电子纸;AI眼镜;OLED;MicroLED概念;智能穿戴;芯片概念;沪股通;融资融券
17,605258.SH,605258,4,PCB概念;汽车电子;5G;毫米波雷达
33,300017.SZ,300017,23,算力租赁;云计算;数据安全;华为鲲鹏;多模态AI;东数西算(算力);网络安全;虚拟数字人;信创;AIGC概念;AI智能体;在线教育;元宇宙;DeepSeek概念;数据中心;数字经济;人工智能;液冷服务器;阿尔茨海默概念;一带一路;人民币贬值受益;深股通;融资融券
17,688008.SH,688008,11,存储芯片;中芯国际概念;芯片概念;消费电子概念;2025年报预增;数据中心;人民币贬值受益;数据安全;人工智能;沪股通;融资融券
17,688244.SH,688244,19,数据安全;华为鲲鹏;军工信息化;信创;网络安全;财税数字化;智谱AI;云计算;数据要素;抖音概念(字节概念);人工智能;职业教育;DeepSeek概念;军工;商业航天;华为概念;专精特新;AI应用;融资融券
17,688501.SH,688501,6,储能;2025年报预增;氢能源;碳中和;超超临界发电;融资融券
33,002757.SZ,002757,25,云计算;AIGC概念;算力租赁;AI智能体;网络安全;抖音概念(字节概念);阿里巴巴概念;腾讯概念;东数西算(算力);数字经济;人工智能;数字孪生;华为概念;数据中心;工业互联网;新型工业化;AI应用;机器人概念;智能家居;粤港澳大湾区;专精特新;海峡两岸;工业母机;中俄贸易概念;深股通
33,300081.SZ,300081,33,Web3.0;AIGC概念;数字水印;智慧政务;在线教育;数据确权;ChatGPT概念;虚拟数字人;数据安全;元宇宙;空间计算;AI智能体;数字乡村;区块链;文化传媒概念;短剧游戏;数字经济;网络游戏;人工智能;算力租赁;IP经济(谷子经济);虚拟现实;量子科技;东数西算(算力);华为概念;MR(混合现实);京津冀一体化;海峡两岸;机器人概念;三胎概念;乡村振兴;AI应用;融资融券
33,000785.SZ,000785,24,AI应用;AI语料;AIGC概念;预制菜;Sora概念(文生视频);免税店;数据要素;AI智能体;鸿蒙概念;空间计算;DeepSeek概念;跨境电商;人工智能;京津冀一体化;阿里巴巴概念;抖音概念(字节概念);乡村振兴;智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通
33,301175.SZ,301175,16,医疗废物处理;生物质能发电;商业航天;海峡两岸;固废处理;专精特新;绿色电力;碳中和;华为概念;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券
17,600259.SH,600259,10,金属铜;小金属概念;稀土永磁;海南自贸区;央企国企改革;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通
33,300183.SZ,300183,25,物联网;智慧城市;小米概念;智能家居;工业互联网;国产操作系统;信创;人工智能;数据中心;阿里巴巴概念;专精特新;芯片概念;电力物联网;MCU芯片;苹果概念;充电桩;知识产权保护;智能电网;储能;光伏概念;虚拟电厂;风电;国企改革;深股通;融资融券
33,002694.SZ,002694,6,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵
17,688168.SH,688168,16,人工智能;华为概念;东数西算(算力);信创;网络安全;国产操作系统;数据安全;专精特新;百度概念;DeepSeek概念;数据中心;AI智能体;云计算;换电概念;沪股通;融资融券
17,688391.SH,688391,10,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;储能;智能电网;融资融券
151,920876.BJ,920876,18,2025年报预增;融资融券;移动支付;芯片概念;物联网;鸿蒙概念;AI PC;数字经济;专精特新;智能家居;机器人概念;智慧政务;人工智能;消费电子概念;在线教育;5G;安防;信创
151,920019.BJ,920019,5,民爆概念;人民币贬值受益;一带一路;融资融券;国企改革
17,688595.SH,688595,18,MCU芯片;汽车芯片;AI PC;星闪概念;芯片概念;AI眼镜;消费电子概念;小米概念;传感器;物联网;无人机;华为概念;专精特新;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券
33,301055.SZ,301055,11,IP经济(谷子经济);跨境电商;露营经济;DeepSeek概念;AI智能体;家用电器;NFT概念;物联网;2025年报预增;超级品牌;融资融券
17,600446.SH,600446,18,互联网金融;互联网保险;区块链;华为鲲鹏;数据要素;信创;AI智能体;数字经济;DeepSeek概念;智慧城市;独角兽概念;人工智能;虚拟数字人;腾讯概念;华为概念;AI应用;沪股通;融资融券
33,002161.SZ,002161,22,ETC;信创;物联网;智慧城市;电子身份证;无人零售;车联网(车路协同);烟草;人工智能;食品安全;AI智能体;粤港澳大湾区;虚拟数字人;机器人概念;芯片概念;无人机;创投;宠物经济;IP经济(谷子经济);一带一路;融资融券;深股通
33,300053.SZ,300053,23,卫星导航;商业航天;时空大数据;低空经济;数据要素;人脸识别;东数西算(算力);智慧城市;飞行汽车(eVTOL);人工智能;安防;MCU芯片;汽车芯片;数据中心;横琴新区;芯片概念;专精特新;粤港澳大湾区;存储芯片;国企改革;地下管网;深股通;融资融券
33,300810.SZ,300810,8,军工;芯片概念;海工装备;数据中心;人工智能;专精特新;机器人概念;深股通
17,600732.SH,600732,7,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券
33,300847.SZ,300847,6,中船系;军工;央企国企改革;国企改革;深股通;中字头股票
17,603938.SH,603938,10,光纤概念;存储芯片;芯片概念;有机硅概念;海峡两岸;光伏概念;硅能源;京津冀一体化;沪股通;融资融券
33,000526.SZ,000526,11,体育产业;职业教育;民营医院;在线教育;人工智能;DeepSeek概念;福建自贸区;海峡两岸;低空经济;回购增持再贷款概念;深股通
33,300935.SZ,300935,18,AI应用;信创;空间计算;房屋检测;数据要素;人工智能;职业教育;AI智能体;数字孪生;DeepSeek概念;装配式建筑;新型城镇化;数据中心;建筑节能;一带一路;光伏概念;风电;融资融券
151,920050.BJ,920050,3,新股与次新股;融资融券;人民币贬值受益
33,000938.SZ,000938,34,算力租赁;东数西算(算力);国资云;网络安全;国产操作系统;云计算;中国AI 50;WiFi 6;数据安全;数据中心;英伟达概念;智慧政务;阿里巴巴概念;6G概念;5G;抖音概念(字节概念);液冷服务器;数据要素;车联网(车路协同);数字孪生;物联网;AI智能体;智慧城市;数字乡村;DeepSeek概念;AIGC概念;人工智能;芯片概念;共封装光学(CPO);机器人概念;储能;AI应用;深股通;融资融券
33,300571.SZ,300571,33,算力租赁;数字水印;华为昇腾;智谱AI;东数西算(算力);快手概念;多模态AI;腾讯概念;阿里巴巴概念;虚拟数字人;数据要素;鸿蒙概念;元宇宙;数据中心;短剧游戏;WiFi 6;虚拟现实;DeepSeek概念;数字经济;6G概念;文化传媒概念;智能音箱;F5G概念;5G;IP经济(谷子经济);低空经济;芯片概念;无人机;共封装光学(CPO);智能家居;机器人概念;人形机器人;储能
33,300688.SZ,300688,28,智谱AI;财税数字化;Web3.0;云计算;ChatGPT概念;智慧政务;虚拟数字人;AIGC概念;AI智能体;算力租赁;数据要素;在线教育;阿里巴巴概念;抖音概念(字节概念);区块链;知识产权保护;元宇宙;数字经济;职业教育;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;AI应用;创投;股权转让(并购重组);深股通
33,002449.SZ,002449,26,MicroLED概念;MiniLED;AI眼镜;智能穿戴;消费电子概念;小米概念;智能家居;汽车电子;传感器;人脸识别;第三代半导体;华为概念;家用电器;芯片概念;无人驾驶;先进封装;充电桩;血氧仪;汽车芯片;语音技术;储能;元宇宙;人工智能;国企改革;深股通;融资融券
17,688277.SH,688277,6,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券
33,000838.SZ,000838,6,租售同权;固废处理;污水处理;西部大开发;股权转让(并购重组);融资融券
33,301226.SZ,301226,18,商业航天;稀土永磁;风电;减速器;汽车热管理;海峡两岸;机器人概念;光伏概念;人形机器人;新能源汽车;比亚迪概念;华为概念;芯片概念;充电桩;储能;数据中心;冷链物流;融资融券
33,300217.SZ,300217,22,光伏概念;光热发电;比亚迪概念;新能源汽车;华为汽车;汽车热管理;传感器;储能;机器人概念;小米概念;大飞机;固态电池;家用电器;核电;5G;军工;专精特新;芯片概念;海工装备;锂电池概念;深股通;融资融券
33,300786.SZ,300786,23,光刻胶;OLED;先进封装;光刻机;芯片概念;专精特新;家用电器;光伏概念;空气能热泵;医疗器械概念;商业航天;净水概念;海工装备;中俄贸易概念;污水处理;冷链物流;HJT电池;回购增持再贷款概念;雄安新区;医疗废物处理;新疆振兴;煤化工概念;股权转让(并购重组)
33,300488.SZ,300488,11,航空发动机;工业母机;军民融合;减速器;人形机器人;专精特新;比亚迪概念;机器人概念;长三角一体化;共同富裕示范区;深股通
33,000636.SZ,000636,26,超级电容;小金属概念;汽车电子;无人机;商业航天;AI眼镜;卫星导航;传感器;5G;智能穿戴;高压快充;共封装光学(CPO);低空经济;液冷服务器;比亚迪概念;机器人概念;光伏概念;华为概念;粤港澳大湾区;创投;东数西算(算力);储能;国企改革;锂电池概念;深股通;融资融券
33,300449.SZ,300449,14,数字水印;知识产权保护;网络安全;人脸识别;车联网(车路协同);AI智能体;安防;智慧城市;人工智能;东数西算(算力);华为概念;军工;垃圾分类;股权转让(并购重组)
33,300563.SZ,300563,23,EDR概念;铜缆高速连接;苹果概念;消费电子概念;汽车电子;芯片概念;5G;WiFi 6;新能源汽车;专精特新;军工;无人机;虚拟现实;华为概念;医疗器械概念;商业航天;钙钛矿电池;卫星导航;军工信息化;光伏概念;数字经济;深股通;融资融券
33,000400.SZ,000400,26,柔性直流输电;特高压;智能电网;抽水蓄能;虚拟电厂;电力物联网;高压快充;可控核聚变;充电桩;光伏概念;储能;换电概念;氢能源;高端装备;央企国企改革;数据中心;一带一路;新能源汽车;新疆振兴;无线充电;人形机器人;国企改革;DeepSeek概念;深股通;融资融券;鸿蒙概念
17,688759.SH,688759,7,科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券
33,301090.SZ,301090,7,国企改革;回购增持再贷款概念;央企国企改革;风电;3D打印;融资融券;深股通
33,301091.SZ,301091,35,车联网(车路协同);智慧政务;数据要素;时空大数据;智慧城市;信创;DeepSeek概念;百度概念;数据确权;腾讯概念;数字孪生;低空经济;多模态AI;国资云;华为概念;智慧灯杆;房屋检测;智能物流;无人驾驶;无人机;同花顺新质50;粤港澳大湾区;水利;高铁;新型城镇化;雄安新区;地下管网;建筑节能;深圳国企改革;PPP概念;国企改革;充电桩;虚拟电厂;深股通;融资融券
33,002428.SZ,002428,13,光纤概念;小金属概念;商业航天;第三代半导体;光伏概念;卫星导航;军工;芯片概念;华为概念;氟化工概念;西部大开发;深股通;融资融券
33,002348.SZ,002348,9,三胎概念;人工智能;机器人概念;在线教育;跨境电商;固态电池;钠离子电池;IP经济(谷子经济);股权转让(并购重组)
33,300622.SZ,300622,10,虚拟现实;华为概念;IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;消费电子概念;粤港澳大湾区;眼科医疗;深股通
33,300872.SZ,300872,29,数字货币;跨境支付(CIPS);华为欧拉;智慧政务;华为昇腾;信创;华为鲲鹏;互联网金融;云计算;数据安全;区块链;数据要素;AI智能体;数字经济;数字乡村;阿里巴巴概念;腾讯概念;ChatGPT概念;华为概念;DeepSeek概念;人工智能;多模态AI;数据中心;创投;回购增持再贷款概念;西部大开发;AI应用;深股通;融资融券
17,601319.SH,601319,6,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通
151,920249.BJ,920249,41,抖音概念(字节概念);汽车芯片;无人驾驶;智能物流;电力物联网;机器人概念;光伏概念;智能穿戴;数字经济;物联网;医疗器械概念;汽车电子;鸿蒙概念;智能家居;传感器;智慧灯杆;芯片概念;汽车热管理;存储芯片;消费电子概念;车联网(车路协同);先进封装;充电桩;星闪概念;工业互联网;百度概念;人脸识别;融资融券;智能座舱;华为海思概念股;华为概念;人形机器人;阿里巴巴概念;安防;一带一路;DeepSeek概念;WiFi 6;两轮车;人工智能;AI智能体;5G
33,300654.SZ,300654,10,AIGC概念;ChatGPT概念;AI语料;在线教育;AI智能体;文化传媒概念;职业教育;人工智能;三胎概念;AI应用
33,300945.SZ,300945,7,黄金概念;共同富裕示范区;IP经济(谷子经济);元宇宙;NFT概念;深股通;融资融券
33,002384.SZ,002384,20,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;数据中心;消费电子概念;芯片概念;高压快充;MiniLED;小米概念;新能源汽车;特斯拉概念;人形机器人;华为概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券
33,300667.SZ,300667,25,商业航天;量子科技;军工;低空经济;传感器;安防;物联网;新型工业化;虚拟现实;芯片概念;专精特新;第三代半导体;可控核聚变;消费电子概念;工业互联网;数据中心;智能电网;水利;数字经济;海工装备;食品安全;光纤概念;光伏概念;钙钛矿电池;医美概念
33,300542.SZ,300542,34,数字货币;跨境支付(CIPS);互联网金融;财税数字化;区块链;华为鲲鹏;信创;鸿蒙概念;数据要素;华为欧拉;Web3.0;智慧城市;网络安全;云计算;华为昇腾;百度概念;军工信息化;虚拟数字人;元宇宙;DeepSeek概念;人工智能;低空经济;军民融合;NFT概念;商业航天;华为概念;军工;同花顺新质50;数据中心;华为海思概念股;一带一路;AI应用;深股通;股权转让(并购重组)
33,000158.SZ,000158,39,华为鲲鹏;智慧政务;华为盘古;鸿蒙概念;区块链;互联网金融;信创;智慧城市;数字经济;数据安全;云计算;华为昇腾;网络安全;算力租赁;数据确权;国资云;DeepSeek概念;ERP概念;百度概念;腾讯概念;车联网(车路协同);人工智能;阿里巴巴概念;智谱AI;东数西算(算力);京津冀一体化;抖音概念(字节概念);华为概念;工业互联网;数据中心;参股银行;冷链物流;国企改革;物业管理;充电桩;绿色电力;AI应用;深股通;融资融券
17,688207.SH,688207,26,华为昇腾;MLOps概念;多模态AI;智慧政务;AI智能体;数据要素;元宇宙;人脸识别;空间计算;DeepSeek概念;人工智能;车联网(车路协同);智慧城市;虚拟现实;互联网金融;华为概念;AI PC;机器视觉;智能穿戴;无人机;无人驾驶;军工;机器人概念;体育产业;高铁;融资融券
33,001236.SZ,001236,4,期货概念;国企改革;创投;深股通
33,300061.SZ,300061,16,抖音概念(字节概念);智慧政务;数据要素;腾讯概念;网络安全;阿里巴巴概念;云计算;数字经济;蚂蚁集团概念;互联网保险;东数西算(算力);华为概念;AI应用;融资融券;深股通;股权转让(并购重组)
17,600562.SH,600562,20,航空发动机;军民融合;大飞机;军工信息化;商业航天;卫星导航;军工;无人机;可控核聚变;低空经济;毫米波雷达;央企国企改革;无人驾驶;5G;华为概念;信创;国企改革;PPP概念;沪股通;融资融券
