股票代码,所属概念,所属概念数量,code,market_code
603162.SH,航运概念;福建自贸区;统一大市场;海峡两岸;人民币贬值受益;沪股通,6,603162,17
300134.SZ,柔性屏(折叠屏);新型工业化;3D打印;虚拟现实;物联网;消费电子概念;6G概念;工业母机;新型烟草(电子烟);小米概念;智能穿戴;苹果概念;5G;机器人概念;华为概念;新能源汽车;空间计算;军工;特斯拉概念;云游戏;元宇宙;粤港澳大湾区;职业教育;华为手机;人工智能;芯片概念;在线教育;AIGC概念;锂电池概念;创投;氢能源;文化传媒概念;国企改革;深股通;股权转让(并购重组);融资融券,36,300134,33
600817.SH,高股息精选;垃圾分类;氢能源;燃料电池;换电概念;汽车热管理;无人驾驶;新能源汽车;沪股通,9,600817,17
300804.SZ,粤港澳大湾区;融资融券,2,300804,33
000590.SZ,养老概念;流感;智能医疗;股权转让(并购重组),4,000590,33
688333.SH,AI手机;消费电子概念;卫星导航;航空发动机;商业航天;大飞机;3D打印;无人机;军工;人形机器人;飞行汽车(eVTOL);低空经济;机器人概念;2025年报预增;核电;西部大开发;沪股通;融资融券,18,688333,17
600660.SH,证金持股;同花顺漂亮100;同花顺出海50;福建自贸区;小米汽车;沪股通;融资融券;特斯拉概念;光伏概念,9,600660,17
603307.SH,体育产业;露营经济;人民币贬值受益,3,603307,17
603869.SH,ST板块;西部大开发;数字经济;ETC;人工智能;智慧城市;DeepSeek概念;物联网;华为概念;多模态AI;算力租赁,11,603869,22
301399.SZ,空气能热泵;专精特新;液冷服务器;家用电器;数据中心(AIDC);融资融券,6,301399,33
300463.SZ,猴痘概念;肝炎概念;流感;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;人形机器人;深股通;融资融券,11,300463,33
003025.SZ,新型工业化;机器人概念;工业互联网;一体化压铸;专精特新;工业母机;数字经济;新能源汽车;军工;高端装备,10,003025,33
688022.SH,ST板块;工业互联网;换电概念;锂电池概念;新型工业化;机器人概念;专精特新;汽车热管理;宁德时代概念;机器视觉;新能源汽车;充电桩;储能;华为概念;比亚迪概念;特斯拉概念;传感器;毫米波雷达;汽车电子;PCB概念,20,688022,22
001258.SZ,绿色电力;光热发电;风电;碳中和;新疆振兴;充电桩;特高压;储能;国企改革;西部大开发;2025年报预增;深股通,12,001258,33
920267.BJ,粤港澳大湾区;海峡两岸;跨境电商;专精特新;MCU芯片;融资融券;智能家居;家用电器;芯片概念,9,920267,151
301295.SZ,专精特新;智能家居;智能电网;光伏概念;新能源汽车;小米概念;汽车电子;融资融券,8,301295,33
300454.SZ,云办公;数据安全;信创;云计算;ChatGPT概念;智慧政务;网络安全;算力租赁;中国AI 50;AI智能体;AI应用;东数西算(算力);DeepSeek概念;人工智能;物联网;数据中心(AIDC);英伟达概念;粤港澳大湾区;机器人概念;2025年报预增;融资融券;深股通,22,300454,33
002300.SZ,特高压;风电;充电桩;核电;海工装备;军工;光伏概念;海峡两岸;融资融券,9,002300,33
300976.SZ,柔性屏(折叠屏);苹果概念;消费电子概念;芯片概念;智能穿戴;汽车电子;小米概念;液冷服务器;虚拟现实;比亚迪概念;特斯拉概念;碳纤维;新能源汽车;华为概念;光伏概念;脑机接口;东数西算(算力);宁德时代概念;粤港澳大湾区;抖音概念(字节概念);储能;创投;深股通;融资融券,24,300976,33
688391.SH,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券,10,688391,17
300382.SZ,人形机器人;C2M概念;专精特新;新能源汽车;机器人概念;储能;宁德时代概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,13,300382,33
002660.SZ,体育产业;区块链;知识产权保护;创投;智慧灯杆;换电概念;数字乡村;粤港澳大湾区;机器人概念;充电桩;储能;比亚迪概念;国企改革;光伏概念;绿色电力;柔性屏(折叠屏);消费电子概念;5G;OLED;第三代半导体,20,002660,33
002227.SZ,钒电池;换电概念;人工智能;虚拟电厂;阿里巴巴概念;粤港澳大湾区;风电;ST板块;充电桩;储能;智能电网;核电;柔性直流输电;特高压;高压快充;数据中心(AIDC);比亚迪概念,17,002227,33
688105.SH,猴痘概念;基因测序;CRO概念;流感;减肥药;合成生物;重组蛋白;阿尔茨海默概念;人工智能;军工信息化;沪股通;融资融券,12,688105,17
001400.SZ,商业航天;液冷服务器;3D打印;高铁;专精特新;汽车热管理;新能源汽车;风电;融资融券,9,001400,33
601163.SH,人民币贬值受益;新能源汽车;大飞机;军工;沪股通;融资融券,6,601163,17
300343.SZ,ST板块;建筑节能;消毒剂;氟化工概念;锂电池概念;PVDF概念;钠离子电池;宁德时代概念;固态电池;比亚迪概念,10,300343,33
002277.SZ,第三代半导体;NMN概念;免税店;芯片概念;农村电商;机器人概念;跨境电商;参股银行;乡村振兴;互联网金融;证金持股;深股通;融资融券;股权转让(并购重组),14,002277,33
001219.SZ,乳业;三胎概念;网红经济;中韩自贸区;国企改革,5,001219,33
603351.SH,创新药,1,603351,17
300883.SZ,烟草;工业互联网;融资融券,3,300883,33
603602.SH,百度概念;车联网(车路协同);数据要素;抖音概念(字节概念);数字经济;AI应用;AIGC概念;腾讯概念;智慧城市;阿里巴巴概念;华为概念;小红书概念;低空经济;东数西算(算力);无人机;智慧灯杆;充电桩;飞行汽车(eVTOL);算力租赁;短剧游戏;5G;跨境电商;苹果概念;融资融券,24,603602,17
600215.SH,数字经济;人工智能;装配式建筑;智能物流;新型工业化;机器人概念;物业管理;人民币贬值受益;特斯拉概念;新能源汽车,10,600215,17
000818.SZ,算力租赁;云计算;东数西算(算力);数据中心(AIDC);英伟达概念;卫星导航;DeepSeek概念;军工;人工智能;军民融合;5G;创投;燃料电池;氢能源;芯片概念;国企改革;环氧丙烷;铜缆高速连接;共封装光学(CPO);存储芯片;深股通;融资融券,22,000818,33
301127.SZ,华为概念;高端装备;东数西算(算力);充电桩;净水概念;污水处理;风电;专精特新;储能;固废处理;生物质能发电;新型城镇化;PPP概念;绿色电力;氢能源;地下管网;深股通;融资融券,18,301127,33
001311.SZ,一体化压铸;机器人概念;比亚迪概念;特斯拉概念;新能源汽车;减速器;深股通,7,001311,33
003028.SZ,人形机器人;汽车热管理;机器视觉;智能家居;机器人概念;家用电器;新能源汽车;汽车电子;空气能热泵;光伏概念;储能;智能电网;共封装光学(CPO),13,003028,33
920892.BJ,储能;高股息精选;AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;国企改革;房屋检测;融资融券;新型城镇化;粤港澳大湾区;数字经济;一带一路;低空经济;乡村振兴,16,920892,151
688255.SH,新型工业化;人形机器人;传感器;机器人概念;比亚迪概念;2026一季报预增;融资融券,7,688255,17
002705.SZ,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通,10,002705,33
600682.SH,民营医院;创新药;细胞免疫治疗;养老概念;物业管理;IP经济(谷子经济);基因测序;机器人概念;沪股通;融资融券,10,600682,17
605186.SH,AI语料;医药电商;中俄贸易概念;智能医疗;机器人概念;数据要素;AI智能体;AI应用;DeepSeek概念,9,605186,17
002518.SZ,液冷服务器;数据中心(AIDC);东数西算(算力);光伏概念;充电桩;储能;比亚迪概念;宁德时代概念;阿里巴巴概念;抖音概念(字节概念);锂电池概念;粤港澳大湾区;风电;海峡两岸;人工智能;2025年报预增;一带一路;智能医疗;深股通;融资融券,20,002518,33
300205.SZ,ST板块;财税数字化;跨境支付(CIPS);ETC;区块链;互联网金融;华为鲲鹏;数据安全;移动支付;数字货币;人工智能;网络安全;物联网;华为概念;量子科技;专精特新;5G,17,300205,33
600753.SH,煤化工概念;ST板块;换电概念;充电桩,4,600753,22
603150.SH,PCB概念;毫米波雷达;汽车电子;稀土永磁;传感器;无人驾驶;比亚迪概念;新能源汽车;军工;家用电器;创投;一带一路;冷链物流;可降解塑料,14,603150,17
301105.SZ,中俄贸易概念;粤港澳大湾区;新能源汽车;融资融券,4,301105,33
300619.SZ,固态电池;钠离子电池;锂电池概念;光伏概念;硅能源;有机硅概念;高端装备;粤港澳大湾区;新能源汽车;小金属概念;深股通,11,300619,33
600381.SH,白酒概念;ST板块;西部大开发,3,600381,22
300291.SZ,短剧游戏;快手概念;网红经济;文化传媒概念;IP经济(谷子经济);网络游戏;虚拟数字人;股权转让(并购重组);旅游概念;抖音概念(字节概念);AI应用;腾讯概念;百度概念;阿里巴巴概念;人工智能;华为概念;深股通,17,300291,33
002472.SZ,减速器;机器人概念;新能源汽车;比亚迪概念;高端装备;智能家居;高铁;创投;绿色电力;融资融券;深股通,11,002472,33
300458.SZ,MCU芯片;汽车芯片;中芯国际概念;存储芯片;芯片概念;智能座舱;AI眼镜;智能穿戴;小米概念;汽车电子;EDR概念;机器视觉;物联网;华为概念;东数西算(算力);车联网(车路协同);无人驾驶;虚拟现实;腾讯概念;百度概念;机器人概念;阿里巴巴概念;智能家居;人工智能;长安汽车概念;家用电器;2025年报预增;DeepSeek概念;2026一季报预增;创投;横琴新区;深股通;融资融券,33,300458,33
002169.SZ,芯片概念;光伏概念;特高压;宁德时代概念;充电桩;智能电网;数据中心(AIDC);储能;电力物联网;工业互联网;虚拟电厂;钒电池;碳中和;绿色电力;深股通;融资融券,16,002169,33
301503.SZ,人工智能;中俄贸易概念;电子竞技;智能物流;人民币贬值受益;粤港澳大湾区;一带一路;机器人概念;数据中心(AIDC);消费电子概念;芯片概念;融资融券,12,301503,33
001965.SZ,同花顺中特估100;参股券商;PPP概念;国企改革;京津冀一体化;央企国企改革;土壤修复;数据要素;智慧城市;深股通;融资融券,11,001965,33
605389.SH,减速器;高端装备;专精特新;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组),9,605389,17
603324.SH,中芯国际概念;光刻胶;专精特新;宁德时代概念;先进封装;芯片概念;华为概念;华为海思概念股,8,603324,17
002302.SZ,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;西部大开发;同花顺中特估100;一带一路;央企国企改革;数字经济;风电;核电;3D打印;深股通;融资融券,15,002302,33
002281.SZ,F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组),20,002281,33
920592.BJ,蚂蚁集团概念;人工智能;AIGC概念;阿里巴巴概念;鸿蒙概念;智谱AI;华为概念;数字经济;DeepSeek概念;智慧政务;区块链;京津冀一体化;互联网金融;融资融券;信创;数据要素,16,920592,151
003012.SZ,高股息精选;虚拟数字人;智能家居;粤港澳大湾区;石墨烯;深股通,6,003012,33
300079.SZ,移动支付;数据确权;AIGC概念;元宇宙;知识产权保护;数据安全;区块链;数字货币;AI应用;AI智能体;网络安全;安防;云计算;车联网(车路协同);AI视频;互联网金融;AI语料;ETC;人工智能;DeepSeek概念;跨境支付(CIPS);NFT概念;数字水印;文化传媒概念;星闪概念;短剧游戏;华为概念;IP经济(谷子经济);无人机;商业航天;5G;AI手机;WiFi 6;芯片概念;华为海思概念股;光纤概念;融资融券;深股通,38,300079,33
600600.SH,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,7,600600,17
688075.SH,猴痘概念;流感;宠物经济;智能医疗;人民币贬值受益;沪股通;融资融券,7,688075,17
300671.SZ,汽车芯片;MCU芯片;第三代半导体;WiFi 6;存储芯片;MiniLED;芯片概念;5G;先进封装;无线耳机;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,18,300671,33
002982.SZ,养鸡;猪肉;预制菜;乡村振兴;冷链物流,5,002982,33
001212.SZ,芯片概念;有机硅概念;先进封装;粤港澳大湾区;装配式建筑;深股通;股权转让(并购重组),7,001212,33
920180.BJ,医疗器械概念;新股与次新股;融资融券,3,920180,151
300049.SZ,家庭医生;智能医疗;AI应用;医疗器械概念;三胎概念;人民币贬值受益;肝炎概念;参股保险;西部大开发;医药电商;深股通;融资融券,12,300049,33
688676.SH,中国AI 50;智能电网;数据中心(AIDC);抽水蓄能;核电;阿里巴巴概念;百度概念;光伏概念;储能;华为概念;风电;数字孪生;海工装备;数据要素;工业互联网;专精特新;高端装备;雅下水电概念;新能源汽车;机器人概念;海南自贸区;融资融券;沪股通,23,688676,17
688175.SH,物联网;网络安全;军工信息化;军工;数据要素;5G;人工智能;6G概念;商业航天;股权转让(并购重组);融资融券,11,688175,17
300603.SZ,算力租赁;云计算;网络安全;东数西算(算力);智慧政务;信创;数据确权;时空大数据;阿里巴巴概念;腾讯概念;百度概念;数据中心(AIDC);抖音概念(字节概念);ETC;智慧城市;区块链;AI应用;物联网;数字乡村;车联网(车路协同);安防;华为概念;DeepSeek概念;独角兽概念;互联网金融;数字经济;5G;液冷服务器;水利;文化传媒概念;一带一路;网红经济;西部大开发;新疆振兴;深股通,35,300603,33
300294.SZ,生物疫苗;肝炎概念;仿制药一致性评价;国企改革;央企国企改革;深股通;融资融券,7,300294,33
002418.SZ,液冷服务器;算力租赁;数据中心(AIDC);东数西算(算力);石墨烯;充电桩;空气能热泵;锂电池概念;无人驾驶;储能;汽车热管理;新能源汽车;动力电池回收;超级电容;氢能源;家用电器,16,002418,33
301266.SZ,HJT电池;BC电池;硅能源;光伏概念;数据中心(AIDC);专精特新;超导概念;融资融券,8,301266,33
600758.SH,煤炭概念;绿色电力;风电;国企改革;沪股通;融资融券,6,600758,17
300984.SZ,2025年报预增;深股通;融资融券,3,300984,33
002402.SZ,机器视觉;智能座舱;卫星导航;长安汽车概念;比亚迪概念;人形机器人;语音技术;新型工业化;机器人概念;小米概念;军工;汽车热管理;智能穿戴;物联网;商业航天;智能家居;汽车电子;家用电器;人工智能;2025年报预增;人民币贬值受益;5G;AI智能体;粤港澳大湾区;芯片概念;智能医疗;DeepSeek概念;汽车芯片;华为海思概念股;储能;一带一路;第三代半导体;深股通;融资融券,34,002402,33
300351.SZ,卫星导航;商业航天;液冷服务器;军民融合;军工;5G;光纤概念;换电概念;数据中心(AIDC);无人机;比亚迪概念;华为概念;高铁;低空经济;机器人概念;新能源汽车;锂电池概念;人形机器人;海工装备;共封装光学(CPO);高压快充;华为汽车;长安汽车概念;充电桩;储能;共同富裕示范区;一带一路;风电;深股通;融资融券,30,300351,33
600742.SH,参股保险;国企改革;长安汽车概念;华为汽车;低空经济;机器人概念;新能源汽车;特斯拉概念;无人驾驶;机器视觉;比亚迪概念;小米概念;传感器;智能座舱;芯片概念;沪股通;融资融券,17,600742,17
601113.SH,,0,601113,17
688053.SH,卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块,7,688053,22
603903.SH,污水处理;雄安新区;京津冀一体化;氢能源;PPP概念;股权转让(并购重组),6,603903,17
603580.SH,海峡两岸;消费电子概念;ST板块;人民币贬值受益,4,603580,22
301356.SZ,人民币贬值受益;参股银行;3D打印;融资融券,4,301356,33
002947.SZ,柔性屏(折叠屏);AI PC;苹果概念;无线耳机;消费电子概念;智能穿戴;第三代半导体;5G;东数西算(算力);比亚迪概念;数据中心(AIDC);虚拟现实;新能源汽车;储能;人民币贬值受益;深股通;融资融券,17,002947,33
300789.SZ,智慧城市;多模态AI;职业教育;AI智能体;物联网;车联网(车路协同);人工智能;DeepSeek概念;虚拟现实;高铁;无人机;智能电网;专精特新;机器视觉;机器人概念;高端装备;新型工业化;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,22,300789,33
300841.SZ,动物疫苗;生物疫苗;合成生物;西部大开发;融资融券;深股通,6,300841,33
300531.SZ,数据确权;电子身份证;智慧政务;数据安全;数字货币;信创;人脸识别;区块链;鸿蒙概念;数据要素;移动支付;数字经济;跨境支付(CIPS);拼多多概念;华为概念;DeepSeek概念;物联网;人工智能;智能电网;专精特新;智能音箱;工业互联网;粤港澳大湾区;食品安全;机器视觉;智能医疗;机器人概念;智能物流;中俄贸易概念;军工;华为海思概念股;消费电子概念;芯片概念;2026一季报预增;深股通,35,300531,33
300703.SZ,托育服务;体育产业;IP经济(谷子经济);宠物经济;文化传媒概念;三胎概念;跨境电商;共同富裕示范区;一带一路;国企改革;人民币贬值受益;人工智能;绿色电力;深股通,14,300703,33
000912.SZ,化肥;煤化工概念;乡村振兴;西部大开发;国企改革;深股通;融资融券,7,000912,33
601865.SH,光伏概念;一带一路;长三角一体化;融资融券;沪股通,5,601865,17
603273.SH,装配式建筑;水泥概念;新型工业化;机器人概念;氢能源;融资融券,6,603273,17
002406.SZ,中俄贸易概念;长安汽车概念;工业互联网;机器人概念;新能源汽车;军工;军民融合;深股通,8,002406,33
688132.SH,AI应用;AI智能体;网络安全;DeepSeek概念;信创;虚拟数字人;云计算;数据安全;军工信息化;专精特新;军民融合;军工;数据中心(AIDC);融资融券,14,688132,17
301601.SZ,可降解塑料;高端装备;环氧丙烷;融资融券,4,301601,33
300731.SZ,液冷服务器;第三代半导体;富士康概念;5G;数据中心(AIDC);宁德时代概念;华为概念;比亚迪概念;储能;新能源汽车;2025年报预增;汽车热管理;小米汽车;海峡两岸;粤港澳大湾区;家用电器;创投;深股通,18,300731,33
600103.SH,共封装光学(CPO);5G;数据中心(AIDC);海峡两岸;创投;碳中和;一带一路;乡村振兴;国企改革;沪股通,10,600103,17
301180.SZ,储能;华为概念;比亚迪概念;新能源汽车;高压快充;锂电池概念;宁德时代概念;智能穿戴;消费电子概念;苹果概念;AI眼镜;深股通;融资融券,13,301180,33
300287.SZ,Web3.0;虚拟数字人;AIGC概念;智慧政务;网络安全;信创;华为鲲鹏;在线教育;AI智能体;鸿蒙概念;元宇宙;数据要素;智慧城市;数字经济;DeepSeek概念;人工智能;算力租赁;时空大数据;智能电网;数字孪生;物联网;京津冀一体化;东数西算(算力);华为概念;虚拟现实;数据中心(AIDC);低空经济;乡村振兴;食品安全;机器人概念;军工;卫星导航;5G;MCU芯片;芯片概念;共封装光学(CPO);深股通;融资融券,38,300287,33
001239.SZ,高端装备;机器人概念;海工装备;风电;股权转让(并购重组);融资融券,6,001239,33
301218.SZ,水利;智慧政务;数据安全;数据要素;AI应用;智慧城市;阿里巴巴概念;共同富裕示范区;人脸识别;空间计算;人工智能;DeepSeek概念;安防;时空大数据;网络安全;一带一路;传感器;低空经济;物联网;机器人概念;华为概念;机器视觉;智能电网;人形机器人;智能医疗;无人机;数据中心(AIDC);专精特新;卫星导航;股权转让(并购重组);融资融券,31,301218,33
300493.SZ,智能音箱;汽车芯片;智能穿戴;无线耳机;AI眼镜;传感器;汽车电子;先进封装;芯片概念;物联网;5G;存储芯片;智能家居;抖音概念(字节概念);专精特新;数据中心(AIDC);人工智能;海峡两岸;2025年报预增;智能医疗;养老概念;深股通;融资融券,23,300493,33
301129.SZ,专精特新;智慧城市;数据要素;芯片概念;工业互联网;AI智能体;人工智能;第三代半导体;AI应用;DeepSeek概念;空气能热泵;新型城镇化;碳中和;新疆振兴;融资融券,15,301129,33
301041.SZ,PCB概念;5G;富士康概念;数据中心(AIDC);毫米波雷达;华为概念;腾讯概念;信创;专精特新;6G概念;汽车电子;粤港澳大湾区;百度概念;特高压;比亚迪概念;职业教育;无人机;工业互联网;军工;新型工业化;机器人概念;商业航天;创投;柔性直流输电;智能医疗;中俄贸易概念;虚拟电厂;融资融券,28,301041,33
688721.SH,芯片概念;专精特新;沪股通;融资融券,4,688721,17
600831.SH,国资云;智慧政务;知识产权保护;数据确权;数字乡村;智慧城市;腾讯概念;文化传媒概念;百度概念;DeepSeek概念;短剧游戏;人工智能;互联网金融;华为概念;算力租赁;智能家居;东数西算(算力);PPP概念;数据中心(AIDC);5G;乡村振兴;农村电商;国企改革;西部大开发;摘帽,25,600831,17
300606.SZ,存储芯片;芯片概念;PCB概念;富士康概念;第三代半导体;柔性屏(折叠屏);消费电子概念;专精特新;3D打印;比亚迪概念;新型工业化;工业母机;机器人概念;高端装备;大飞机,15,300606,33
300192.SZ,职业教育;在线教育;ChatGPT概念;AI视频;人工智能;AI应用;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,11,300192,33
002632.SZ,消费电子概念;智能穿戴;虚拟现实;华为概念;安防;液冷服务器;AI眼镜;无人机;新能源汽车;元宇宙;光伏概念;石墨烯;锂电池概念;固态电池;中俄贸易概念;共同富裕示范区;深股通,17,002632,33
300834.SZ,专精特新;粤港澳大湾区;融资融券,3,300834,33
605151.SH,智能物流;创投;比亚迪概念;新能源汽车;统一大市场,5,605151,17
600107.SH,ST板块;储能;天然气;医药电商,4,600107,22
600217.SH,供销社;固废处理;西部大开发;垃圾分类;动力电池回收;金属回收;金属铜;沪股通;融资融券,9,600217,17
688049.SH,MCU芯片;芯片概念;星闪概念;智能音箱;智能穿戴;AI眼镜;小米概念;无线耳机;消费电子概念;物联网;华为概念;专精特新;语音技术;机器人概念;人工智能;粤港澳大湾区;2025年报预增;独角兽概念;沪股通;融资融券,20,688049,17
688316.SH,算力租赁;云计算;智谱AI;华为欧拉;华为鲲鹏;东数西算(算力);网络安全;信创;智慧政务;数据中心(AIDC);英伟达概念;物联网;华为概念;DeepSeek概念;数字经济;互联网金融;低空经济;无人驾驶;融资融券,19,688316,17
300097.SZ,柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;新型工业化;华为概念;新能源汽车;智能物流;摘帽;股权转让(并购重组),10,300097,33
688100.SH,电力物联网;智能电网;虚拟电厂;充电桩;物联网;阿里巴巴概念;人工智能;智慧城市;腾讯概念;华为概念;华为数字能源;水利;专精特新;芯片概念;沪股通;融资融券,16,688100,17
300338.SZ,职业教育;在线教育;ST板块;虚拟数字人;元宇宙;ChatGPT概念;百度概念;储能;虚拟电厂;钠离子电池,10,300338,33
300164.SZ,俄乌冲突概念;页岩气;天然气;新疆振兴;碳中和;西部大开发;一带一路;人民币贬值受益,8,300164,33
300650.SZ,传感器;芯片概念;5G;小米概念;智慧灯杆;汽车电子;华为概念;无线耳机;物联网;比亚迪概念;存储芯片;机器人概念;智慧城市;MiniLED;元宇宙;海峡两岸;人民币贬值受益,17,300650,33
920225.BJ,固态电池;数据中心(AIDC);地下管网;中俄贸易概念;食品安全;核电;页岩气;液冷服务器;融资融券;白酒概念;专精特新;海工装备;人民币贬值受益;高端装备;军工,15,920225,151
000025.SZ,物业管理;深圳国企改革;国企改革;粤港澳大湾区;黄金概念;深股通;融资融券,7,000025,33
002734.SZ,消毒剂;合成生物;乡村振兴;创投;碳中和;2025年报预增;人工智能;工业互联网;锂电池概念;固态电池;深股通;融资融券,12,002734,33
920690.BJ,光刻机;人形机器人;飞行汽车(eVTOL);汽车热管理;低空经济;汽车电子;专精特新;新能源汽车;芯片概念;特斯拉概念;机器人概念;军工;融资融券,13,920690,151
920014.BJ,融资融券;天然气;专精特新;大飞机;氢能源,5,920014,151
600678.SH,ST板块;国企改革;西部大开发;区块链;DeepSeek概念;氢能源;工业互联网;机器人概念;新能源汽车;无人驾驶;充电桩;人形机器人;商业航天,13,600678,22
301389.SZ,PET铜箔;富士康概念;苹果概念;消费电子概念;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;海峡两岸;股权转让(并购重组);深股通;融资融券,13,301389,33
301131.SZ,家用电器;可降解塑料;长安汽车概念;粤港澳大湾区;专精特新;碳纤维;机器人概念;华为汽车;POE胶膜;PEEK材料;新能源汽车;小米概念;无人机;光伏概念;充电桩;HJT电池;钙钛矿电池;TOPCON电池;绿色电力;融资融券,20,301131,33
300672.SZ,国家大基金持股;存储芯片;汽车芯片;芯片概念;WiFi 6;智能座舱;卫星导航;星闪概念;东数西算(算力);机器视觉;专精特新;虚拟现实;无人驾驶;物联网;机器人概念;车联网(车路协同);人工智能;鸿蒙概念;深股通;股权转让(并购重组);融资融券,21,300672,33
002858.SZ,体育产业;职业教育;NFT概念;Web3.0;IP经济(谷子经济);在线教育;AIGC概念;数字经济;人工智能;AI应用;低空经济;百度概念;虚拟现实;多模态AI;无人驾驶,15,002858,33
300647.SZ,智慧城市;智慧灯杆;消费电子概念;锂电池概念;液冷服务器;动力电池回收;跨境电商;数据中心(AIDC);5G;一带一路,10,300647,33
605098.SH,高股息精选;职业教育;在线教育;DeepSeek概念;AI应用;沪股通,6,605098,17
688228.SH,华为昇腾;云计算;数据安全;华为鲲鹏;信创;智慧政务;财税数字化;东数西算(算力);多模态AI;ChatGPT概念;语音技术;AI智能体;AI视频;数据要素;AIGC概念;AI语料;AI应用;元宇宙;华为概念;虚拟数字人;虚拟现实;卫星导航;人工智能;DeepSeek概念;知识产权保护;专精特新;虚拟电厂;文化传媒概念;沪股通;股权转让(并购重组);融资融券,31,688228,17
300611.SZ,长安汽车概念;机器人概念;人形机器人;比亚迪概念;专精特新;新能源汽车;特斯拉概念;军工;航空发动机;深股通;股权转让(并购重组),11,300611,33
603121.SH,DeepSeek概念;长三角一体化;创投;小米汽车;氢能源;机器人概念;数据中心(AIDC);军工;燃料电池;比亚迪概念;人形机器人;传感器;新能源汽车;芯片概念;汽车芯片;沪股通,16,603121,17
603087.SH,减肥药;创新药;眼科医疗;医疗器械概念;智能医疗;2025年报预增;虚拟数字人;沪股通;融资融券,9,603087,17
002833.SZ,粤港澳大湾区;专精特新;新型工业化;新能源汽车;减速器;高端装备;机器人概念;DeepSeek概念;高股息精选;深股通,10,002833,33
002853.SZ,C2M概念;物联网;智能家居;粤港澳大湾区;网红经济;股权转让(并购重组),6,002853,33
300058.SZ,快手概念;小红书概念;智谱AI;短剧游戏;Web3.0;ChatGPT概念;AIGC概念;抖音概念(字节概念);虚拟数字人;百度概念;NFT概念;腾讯概念;文化传媒概念;阿里巴巴概念;AI应用;元宇宙;AI智能体;在线教育;职业教育;DeepSeek概念;人工智能;网红经济;虚拟现实;华为概念;跨境电商;创投;深股通;融资融券,28,300058,33
002977.SZ,军工信息化;军工;卫星导航;商业航天;西部大开发;第三代半导体;ST板块,7,002977,33
301332.SZ,跨境电商;网红经济;净水概念;家用电器;智能家居;粤港澳大湾区;AIGC概念;机器人概念;专精特新;小米概念;深股通;融资融券,12,301332,33
600894.SH,证金持股;高股息精选;国企改革;人工智能;智慧城市;物联网;粤港澳大湾区;机器人概念;新型工业化;新能源汽车;融资融券;汽车电子;沪股通,13,600894,17
300256.SZ,两轮车;虚拟现实;特斯拉概念;华为概念;智能座舱;新能源汽车;小米概念;智能穿戴;毫米波雷达;柔性屏(折叠屏);汽车电子;消费电子概念;华为手机;OLED;深股通,15,300256,33
920685.BJ,融资融券;基因测序;合成生物;专精特新,4,920685,151
920924.BJ,数据中心(AIDC);AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力),22,920924,151
300988.SZ,新型工业化;智能电网;充电桩;专精特新;机器人概念;汽车热管理;比亚迪概念;光伏概念;小米概念;数据中心(AIDC);新能源汽车;储能;小米汽车;汽车电子;风电;锂电池概念;一带一路;融资融券,18,300988,33
603032.SH,固态电池;锂电池概念;比亚迪概念;机器人概念;减速器;西部大开发;新疆振兴;融资融券,8,603032,17
600726.SH,超超临界发电;煤炭概念;绿色电力;风电;黑龙江自贸区;央企国企改革;国企改革;沪股通,8,600726,17
300183.SZ,国产操作系统;信创;电力物联网;阿里巴巴概念;物联网;智慧城市;人工智能;工业互联网;知识产权保护;数据中心(AIDC);智能电网;充电桩;智能家居;专精特新;小米概念;光伏概念;虚拟电厂;储能;风电;苹果概念;芯片概念;MCU芯片;国企改革;深股通;融资融券,25,300183,33
603798.SH,氢能源;燃料电池;军民融合;军工,4,603798,17
002222.SZ,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券,10,002222,33
