股票代码,所属概念,所属概念数量,market_code,code
301312.SZ,共封装光学(CPO);新型烟草(电子烟);AI PC;苹果概念;MicroLED概念;MiniLED;数据中心;华为海思概念股;MR(混合现实);新型工业化;消费电子概念;芯片概念;AI眼镜;汽车电子;专精特新;机器视觉;高端装备;比亚迪概念;华为概念;粤港澳大湾区;机器人概念;空间计算;虚拟现实;元宇宙;深股通;融资融券,26,33,301312
300162.SZ,MicroLED概念;MiniLED;足球概念;柔性屏(折叠屏);智能家居;安防;体育产业;元宇宙;在线教育;消费电子概念;粤港澳大湾区;先进封装;人工智能;商业航天;DeepSeek概念;海峡两岸;专精特新;人民币贬值受益,18,33,300162
300286.SZ,智能电网;电力物联网;虚拟电厂;数据中心;充电桩;储能;专精特新;华为概念;安防;传感器;人工智能;深股通,12,33,300286
300447.SZ,军工信息化;商业航天;卫星导航;军民融合;大飞机;成飞概念;军工;无人机;低空经济;光纤概念;高铁;专精特新;芯片概念;共封装光学(CPO);2025年报预增,15,33,300447
301012.SZ,数据中心;储能;光伏概念;专精特新;东数西算(算力);算力租赁;股权转让(并购重组);融资融券,8,33,301012
002771.SZ,算力租赁;在线教育;阿里巴巴概念;数字经济;信创;虚拟数字人;人脸识别;DeepSeek概念;东数西算(算力);人工智能;AIGC概念;语音技术;时空大数据;物联网;智能医疗;虚拟现实;华为概念;京津冀一体化;数据中心;电力物联网;工业互联网;军工;充电桩;军民融合;高压快充;风电;AI应用;液冷服务器,28,33,002771
000488.SZ,ST板块;污水处理;碳交易;碳中和;参股银行;区块链;国企改革;期货概念,8,33,000488
002961.SZ,福建自贸区;期货概念;海峡两岸;互联网金融;参股券商;深股通,6,33,002961
300062.SZ,智能电网;高压快充;绿色电力;充电桩;光伏概念;储能;福建自贸区;高铁;锂电池概念;海峡两岸;宁德时代概念;一带一路;机器人概念;新能源汽车,14,33,300062
688210.SH,苹果概念;消费电子概念;柔性屏(折叠屏);3D打印;AI眼镜;智能穿戴;无人机;专精特新;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,12,17,688210
688270.SH,商业航天;卫星导航;军工信息化;军民融合;6G概念;军工;无人机;芯片概念;2025年报预增;沪股通;融资融券,11,17,688270
301613.SZ,富士康概念;消费电子概念;固态电池;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;机器人概念;西部大开发;储能;无人机;股权转让(并购重组);深股通;融资融券,14,33,301613
603667.SH,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;新能源汽车;大飞机;无人机;高端装备;商业航天;军工;风电;特钢概念;沪股通;融资融券,15,17,603667
600545.SH,新型工业化;华为概念;机器人概念;一带一路;人民币贬值受益;DeepSeek概念;西部大开发;AI智能体;新疆振兴;融资融券,10,17,600545
688356.SH,2025年报预增;医疗器械概念;医美概念;创新药;3D打印;人民币贬值受益;沪股通;融资融券,8,17,688356
000638.SZ,生物疫苗;重组蛋白;民营医院;肝炎概念;军民融合;ST板块;粮食概念;玉米;京津冀一体化,9,33,000638
688229.SH,数据安全;华为鲲鹏;云计算;信创;数据要素;鸿蒙概念;阿里巴巴概念;腾讯概念;百度概念;抖音概念(字节概念);东数西算(算力);DeepSeek概念;数字经济;人工智能;互联网金融;华为概念;数据中心;工业互联网;AI应用;融资融券,20,17,688229
600131.SH,电力物联网;虚拟电厂;智能电网;碳交易;数字孪生;充电桩;算力租赁;数据中心;东数西算(算力);量子科技;储能;国产操作系统;云计算;人工智能;华为概念;AI智能体;国资云;鸿蒙概念;雅下水电概念;央企国企改革;国企改革;西部大开发;5G;沪股通;融资融券,25,17,600131
600355.SH,ST板块;电子身份证;国产操作系统;语音技术;新型工业化;人脸识别;机器人概念;人工智能;工业互联网;物联网;OLED;机器视觉;在线教育;充电桩;智能电网,15,22,600355
002396.SZ,F5G概念;共封装光学(CPO);WiFi 6;5G;数据中心;网络安全;华为概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;信创;物联网;车联网(车路协同);数字货币;移动支付;机器人概念;人工智能;在线教育;AIGC概念;鸿蒙概念;海峡两岸;DeepSeek概念;智能家居;福建自贸区;脑机接口;互联网金融;文化传媒概念;AI应用;国企改革;深股通;融资融券;证金持股,32,33,002396
300872.SZ,数字货币;华为欧拉;跨境支付(CIPS);互联网金融;信创;智慧政务;华为昇腾;华为鲲鹏;区块链;数据安全;云计算;数据要素;数字乡村;数字经济;华为概念;AI智能体;人工智能;阿里巴巴概念;DeepSeek概念;ChatGPT概念;腾讯概念;多模态AI;数据中心;创投;回购增持再贷款概念;西部大开发;AI应用;深股通;融资融券,29,33,300872
600172.SH,培育钻石;第三代半导体;回购增持再贷款概念;国企改革;沪股通;物业管理;旅游概念;融资融券,8,17,600172
300900.SZ,航空发动机;商业航天;卫星导航;大飞机;成飞概念;军民融合;军工;低空经济;碳纤维;无人机;飞行汽车(eVTOL);海工装备;高端装备;黑龙江自贸区;专精特新;机器人概念;人形机器人;回购增持再贷款概念;深股通;融资融券,20,33,300900
603001.SH,C2M概念;体育产业;跨境电商,3,17,603001
600135.SH,柔性屏(折叠屏);光伏概念;京津冀一体化;雄安新区;央企国企改革;医疗器械概念;参股保险;国企改革;锂电池概念;固态电池;融资融券,11,17,600135
300541.SZ,云计算;数据确权;数据安全;腾讯概念;智慧政务;信创;阿里巴巴概念;华为昇腾;抖音概念(字节概念);区块链;华为盘古;华为鲲鹏;AI智能体;数字货币;数据要素;鸿蒙概念;Web3.0;DeepSeek概念;ETC;蚂蚁集团概念;数字经济;人工智能;华为概念;独角兽概念;互联网金融;跨境支付(CIPS);数据中心;英伟达概念;快手概念;NFT概念;无人驾驶;烟草;智能物流;2025年报预增;AI应用;深股通,36,33,300541
603912.SH,液冷服务器;5G;数据中心;华为概念;专精特新;算力租赁;腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念;东数西算(算力);DeepSeek概念,12,17,603912
600149.SH,雄安新区;物业管理;京津冀一体化;国企改革,4,17,600149
600888.SH,新疆振兴;西部大开发;石墨烯;一带一路;军工;一体化压铸;沪股通;融资融券,8,17,600888
688170.SH,PET铜箔;PCB概念;共封装光学(CPO);光纤概念;先进封装;第三代半导体;存储芯片;OLED;MicroLED概念;BC电池;柔性屏(折叠屏);3D打印;芯片概念;商业航天;钙钛矿电池;华为海思概念股;宁德时代概念;高端装备;固态电池;碳纤维;光伏概念;锂电池概念;专精特新;华为概念;融资融券,25,17,688170
601179.SH,柔性直流输电;特高压;智能电网;风电;核电;可控核聚变;光伏概念;储能;中字头股票;超级电容;水利;数据中心;高端装备;西部大开发;央企国企改革;东数西算(算力);国企改革;芯片概念;量子科技;同花顺中特估100;融资融券;沪股通,22,17,601179
002339.SZ,特高压;智能电网;电力物联网;虚拟电厂;高压快充;风电;光伏概念;充电桩;核电;换电概念;储能;新能源汽车;绿色电力;动力电池回收;水利;工业互联网;机器人概念;碳中和;物联网;华为概念;数字孪生;车联网(车路协同);智慧城市;网络安全;数字经济;人工智能;新型城镇化;地下管网;养老概念;天然气;融资融券,31,33,002339
002455.SZ,磷化工;石墨电极;钠离子电池;金属回收;固态电池;动力电池回收;锂电池概念;宁德时代概念;光刻胶;储能;新能源汽车;深股通;融资融券,13,33,002455
300827.SZ,智能电网;光伏概念;绿色电力;氢能源;储能;可控核聚变;宁德时代概念;一带一路;数据中心;专精特新;融资融券;深股通,12,33,300827
002519.SZ,军工信息化;商业航天;军民融合;军工;人工智能;安防;核电;无人驾驶;创投;机器人概念;专精特新;新型工业化;智能家居;长安汽车概念;比亚迪概念;充电桩;新能源汽车;智能电网;储能;锂电池概念;宁德时代概念;深股通;融资融券,23,33,002519
301155.SZ,2025年报预增;绿色电力;风电;海工装备;深股通;融资融券,6,33,301155
301117.SZ,军工信息化;DRG/DIP;卫星导航;华为昇腾;商业航天;AI智能体;网络安全;智慧政务;数据安全;军民融合;移动支付;军工;区块链;东数西算(算力);DeepSeek概念;人工智能;数字经济;智能医疗;安防;华为概念;数据中心;芯片概念;汽车芯片;西部大开发;融资融券,25,33,301117
001208.SZ,商业航天;卫星导航;可控核聚变;军工;核电;海工装备;特高压;高端装备;高铁;风电;人形机器人;光伏概念;机器人概念;工业互联网;充电桩;专精特新;水利;新能源汽车;比亚迪概念;国企改革;新疆振兴;深股通,22,33,001208
600995.SH,抽水蓄能;虚拟电厂;绿色电力;储能;钠离子电池;央企国企改革;水利;西部大开发;国企改革;DeepSeek概念;沪股通;融资融券,12,17,600995
920693.BJ,融资融券;芯片概念;液冷服务器;机器人概念;医疗器械概念;人民币贬值受益;专精特新,7,151,920693
002706.SZ,智能电网;核电;风电;充电桩;数据中心;光伏概念;储能;换电概念;新能源汽车;华为概念;物联网;智能家居;融资融券;深股通,14,33,002706
002927.SZ,商业航天;核电;智能电网;5G;高压快充;数据中心;虚拟电厂;充电桩;PCB概念;光伏概念;比亚迪概念;高铁;专精特新;储能;工业互联网;腾讯概念;数字经济;西部大开发,18,33,002927
301046.SZ,光热发电;光伏概念;虚拟电厂;智能电网;光伏建筑一体化;换电概念;储能;绿色电力;东数西算(算力);机器人概念;人形机器人;新型城镇化;融资融券,13,33,301046
300788.SZ,知识产权保护;文化传媒概念;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);AI智能体;元宇宙;百度概念;数据要素;职业教育;DeepSeek概念;人工智能;三胎概念;国企改革;AI应用;深股通;中字头股票,17,33,300788
001400.SZ,商业航天;3D打印;液冷服务器;风电;汽车热管理;专精特新;新能源汽车;注册制次新股;新股与次新股;融资融券,10,33,001400
300153.SZ,数据中心;核电;华为概念;阿里巴巴概念;腾讯概念;专精特新;百度概念;储能;锂电池概念;互联网金融;一带一路;长三角一体化;融资融券;深股通,14,33,300153
300180.SZ,数字货币;移动支付;跨境支付(CIPS);互联网金融;蚂蚁集团概念;区块链;低空经济;创投;数据要素;华为鲲鹏;工业互联网;信创;华为汽车;长安汽车概念;华为概念;一带一路;参股券商;腾讯概念;比亚迪概念;深股通;融资融券,21,33,300180
301658.SZ,充电桩;光伏概念;储能;一带一路;粤港澳大湾区;人民币贬值受益;注册制次新股;深股通;新股与次新股;融资融券,10,33,301658
300141.SZ,智能电网;商业航天;换电概念;光伏概念;充电桩;高压快充;储能;机器人概念;燃料电池;氢能源,10,33,300141
300315.SZ,AI应用;AIGC概念;文化传媒概念;手机游戏;网络游戏;抖音概念(字节概念);百度概念;IP经济(谷子经济);职业教育;人工智能;虚拟现实;英伟达概念;深股通;融资融券,14,33,300315
601118.SH,海南自贸区;农业种植;碳中和;乡村振兴;国企改革;可降解塑料;军工;融资融券;沪股通,9,17,601118
300249.SZ,液冷服务器;东数西算(算力);数据中心;5G;华为数字能源;云计算;抖音概念(字节概念);阿里巴巴概念;华为概念;腾讯概念;百度概念;数字孪生;储能;专精特新;物联网;人工智能;机器人概念;智慧城市;区块链;数字乡村;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券,25,33,300249
601778.SH,光伏建筑一体化;光伏概念;虚拟电厂;储能;风电;数据中心;碳交易;绿色电力;氢能源;碳中和;阿里巴巴概念;腾讯概念;沪股通;融资融券,14,17,601778
300682.SZ,电力物联网;AI应用;智能电网;蚂蚁集团概念;虚拟电厂;阿里巴巴概念;AI智能体;数据要素;华为鲲鹏;区块链;DeepSeek概念;人工智能;数字经济;光伏概念;华为概念;物联网;工业互联网;充电桩;碳中和;车联网(车路协同);绿色电力;新能源汽车;融资融券;深股通,24,33,300682
688411.SH,固态电池;华为数字能源;储能;智能电网;充电桩;新能源汽车;数据中心;专精特新;智能物流;华为概念;DeepSeek概念;沪股通;融资融券,13,17,688411
002796.SZ,共封装光学(CPO);5G;6G概念;储能;军工;一带一路;医疗器械概念;融资融券,8,33,002796
603232.SH,华为鲲鹏;电子身份证;数据安全;数字货币;信创;智慧政务;网络安全;云办公;量子科技;Web3.0;云计算;AI智能体;鸿蒙概念;军工信息化;移动支付;区块链;阿里巴巴概念;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;低空经济;MCU芯片;军工;无人机;汽车芯片;芯片概念;专精特新;一带一路;新疆振兴,32,17,603232
000751.SZ,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;深股通,7,33,000751
600318.SH,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组),7,17,600318
688052.SH,MCU芯片;汽车芯片;先进封装;芯片概念;传感器;消费电子概念;人形机器人;新能源汽车;机器人概念;物联网;沪股通;融资融券,12,17,688052
000818.SZ,算力租赁;云计算;东数西算(算力);DeepSeek概念;人工智能;数据中心;英伟达概念;创投;卫星导航;5G;军工;军民融合;芯片概念;存储芯片;国企改革;燃料电池;铜缆高速连接;共封装光学(CPO);氢能源;环氧丙烷;深股通;融资融券,22,33,000818
600498.SH,6G概念;光纤概念;F5G概念;卫星导航;商业航天;共封装光学(CPO);WiFi 6;华为昇腾;东数西算(算力);5G;云计算;海工装备;AI智能体;网络安全;数据中心;液冷服务器;数据安全;智慧政务;华为鲲鹏;数据要素;特高压;国资云;数字乡村;人工智能;DeepSeek概念;智能医疗;智慧城市;芯片概念;央企国企改革;创投;一带一路;汽车芯片;MCU芯片;国企改革;沪股通;融资融券,36,17,600498
301273.SZ,新型工业化;专精特新;低空经济;芯片概念;稀土永磁;融资融券,6,33,301273
002229.SZ,算力租赁;数字水印;东数西算(算力);云计算;Web3.0;数据中心;英伟达概念;区块链;ChatGPT概念;数据要素;元宇宙;数字经济;虚拟数字人;AIGC概念;DeepSeek概念;人工智能;福建自贸区;海峡两岸;体育产业;融资融券;深股通,21,33,002229
600343.SH,商业航天;军民融合;大飞机;军工;高端装备;水利;央企国企改革;西部大开发;氢能源;国企改革;沪股通;融资融券;煤化工概念,13,17,600343
301265.SZ,汽车拆解概念;固废处理;金属回收;稀土永磁;金属钴;金属镍;小金属概念;金属铜;黄金概念;存储芯片;芯片概念;百度概念;融资融券,13,33,301265
000506.SZ,黄金概念;金属铜;小金属概念;股权转让(并购重组);国企改革;一带一路;人民币贬值受益;深股通;摘帽,9,33,000506
600666.SH,算力租赁;数据确权;云计算;AIGC概念;AI智能体;东数西算(算力);数据要素;Sora概念(文生视频);DeepSeek概念;人工智能;蚂蚁集团概念;OLED;高端装备;比亚迪概念;黑龙江自贸区;新疆振兴;沪股通,17,17,600666
688818.SH,科创次新股;卫星导航;商业航天;注册制次新股;军工;无人机;机器人概念;光伏概念;固态电池;锂电池概念;钠离子电池;储能;燃料电池;央企国企改革;国企改革;新股与次新股;融资融券,17,17,688818
002046.SZ,卫星导航;商业航天;军民融合;大飞机;军工;培育钻石;无人机;核电;高端装备;第三代半导体;芯片概念;机器人概念;工业母机;新能源汽车;风电;智能医疗;央企国企改革;国企改革;中芯国际概念;深股通;融资融券,21,33,002046
688059.SH,工业母机;2025年报预增;专精特新;机器人概念;沪股通;融资融券,6,17,688059
300776.SZ,BC电池;MicroLED概念;钙钛矿电池;TOPCON电池;HJT电池;第三代半导体;先进封装;MiniLED;OLED;芯片概念;消费电子概念;光伏概念;PCB概念;融资融券;深股通,15,33,300776
688090.SH,新型工业化;传感器;人工智能;机器视觉;专精特新;芯片概念;比亚迪概念;机器人概念;数字孪生;新能源汽车;AI应用;融资融券,12,17,688090
301232.SZ,商业航天;航空发动机;大飞机;无人机;低空经济;核电;工业互联网;专精特新;机器人概念;风电;融资融券,11,33,301232
603938.SH,光纤概念;存储芯片;有机硅概念;芯片概念;光伏概念;海峡两岸;硅能源;京津冀一体化;沪股通;融资融券,10,17,603938
920469.BJ,融资融券;粤港澳大湾区;碳纤维;比亚迪概念;消费电子概念;机器人概念;新能源汽车;专精特新;PEEK材料,9,151,920469
300880.SZ,电力物联网;智能电网;虚拟电厂;高压快充;充电桩;储能;物联网;传感器;鸿蒙概念;专精特新;融资融券,11,33,300880
300139.SZ,黄金概念;民爆概念;绿色电力;一带一路;2025年报预增;芯片概念;人民币贬值受益;智能电网;深股通;融资融券,10,33,300139
920090.BJ,融资融券;虚拟现实;职业教育;数据中心;数字经济;元宇宙;京津冀一体化;互联网金融;MR(混合现实);DeepSeek概念,10,151,920090
688201.SH,数据安全;电子身份证;网络安全;华为鲲鹏;数字货币;华为昇腾;信创;量子科技;鸿蒙概念;区块链;AI智能体;车联网(车路协同);跨境支付(CIPS);AIGC概念;DeepSeek概念;人工智能;低空经济;工业互联网;军工信息化;专精特新;融资融券,21,17,688201
002300.SZ,特高压;核电;风电;海工装备;充电桩;军工;光伏概念;海峡两岸;融资融券,9,33,002300
600295.SH,煤炭概念;小金属概念;水泥概念;硅能源;西部大开发;光伏概念;沪股通;创投;融资融券,9,17,600295
002380.SZ,电力物联网;智能电网;虚拟电厂;核电;光热发电;信创;超超临界发电;AI智能体;华为概念;数据要素;智慧城市;工业互联网;人工智能;机器视觉;储能;数字经济;新型工业化;专精特新;机器人概念;碳中和;传感器;一带一路;垃圾分类;AI应用;深股通,25,33,002380
300921.SZ,算力租赁;云办公;云计算;抖音概念(字节概念);数据安全;智慧政务;腾讯概念;网络安全;信创;阿里巴巴概念;百度概念;AI智能体;区块链;东数西算(算力);智能医疗;DeepSeek概念;数字经济;人工智能;互联网金融;智慧城市;数据中心;华为概念;工业互联网;粤港澳大湾区;一带一路;融资融券,26,33,300921
300442.SZ,中国AI 50;抖音概念(字节概念);算力租赁;东数西算(算力);数据中心;液冷服务器;京津冀一体化;机器人概念;2025年报预增;回购增持再贷款概念;融资融券;深股通,12,33,300442
002624.SZ,云游戏;短剧游戏;手机游戏;文化传媒概念;网络游戏;AIGC概念;虚拟数字人;NFT概念;电子竞技;元宇宙;IP经济(谷子经济);AI智能体;虚拟现实;鸿蒙概念;英伟达概念;区块链;人工智能;华为概念;AI应用;深股通;融资融券,21,33,002624
000039.SZ,海工装备;核电;风电;氢能源;商业航天;储能;数据中心;同花顺出海50;机器人概念;无人驾驶;机器视觉;一带一路;粤港澳大湾区;雄安新区;物联网;智能物流;可燃冰;人工智能;冷链物流;天然气;DeepSeek概念;航运概念;统一大市场;参股券商;深股通;融资融券;智谱AI;AI应用,28,33,000039
601226.SH,光伏概念;风电;超超临界发电;核电;高端装备;海工装备;储能;燃料电池;氢能源;机器人概念;回购增持再贷款概念;一带一路;央企国企改革;京津冀一体化;国企改革;DeepSeek概念;沪股通;融资融券,18,17,601226
688239.SH,航空发动机;大飞机;商业航天;低空经济;海工装备;核电;高端装备;专精特新;DeepSeek概念;风电;西部大开发;锂电池概念;沪股通;融资融券,14,17,688239
002179.SZ,成飞概念;军民融合;大飞机;商业航天;国产航母;卫星导航;军工;无人机;6G概念;低空经济;可控核聚变;核电;量子科技;换电概念;5G;机器人概念;无人驾驶;光伏概念;车联网(车路协同);新能源汽车;专精特新;充电桩;铜缆高速连接;光纤概念;比亚迪概念;特斯拉概念;储能;华为概念;芯片概念;数据中心;国企改革;高压快充;液冷服务器;智能电网;共封装光学(CPO);深股通;融资融券;中字头股票,38,33,002179
002772.SZ,农业种植;乡村振兴;西部大开发;回购增持再贷款概念;2025年报预增,5,33,002772
600927.SH,期货概念;互联网金融;国企改革;沪股通,4,17,600927
002471.SZ,商业航天;大飞机;航空发动机;军民融合;军工;低空经济;无人机;核电;海工装备;柔性直流输电;智能电网;数字经济;高端装备;东数西算(算力);水利;光伏概念;风电;机器人概念;充电桩;数据中心;创投;一带一路;石墨烯;深股通;融资融券,25,33,002471
688347.SH,国家大基金持股;存储芯片;芯片概念;消费电子概念;上海国企改革;国企改革;沪股通;融资融券,8,17,688347
300617.SZ,特高压;智能电网;电力物联网;虚拟电厂;风电;光伏概念;核电;充电桩;氟化工概念;储能;数据中心;宁德时代概念;专精特新;东数西算(算力);腾讯概念;深股通,16,33,300617
301085.SZ,快手概念;算力租赁;小红书概念;抖音概念(字节概念);腾讯概念;华为昇腾;阿里巴巴概念;百度概念;智慧政务;华为鲲鹏;AI智能体;东数西算(算力);数据中心;DeepSeek概念;数字经济;华为概念;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券,22,33,301085
003035.SZ,虚拟电厂;智能电网;风电;绿色电力;华为数字能源;光伏概念;固废处理;碳中和;央企国企改革;建筑节能;2025三季报预增;国企改革;乡村振兴;融资融券;深股通,15,33,003035
688807.SH,共封装光学(CPO);科创次新股;汽车芯片;5G;芯片概念;MCU芯片;数据中心;注册制次新股;海峡两岸;新股与次新股;融资融券,11,17,688807
688655.SH,共封装光学(CPO);PCB概念;5G;汽车电子;专精特新;医疗器械概念;新能源汽车;粤港澳大湾区;机器人概念;智能座舱;绿色电力;股权转让(并购重组);融资融券,13,17,688655
601700.SH,柔性直流输电;特高压;智能电网;光伏概念;硅能源;一带一路;化债概念(AMC概念);回购增持再贷款概念;国企改革;沪股通;融资融券,11,17,601700
002177.SZ,互联网金融;人脸识别;国产操作系统;数字经济;物业管理;创投;粤港澳大湾区;深股通;融资融券,9,33,002177
300878.SZ,创新药;肝炎概念;民营医院;医药电商;流感;融资融券,6,33,300878
300876.SZ,碳纤维;专精特新;融资融券,3,33,300876
301373.SZ,光伏概念;专精特新;融资融券,3,33,301373
002432.SZ,血氧仪;天津自贸区;流感;回购增持再贷款概念;京津冀一体化;医疗器械概念;智能医疗;人民币贬值受益;养老概念;创投;跨境电商;智能穿戴;AI应用;小米概念;深股通;融资融券,16,33,002432
000791.SZ,超超临界发电;绿色电力;风电;西部大开发;国企改革;东数西算(算力);股权转让(并购重组);融资融券;深股通,9,33,000791
688202.SH,CRO概念;减肥药;智能医疗;创新药;人工智能;AI应用;合成生物;回购增持再贷款概念;沪股通;融资融券,10,17,688202
603881.SH,算力租赁;云计算;中国AI 50;国资云;腾讯概念;阿里巴巴概念;百度概念;东数西算(算力);蚂蚁集团概念;数据中心;液冷服务器;国企改革;沪股通;融资融券,14,17,603881
603856.SH,新疆振兴;地下管网;新型城镇化;乡村振兴;水利;抽水蓄能;一带一路;氢能源;军工,9,17,603856
603887.SH,算力租赁;东数西算(算力);腾讯概念;抖音概念(字节概念);阿里巴巴概念;数据中心;华为概念;液冷服务器;PPP概念;融资融券;沪股通;股权转让(并购重组),12,17,603887
000591.SZ,钙钛矿电池;TOPCON电池;虚拟电厂;光伏建筑一体化;光伏概念;碳交易;绿色电力;储能;碳中和;工业互联网;DeepSeek概念;西部大开发;国企改革;央企国企改革;机器人概念;深股通;融资融券,17,33,000591
001267.SZ,共封装光学(CPO);铜缆高速连接;土壤修复;污水处理;新型城镇化;乡村振兴;深股通;股权转让(并购重组),8,33,001267
601616.SH,智能电网;充电桩;绿色电力;数据中心;腾讯概念,5,17,601616
603618.SH,光纤概念;特高压;抽水蓄能;智能电网;风电;光伏概念;储能;石墨烯;PET铜箔;5G;新能源汽车;锂电池概念;共同富裕示范区;沪股通;融资融券,15,17,603618
688382.SH,创新药;沪股通;融资融券,3,17,688382
600186.SH,算力租赁;AI智能体;DeepSeek概念;东数西算(算力);智能医疗;土壤修复;2025三季报预增;回购增持再贷款概念;超级品牌;粮食概念;融资融券;沪股通,12,17,600186
300603.SZ,算力租赁;云计算;东数西算(算力);网络安全;信创;智慧政务;数据确权;腾讯概念;百度概念;阿里巴巴概念;区块链;抖音概念(字节概念);DeepSeek概念;数字乡村;智慧城市;数字经济;安防;数据中心;华为概念;物联网;车联网(车路协同);时空大数据;ETC;互联网金融;独角兽概念;文化传媒概念;5G;水利;液冷服务器;网红经济;一带一路;AI应用;西部大开发;新疆振兴;深股通,35,33,300603
300427.SZ,特高压;智能电网;电力物联网;商业航天;军民融合;军工;风电;福建自贸区;充电桩;海峡两岸;毫米波雷达;区块链;专精特新;芯片概念;绿色电力,15,33,300427
688330.SH,电力物联网;智能电网;量子科技;2025年报预增;专精特新;融资融券,6,17,688330
600396.SH,碳交易;碳中和;绿色电力;超超临界发电;风电;国企改革;氢能源;央企国企改革;海工装备,9,17,600396
688300.SH,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,6,17,688300
601877.SH,虚拟电厂;智能电网;风电;充电桩;绿色电力;光伏建筑一体化;储能;光伏概念;数据中心;锂电池概念;一带一路;物联网;机器人概念;特斯拉概念;人工智能;阿里巴巴概念;沪股通;融资融券,18,17,601877
300546.SZ,数字货币;移动支付;电子身份证;网约车;蚂蚁集团概念;车联网(车路协同);人脸识别;智慧政务;区块链;信创;华为鲲鹏;智慧城市;鸿蒙概念;数字经济;数据要素;网络安全;数字孪生;数据安全;云计算;DeepSeek概念;智能物流;量子科技;人工智能;腾讯概念;机器人概念;粤港澳大湾区;专精特新;一带一路;深股通,29,33,300546
002843.SZ,军工;AI PC;一带一路;商业航天;数据中心;高压快充;储能;充电桩;苹果概念;光伏概念;华为概念;智能穿戴;消费电子概念;深股通;融资融券,15,33,002843
002335.SZ,液冷服务器;算力租赁;数据中心;东数西算(算力);5G;量子科技;阿里巴巴概念;腾讯概念;华为概念;智慧政务;智能电网;AI智能体;小红书概念;无人驾驶;人工智能;核电;DeepSeek概念;储能;光伏概念;数字经济;高铁;海工装备;海峡两岸;锂电池概念;福建自贸区;氢能源;深股通;融资融券,28,33,002335
300303.SZ,MicroLED概念;MiniLED;共封装光学(CPO);先进封装;智慧灯杆;5G;消费电子概念;芯片概念;智能穿戴;传感器;数据中心;比亚迪概念;新能源汽车;专精特新;海峡两岸;机器人概念;粤港澳大湾区;独角兽概念;深股通;融资融券,20,33,300303
300468.SZ,数字货币;跨境支付(CIPS);互联网金融;数字经济;区块链;Web3.0;信创;数据确权;AI智能体;DeepSeek概念;人工智能;云计算;粤港澳大湾区;华为概念;参股银行;NFT概念;人民币贬值受益;融资融券;深股通,19,33,300468
002537.SZ,数字货币;移动支付;互联网金融;蚂蚁集团概念;区块链;数字经济;跨境电商;元宇宙;华为汽车;冷链物流;NFT概念;华为概念;家用电器;比亚迪概念;特斯拉概念;新能源汽车;5G;2025年报预增;深股通;融资融券,20,33,002537
002877.SZ,工业互联网;新型工业化;人工智能;专精特新,4,33,002877
002575.SZ,算力租赁;Sora概念(文生视频);腾讯概念;华为昇腾;区块链;东数西算(算力);DeepSeek概念;创投;粤港澳大湾区;物业管理;深股通;融资融券,12,33,002575
000839.SZ,文化传媒概念;网络安全;AI语料;虚拟数字人;智慧政务;物业管理;数据要素;互联网金融;AI智能体;人工智能;创投;DeepSeek概念;AI应用;国企改革;深股通,15,33,000839
688530.SH,钙钛矿电池;HJT电池;PET铜箔;芯片概念;MicroLED概念;专精特新;光伏概念;MiniLED;融资融券,9,17,688530
688025.SH,共封装光学(CPO);光纤概念;苹果概念;钙钛矿电池;TOPCON电池;3D打印;芯片概念;MR(混合现实);光伏概念;专精特新;机器视觉;比亚迪概念;虚拟现实;华为概念;2025年报预增;宁德时代概念;固态电池;沪股通;融资融券,19,17,688025
002782.SZ,高压快充;储能;消费电子概念;充电桩;光伏概念;新能源汽车;小米汽车;比亚迪概念;5G;机器人概念;华为概念;低空经济;融资融券;深股通,14,33,002782
688225.SH,智谱AI;数据安全;智慧政务;数字水印;AI智能体;网络安全;信创;跨境支付(CIPS);数据要素;阿里巴巴概念;鸿蒙概念;抖音概念(字节概念);东数西算(算力);DeepSeek概念;车联网(车路协同);人工智能;卫星导航;智慧城市;6G概念;商业航天;工业互联网;5G;AI应用;沪股通;股权转让(并购重组);融资融券,26,17,688225
920001.BJ,融资融券;虚拟现实;国企改革;专精特新;OLED;AI眼镜,6,151,920001
688257.SH,PCB概念;工业母机;专精特新;融资融券,4,17,688257
600979.SH,天然气;碳交易;绿色电力;新疆振兴;碳中和;充电桩;风电;污水处理;地下管网;光伏建筑一体化;乡村振兴;储能;参股银行;西部大开发;国企改革;光伏概念;智慧城市;创投;液冷服务器;新能源汽车;沪股通;融资融券,22,17,600979
605366.SH,有机硅概念;硅能源;回购增持再贷款概念;融资融券,4,17,605366
